,ISO3_Code,Country_Name,M49_Code,Year,Life_Expectancy,Mean_Years_Of_Schooling,CPI_Food,Net_FDI,Prevalence_of_undernourishment,GNI,Population,Govt_Expenditure
231,ETH,Ethiopia,231.0,2017,64.8383,2.854597012,123.818599,204.8675045481483,15.7,76338.468764,108197.95,
232,ETH,Ethiopia,231.0,2018,65.4117,3.028058847,137.970999,3746.793297962964,18.2,79851.21931,111129.438,
233,ETH,Ethiopia,231.0,2019,65.8377,3.201520681,169.321469,1648.6662224962963,21.9,91992.897639,114120.594,
234,ETH,Ethiopia,231.0,2020,65.3705,3.201520681,205.400982,1284.4077504545455,24.9,96087.943897,117190.911,
235,FJI,Fiji,242.0,2016,67.2395,10.49146872,104.045442,406.263426,6.3,4658.270408,918.371,
236,FJI,Fiji,242.0,2017,67.7904,10.63035965,101.181806,387.830933,6.2,4930.389357,919.019,
237,FJI,Fiji,242.0,2018,67.8096,10.77497021,106.336351,474.61411,5.5,5221.618057,918.996,
238,FJI,Fiji,242.0,2019,67.8933,10.92154799,109.295441,357.018375,4.9,5045.550549,918.465,
239,FJI,Fiji,242.0,2020,67.9244,10.92154799,109.963623,226.899145,5.7,4114.590754,920.422,
240,FIN,Finland,246.0,2016,81.2915,12.68652487,99.26,-15694.42673,1.5,241702.9972,5495.219,133893.0272
241,FIN,Finland,246.0,2017,81.4976,12.73937988,99.19,3438.00793,1.5,255775.633889,5508.14,137115.0528
242,FIN,Finland,246.0,2018,81.6266,12.80649996,100.31,-13625.98196,1.5,276822.822825,5515.461,147239.0464
243,FIN,Finland,246.0,2019,81.8706,12.87362003,102.08,8746.456862,1.5,270141.513435,5521.537,143254.6751
244,FIN,Finland,246.0,2020,81.8657,12.87362003,102.27,-4029.500239,1.5,274361.21635,5529.468,
245,FRA,France,250.0,2016,82.4372,11.35085964,100.73,-41770.67477,1.5,2523562.336756,63989.319,1400869.237
246,FRA,France,250.0,2017,82.4732,11.40970039,102.18,-11152.15599,1.5,2653805.221561,64144.086,1456185.02
247,FRA,France,250.0,2018,82.5909,11.50988007,104.85,-67450.26997,1.5,2855661.376339,64277.808,1552489.885
248,FRA,France,250.0,2019,82.7315,11.61005974,107.01,-4698.43587,1.5,2787416.52462,64399.759,1508995.666
249,FRA,France,250.0,2020,82.2104,11.61005974,108.21,-26270.52242,1.5,2671813.716093,64480.053,
250,GAB,Gabon,266.0,2016,65.8025,9.094,100.193024,1198.36016,15.1,12934.818773,2086.206,
251,GAB,Gabon,266.0,2017,66.1889,9.208,97.952898,1397.73833,16.1,13985.877491,2140.215,
252,GAB,Gabon,266.0,2018,66.3064,9.322,104.745253,1441.999149,17.0,15759.690642,2192.012,
253,GAB,Gabon,266.0,2019,66.6028,9.436,107.114183,1586.915986,16.6,15511.093046,2242.785,
254,GAB,Gabon,266.0,2020,66.5305,9.436,108.096933,1284.4077504545455,17.2,14055.227296,2292.573,
255,GMB,Gambia,270.0,2016,63.0127,4.02814688,112.652111,-26.3,11.6,1439.754821,2317.206,
256,GMB,Gambia,270.0,2017,62.9955,4.180482013,120.875693,16.083258,12.2,1476.654101,2381.182,
257,GMB,Gambia,270.0,2018,63.04,4.332817146,128.593068,51.459211,13.1,1641.486948,2444.916,
258,GMB,Gambia,270.0,2019,63.7549,4.485152279,138.418569,43.449211,18.0,1776.06056,2508.883,
259,GMB,Gambia,270.0,2020,62.6125,4.637487411,147.797522,44.612281,21.6,1795.452352,2573.995,
260,GEO,Georgia,268.0,2016,73.5692,12.81457043,103.633275,1245.40446,8.3,14440.202298,3771.11,4891.442817
261,GEO,Georgia,268.0,2017,73.5701,12.87436008,111.227323,1708.854069,8.1,15447.243022,3771.9,5066.06452
262,GEO,Georgia,268.0,2018,73.3414,12.84828997,113.078113,966.099219,7.8,16914.927096,3772.325,5181.817555
263,GEO,Georgia,268.0,2019,73.4696,12.82221985,127.035973,1029.239069,7.8,16699.067014,3770.811,5396.95438
264,GEO,Georgia,268.0,2020,72.7653,12.82221985,135.646876,594.004841,7.6,15136.93743,3765.912,5747.283438
265,DEU,Germany,276.0,2016,80.8471,14.1321497,102.3,-48027.81099,1.5,3553516.78345,82331.423,1537964.573
266,DEU,Germany,276.0,2017,80.9442,14.10476494,105.0,-37876.10849,1.5,3778789.1837,82624.374,1630438.341
267,DEU,Germany,276.0,2018,81.1717,14.07738018,106.1,-24170.99172,1.5,4105202.181209,82896.696,1762944.245
268,DEU,Germany,276.0,2019,81.5584,14.09096691,108.1,-85215.25598,1.5,4014394.1716,83148.141,1749400.578
269,DEU,Germany,276.0,2020,81.1472,14.09096691,108.5,701.177376,1.5,3953466.258965,83328.988,1951201.568
270,GHA,Ghana,288.0,2016,63.8902,7.919448013,109.687808,3470.6,7.7,55095.007753,29554.303,
271,GHA,Ghana,288.0,2017,64.0131,8.056260907,118.456337,3239.1,7.1,58799.291909,30222.262,
272,GHA,Ghana,288.0,2018,64.122,8.193073801,128.767478,2908.0,6.2,65957.042443,30870.641,
273,GHA,Ghana,288.0,2019,64.7401,8.329886695,136.06047,3291.0,5.2,66867.367504,31522.29,
274,GHA,Ghana,288.0,2020,64.114,8.329886695,155.174325,1335.0,4.1,67042.184538,32180.401,
275,GRC,Greece,300.0,2016,81.1617,10.25430012,99.25755,4432.188005,1.5,192076.829353,10749.742,95827.02853
276,GRC,Greece,300.0,2017,80.8501,10.54285765,99.73506,3316.475273,1.5,198842.523409,10692.228,96817.0659
277,GRC,Greece,300.0,2018,81.3907,10.83141518,100.1118,3496.392928,1.5,209711.639142,10633.271,102792.6425
278,GRC,Greece,300.0,2019,81.2489,11.11997271,100.4421,4377.753366,1.5,203279.410556,10574.024,97427.8666
279,GRC,Greece,300.0,2020,80.9092,11.40853024,101.2292,2869.249231,1.5,188028.901406,10512.232,
280,GTM,Guatemala,320.0,2016,72.3547,5.774713993,112.8665,964.99596,16.4,64707.47946,16291.004,10035.32166
281,GTM,Guatemala,320.0,2017,72.5506,5.74357605,126.804669,934.06642,16.3,70128.940818,16578.723,11117.8234
282,GTM,Guatemala,320.0,2018,72.7257,5.712438107,132.698445,777.86225,16.2,71702.136219,16850.176,11823.51469
283,GTM,Guatemala,320.0,2019,73.1289,5.681300163,140.599917,799.43959,16.3,75605.414901,17106.338,12929.33258
284,GTM,Guatemala,320.0,2020,71.7969,5.681300163,152.80262,704.49363,16.0,76179.277983,17362.718,13948.34412
285,HTI,Haiti,332.0,2016,63.3922,5.326,118.301076,3457.305457080882,43.2,13379.920118,10713.849,
286,HTI,Haiti,332.0,2017,63.8538,5.402,131.81249,204.8675045481483,44.6,15300.081486,10863.543,
287,HTI,Haiti,332.0,2018,64.0188,5.478,155.233742,3746.793297962964,45.4,15872.037941,11012.421,
288,HTI,Haiti,332.0,2019,64.2546,5.554,193.97349,1648.6662224962963,46.4,14055.334835,11160.438,
289,HTI,Haiti,332.0,2020,64.0518,5.554,238.895112,1284.4077504545455,47.2,15538.241205,11306.801,
290,HND,Honduras,340.0,2016,72.5878,6.528709888,100.481722,900.1,13.8,20197.399981,9460.798,
291,HND,Honduras,340.0,2017,72.6918,6.408294916,105.602798,1035.0,13.2,21721.180936,9626.842,
292,HND,Honduras,340.0,2018,72.8141,6.287879944,107.15464,895.2,13.1,22173.255434,9792.85,
293,HND,Honduras,340.0,2019,72.8811,7.088479996,110.37471,499.5,13.3,23175.171803,9958.829,
294,HND,Honduras,340.0,2020,71.4619,7.088479996,114.797458,371.9,15.3,22201.425949,10121.763,
295,HUN,Hungary,348.0,2016,76.1552,11.88941002,100.3883,2833.557956,1.5,125167.397611,9815.104,60185.8354
296,HUN,Hungary,348.0,2017,76.0055,11.97945499,103.8145,2294.897675,1.5,137346.045184,9788.941,66472.40982
297,HUN,Hungary,348.0,2018,76.2039,12.06949997,108.4742,3387.932566,1.5,154297.812209,9776.358,73616.07381
298,HUN,Hungary,348.0,2019,76.4543,12.15954494,114.6414,1035.833809,1.5,159224.299869,9771.796,74493.67646
299,HUN,Hungary,348.0,2020,75.7297,12.24958992,119.7122,-113.432313,1.5,151620.683124,9750.573,
300,ISL,Iceland,352.0,2016,82.03,13.32010517,100.1814,720.096713,1.5,21165.708419,335.675,9187.248384
301,ISL,Iceland,352.0,2017,82.5352,13.4558567,99.66061,166.838935,1.5,24848.957647,343.632,10601.05052
302,ISL,Iceland,352.0,2018,82.7703,13.59160824,104.3018,-457.432313,1.5,26545.958631,352.946,10878.79023
303,ISL,Iceland,352.0,2019,82.4042,13.72735977,105.4117,-766.352436,1.5,25376.493554,360.774,10244.3824
304,ISL,Iceland,352.0,2020,82.5755,13.76716995,112.6733,-534.914224,1.5,22259.325803,366.669,
305,IND,India,356.0,2016,70.1167,6.350639359,105.017313,39408.2122,13.9,2264339.129994,1338636.34,510118.2404
306,IND,India,356.0,2017,70.4672,6.452129304,110.111437,28763.29224,13.2,2595949.402067,1354195.68,593750.0862
307,IND,India,356.0,2018,70.7095,6.55361925,108.308901,30709.27574,13.3,2731757.668183,1369003.306,617540.9178
308,IND,India,356.0,2019,70.9098,6.655109195,121.47525,37414.1958,14.6,2862525.994225,1383112.05,712529.935
309,IND,India,356.0,2020,70.1499,6.655109195,126.177518,52501.95178,16.3,2635927.048962,1396387.127,
310,IDN,Indonesia,360.0,2016,69.7976,7.976150036,109.845498,16135.92,6.6,902045.439562,261850.182,157866.4794
311,IDN,Indonesia,360.0,2017,69.9356,8.069094896,111.228529,18502.04,5.9,983433.06696,264498.852,169401.7095
312,IDN,Indonesia,360.0,2018,70.3375,8.162039757,115.018191,12510.62,5.9,1011212.62998,267066.843,171997.8189
313,IDN,Indonesia,360.0,2019,70.5184,8.359274864,117.127899,20531.07,6.2,1085070.037944,269582.878,183152.0908
314,IDN,Indonesia,360.0,2020,68.8077,8.556509972,123.310831,14113.63,6.5,1029919.369397,271857.97,222937.2202
315,IRN,Iran (Islamic Republic of),364.0,2016,75.6,10.31394005,110.971952,3267.887667,4.9,466620.833905,83306.231,
316,IRN,Iran (Islamic Republic of),364.0,2017,75.9712,10.42034294,125.558481,4943.251556,5.2,504326.82069,84505.076,
317,IRN,Iran (Islamic Republic of),364.0,2018,76.195,10.52784353,190.769168,2298.398889,5.2,528889.399773,85617.562,
318,IRN,Iran (Islamic Republic of),364.0,2019,76.1031,10.63645314,245.587773,1423.17937,4.9,653638.781797,86564.202,
319,IRN,Iran (Islamic Republic of),364.0,2020,74.832,10.63645314,388.000265,1263.609938,4.1,886837.399729,87290.193,
320,IRQ,Iraq,368.0,2016,68.9878,7.837934567,97.375511,-6560.2,19.1,156258.346024,38697.943,
321,IRQ,Iraq,368.0,2017,70.4126,7.860422708,97.776646,-5110.2,18.8,173917.305743,39621.162,
322,IRQ,Iraq,368.0,2018,71.5143,7.88291085,98.478632,-5073.5,18.1,209258.971042,40590.7,
323,IRQ,Iraq,368.0,2019,71.5764,7.905593489,97.174943,-3269.8,17.4,215560.696447,41563.52,
324,IRQ,Iraq,368.0,2020,69.1228,7.905593489,97.275227,-3044.0,15.9,164934.403859,42556.984,
325,IRL,Ireland,372.0,2016,81.5498,11.36181815,97.06382,9327.887361,1.5,243320.133832,4715.788,84620.60558
326,IRL,Ireland,372.0,2017,81.9168,11.4341898,95.60786,54883.02211,1.5,266317.313308,4771.854,89164.60561
327,IRL,Ireland,372.0,2018,82.0863,11.50796839,94.24897,-25716.48567,1.5,298216.075001,4834.507,98948.63553
328,IRL,Ireland,372.0,2019,82.2586,11.58222303,93.3754,97736.86968,1.5,309766.350566,4896.019,97713.3326
329,IRL,Ireland,372.0,2020,82.4699,11.58222303,91.91943,82898.34679,1.5,324081.078128,4946.119,
330,ISR,Israel,376.0,2016,82.4854,13.05535211,97.89688,-2590.255,1.5,316135.997205,8159.009,121019.8312
331,ISR,Israel,376.0,2017,82.7195,13.15115217,96.981,9268.49,1.5,353488.338209,8309.257,137075.9365
332,ISR,Israel,376.0,2018,82.8232,13.24765522,100.7463,15428.008,1.5,373366.68134,8456.483,147141.9266
333,ISR,Israel,376.0,2019,82.8123,13.3448664,100.848,10449.438,1.5,395685.778183,8607.919,154926.8816
334,ISR,Israel,376.0,2020,82.3598,13.3448664,101.0516,18898.87,1.5,402948.235519,8757.489,185504.786
335,ITA,Italy,380.0,2016,83.0492,10.39278984,101.1,12287.78198,1.5,1881183.20563,60118.626,920611.3504
336,ITA,Italy,380.0,2017,82.7282,10.47961998,102.6,-483.819659,1.5,1972734.900186,60004.032,956621.9283
337,ITA,Italy,380.0,2018,83.1847,10.56645012,103.4,4864.361363,1.5,2115036.620297,59877.425,1012279.958
338,ITA,Italy,380.0,2019,83.552,10.65328026,104.2,-1641.150104,1.5,2026751.394853,59727.932,974592.1188
339,ITA,Italy,380.0,2020,82.3953,10.7401104,105.0,-10745.78587,1.5,1911916.584229,59500.579,
340,JAM,Jamaica,388.0,2016,72.0198,8.879589332,105.703442,645.690903,9.3,13399.398433,2802.695,
341,JAM,Jamaica,388.0,2017,71.9114,8.970338495,112.771563,841.24,9.0,14306.810207,2808.376,
342,JAM,Jamaica,388.0,2018,71.793,9.062015112,115.318634,762.029257,8.1,14990.793474,2811.835,
343,JAM,Jamaica,388.0,2019,71.767,9.154628661,127.671928,219.425,7.5,15339.462931,2813.773,
344,JAM,Jamaica,388.0,2020,71.8686,9.154628661,139.341515,362.489066,6.9,13181.677136,2820.436,
345,JPN,Japan,392.0,2016,84.0664,13.30426394,103.1296,-136577.9116,1.5,5088186.818825,126993.857,1911411.497
346,JPN,Japan,392.0,2017,84.1976,13.33075812,105.1515,-155232.2646,1.5,5040348.134892,126662.472,1868504.149
347,JPN,Japan,392.0,2018,84.2971,13.34510708,103.5386,-133838.3347,1.5,5135478.831383,126255.866,1907290.673
348,JPN,Japan,392.0,2019,84.4258,13.36610034,105.1098,-212095.5282,2.8,5252425.968544,125791.677,1967251.236
349,JPN,Japan,392.0,2020,84.6879,13.36610034,104.3028,-105449.0835,3.2,5156420.998521,125244.761,
350,JOR,Jordan,400.0,2016,75.2153,10.16455984,95.659311,1549.71831,7.1,39587.480727,9964.656,12035.65691
351,JOR,Jordan,400.0,2017,75.5018,10.25772977,96.055879,2023.098592,8.8,41202.622759,10215.381,
352,JOR,Jordan,400.0,2018,75.7743,10.3508997,100.6889,962.535211,11.2,42732.676056,10459.865,
353,JOR,Jordan,400.0,2019,76.044,10.39878988,100.780312,686.338028,14.6,44510.360651,10698.683,
354,JOR,Jordan,400.0,2020,75.1843,10.44668007,100.2586,699.577465,16.9,43704.590283,10928.721,
355,KAZ,Kazakhstan,398.0,2016,70.8984,11.9441363,117.883086,13746.38234,1.5,124271.590484,18078.553,28079.61429
356,KAZ,Kazakhstan,398.0,2017,71.3958,12.07710298,125.488061,3756.1,1.5,148432.692312,18314.814,38160.57824
357,KAZ,Kazakhstan,398.0,2018,71.4717,12.21006966,131.625938,4722.68655,1.5,157200.863055,18538.099,32597.92887
358,KAZ,Kazakhstan,398.0,2019,71.5675,12.34756189,144.382136,5498.133124,1.5,158691.294274,18754.258,35498.74932
359,KAZ,Kazakhstan,398.0,2020,70.0304,12.34756189,160.572729,5905.368704,1.5,149445.092572,18979.243,
360,KEN,Kenya,404.0,2016,62.1632,6.388,116.160845,1127.3955,23.3,73804.817832,47894.67,
361,KEN,Kenya,404.0,2017,62.4808,6.476,121.591737,1389.994867,25.1,80527.195747,48948.137,
362,KEN,Kenya,404.0,2018,62.6765,6.564,124.678383,1128.18902,24.7,90811.095349,49953.304,
363,KEN,Kenya,404.0,2019,62.9432,6.652,137.168267,1087.606645,25.6,98944.881175,50951.45,
364,KEN,Kenya,404.0,2020,62.6755,6.652,148.979046,723.870362,26.9,99325.688212,51985.78,
365,KIR,Kiribati,296.0,2016,66.3316,7.865527643,100.342163,1.686,3.3,318.150223,118.513,139.661156
366,KIR,Kiribati,296.0,2017,66.5965,7.865527643,103.081506,0.661,3.4,359.264637,120.362,162.124067
367,KIR,Kiribati,296.0,2018,66.8545,7.865527643,103.09966,-1.265676,3.9,366.536433,122.261,155.524497
368,KIR,Kiribati,296.0,2019,67.1497,7.984461822,100.712548,-0.680613,4.0,372.871864,124.241,198.079269
369,KIR,Kiribati,296.0,2020,67.2659,7.984461822,102.750984,-0.42843,4.2,337.552432,126.463,
370,KWT,Kuwait,414.0,2016,79.7011,7.132780075,102.904167,-4109.147713,1.5,122184.459682,4048.085,53167.06181
371,KWT,Kuwait,414.0,2017,79.7806,7.192820072,102.259774,-8665.324869,1.5,128909.900522,4124.904,67201.96559
372,KWT,Kuwait,414.0,2018,79.7217,7.216040134,102.165351,-3511.045943,1.5,145469.136969,4317.185,73231.74179
373,KWT,Kuwait,414.0,2019,79.685,7.328022618,103.959382,2599.868473,1.5,142642.192626,4441.1,79013.89318
374,KWT,Kuwait,414.0,2020,76.9198,7.328022618,114.157033,-2746.108255,2.7,114332.443996,4360.444,74055.34663
375,KGZ,Kyrgyzstan,417.0,2016,70.2761,11.35618418,93.555445,615.9922,6.1,6458.758973,6018.299,2511.842187
376,KGZ,Kyrgyzstan,417.0,2017,70.5877,11.36215797,96.093915,-78.0,5.8,7323.211877,6121.261,2759.17154
377,KGZ,Kyrgyzstan,417.0,2018,70.728,11.36813177,93.59001,139.0,5.4,8019.975755,6223.494,2705.517829
378,KGZ,Kyrgyzstan,417.0,2019,71.2301,11.37410556,98.966598,399.0,5.2,8091.611494,6323.643,2836.392692
379,KGZ,Kyrgyzstan,417.0,2020,69.6291,11.37410556,116.391498,-332.5,5.3,7056.255287,6424.874,2222.140118
380,LAO,Lao People's Democratic Republic,418.0,2016,67.1667,5.116,106.070173,920.111854,5.9,15126.191399,6891.363,3905.728324
381,LAO,Lao People's Democratic Republic,418.0,2017,67.4344,5.202,103.834914,1676.574948,5.6,16170.199457,6997.917,3929.971651
382,LAO,Lao People's Democratic Republic,418.0,2018,67.6341,5.288,104.462433,1319.609787,5.3,17295.092851,7105.006,3905.261832
383,LAO,Lao People's Democratic Republic,418.0,2019,68.1382,5.374,115.198284,557.17653,5.4,17866.042715,7212.053,3528.313929
384,LAO,Lao People's Democratic Republic,418.0,2020,68.4968,5.374,120.724951,1284.4077504545455,5.1,18191.577295,7319.399,3652.860382
385,LVA,Latvia,428.0,2016,74.7535,12.93480968,103.707,95.193819,1.5,28024.419867,1973.476,10485.4222
386,LVA,Latvia,428.0,2017,74.8054,13.05903006,107.6008,575.004802,1.5,30407.220412,1954.862,11793.04682
387,LVA,Latvia,428.0,2018,75.0012,13.18325043,108.2293,761.716259,1.5,33870.801591,1935.63,13546.7528
388,LVA,Latvia,428.0,2019,75.5337,13.25271988,110.8273,979.540478,1.5,33795.644697,1916.555,13093.97726
389,LVA,Latvia,428.0,2020,75.4526,13.25271988,112.0215,604.222016,1.5,33698.927959,1897.052,
390,LBN,Lebanon,422.0,2016,79.5054,8.554324481,100.878405,1563.742344,6.2,50571.527335,6258.619,
391,LBN,Lebanon,422.0,2017,79.6543,8.609094987,104.59922,1204.975686,6.8,53115.571398,6109.252,
392,LBN,Lebanon,422.0,2018,79.729,8.663865494,111.058604,2026.788724,7.1,54166.12181,5950.839,
393,LBN,Lebanon,422.0,2019,79.2359,8.718636,121.908011,1752.043454,9.0,52285.055661,5781.907,
394,LBN,Lebanon,422.0,2020,77.8038,8.718636,612.286589,3039.445796,10.9,61823.303885,5662.923,
395,LSO,Lesotho,426.0,2016,52.2641,5.744151237,114.102507,3457.305457080882,32.0,2400.601171,2143.872,
396,LSO,Lesotho,426.0,2017,53.0636,5.83282906,120.306252,204.8675045481483,29.5,2618.064759,2170.617,
397,LSO,Lesotho,426.0,2018,53.733,5.921506884,126.652872,3746.793297962964,28.7,2862.193537,2198.017,
398,LSO,Lesotho,426.0,2019,54.1726,6.010184707,136.021313,1648.6662224962963,31.2,2775.748515,2225.702,
399,LSO,Lesotho,426.0,2020,54.6933,6.010184707,154.259877,1284.4077504545455,34.7,2508.0401,2254.1,
400,LBR,Liberia,430.0,2016,60.4162,4.668,114.655207,285.5167,36.3,2520.649138,4706.097,
401,LBR,Liberia,430.0,2017,60.5535,4.806,119.939983,193.66575,36.6,2508.275831,4796.631,
402,LBR,Liberia,430.0,2018,60.8532,4.944,156.491773,45.054252,37.5,2377.448786,4889.391,
403,LBR,Liberia,430.0,2019,61.1044,5.082,192.40867,-15.291099,39.2,2285.438826,4985.289,
404,LBR,Liberia,430.0,2020,60.9476,5.082,222.693794,6.886301,38.3,2177.716522,5087.584,
405,LTU,Lithuania,440.0,2016,74.8816,13.10509968,102.7698,259.447433,1.5,41485.060525,2933.673,14705.74821
406,LTU,Lithuania,440.0,2017,75.4399,13.18838978,106.6792,940.466104,1.5,46031.966159,2904.45,15838.58894
407,LTU,Lithuania,440.0,2018,75.6767,13.29162661,106.0702,272.410991,1.5,52084.008747,2876.128,18179.26922
408,LTU,Lithuania,440.0,2019,76.2119,13.39486345,109.8271,1026.077047,1.5,52790.650851,2849.083,18917.44383
409,LTU,Lithuania,440.0,2020,75.0676,13.49810028,110.1011,763.958213,1.5,54911.76554,2820.267,
410,LUX,Luxembourg,442.0,2016,82.0535,12.84430344,102.36,1728.985411,1.5,38640.202045,583.351,24897.71563
411,LUX,Luxembourg,442.0,2017,81.734,12.65323261,104.8,-41579.96408,1.5,41383.384601,596.283,27122.12811
412,LUX,Luxembourg,442.0,2018,81.8035,12.82510172,107.26,-28379.54018,1.5,45178.123345,607.913,30029.63125
413,LUX,Luxembourg,442.0,2019,82.1434,13.01519217,108.57,-19680.36755,1.5,45471.075814,619.973,30088.06319
414,LUX,Luxembourg,442.0,2020,81.4335,13.01519217,110.57,-64941.87361,1.5,46920.813057,630.399,34933.92952
415,MDG,Madagascar,450.0,2016,64.9969,4.981364182,108.527849,360.926271,41.6,11431.77245,25501.941,
416,MDG,Madagascar,450.0,2017,65.0938,5.027301993,124.350403,251.862206,42.3,12816.629099,26169.542,
417,MDG,Madagascar,450.0,2018,65.2697,5.073239803,132.739542,234.655349,44.3,13302.674896,26846.541,
418,MDG,Madagascar,450.0,2019,65.8821,5.120468534,136.881016,372.693195,47.4,13586.639775,27533.134,
419,MDG,Madagascar,450.0,2020,65.182,5.120468534,143.464897,257.371515,48.5,12530.548569,28225.177,
420,MWI,Malawi,454.0,2016,62.2093,4.210832318,148.255421,73.899486,16.1,7093.492982,17405.624,
421,MWI,Malawi,454.0,2017,62.9769,4.303786674,154.654156,93.599679,16.6,8787.358929,17881.167,
422,MWI,Malawi,454.0,2018,63.2758,4.396741029,173.212655,958.876636,16.8,9709.482409,18367.883,
423,MWI,Malawi,454.0,2019,64.1188,4.489695385,206.617952,822.738227,17.6,10959.660301,18867.337,
424,MWI,Malawi,454.0,2020,63.7167,4.489695385,228.288427,91.006402,17.8,11574.535375,19377.061,
425,MYS,Malaysia,458.0,2016,75.2888,10.36651039,105.656672,3324.755924,3.5,292916.410215,31526.418,
426,MYS,Malaysia,458.0,2017,75.4763,10.45936012,109.678496,3760.333129,3.2,310119.729106,31975.806,
427,MYS,Malaysia,458.0,2018,75.6444,10.55220985,110.3488,2503.873233,2.7,347539.954193,32399.271,
428,MYS,Malaysia,458.0,2019,75.7603,10.64505959,112.192136,1582.275213,2.6,354963.487682,32804.02,
429,MYS,Malaysia,458.0,2020,75.9378,10.64505959,113.784108,655.705506,1.5,330425.171325,33199.993,
430,MLI,Mali,466.0,2016,58.7313,1.98,97.700714,259.460803,3.1,13651.410704,18700.106,
431,MLI,Mali,466.0,2017,59.1322,2.09,100.691651,548.445015,3.1,14864.816789,19311.355,
432,MLI,Mali,466.0,2018,59.3934,2.2,97.42881,467.005894,3.4,16560.733422,19934.298,
433,MLI,Mali,466.0,2019,59.6637,2.31,94.593246,719.627077,5.6,16670.693325,20567.424,
434,MLI,Mali,466.0,2020,58.6331,2.31,97.710424,282.366528,9.8,16689.761101,21224.04,
435,MLT,Malta,470.0,2016,83.1107,11.28810978,105.871478,9546.364925,1.5,10547.156527,467.705,4203.386296
436,MLT,Malta,470.0,2017,83.5867,11.56434488,107.277313,10644.36574,1.5,12162.147546,479.497,4599.401436
437,MLT,Malta,470.0,2018,83.3448,11.84057999,111.978916,11465.91172,1.5,14210.425616,491.586,5403.745689
438,MLT,Malta,470.0,2019,83.2065,12.02542019,114.311594,-3325.863807,1.5,14566.602322,503.635,5586.047483
439,MLT,Malta,470.0,2020,83.3545,12.21026039,115.39866,-3370.425343,1.5,13584.138324,515.358,
440,MRT,Mauritania,478.0,2016,64.7679,4.577192976,104.729741,270.16284,8.5,6282.357728,4051.89,
441,MRT,Mauritania,478.0,2017,65.0827,4.691063614,106.609795,577.579766,8.5,6702.875629,4160.015,
442,MRT,Mauritania,478.0,2018,65.31,4.804934252,111.83439,769.253477,8.6,7312.418423,4270.712,
443,MRT,Mauritania,478.0,2019,65.6869,4.918804891,114.636994,882.137692,9.2,7789.769303,4383.849,
444,MRT,Mauritania,478.0,2020,64.5321,4.918804891,117.657122,971.673931,10.1,7815.766182,4498.604,
445,MUS,Mauritius,480.0,2016,75.0114,9.666950539,98.893953,350.470322,5.8,12163.339684,1293.911,3028.238515
446,MUS,Mauritius,480.0,2017,74.8812,9.914224809,104.273497,390.766853,6.0,13406.064959,1294.741,3579.337561
447,MUS,Mauritius,480.0,2018,74.9194,10.16782419,103.209065,362.098104,6.0,14384.006644,1295.381,3561.66521
448,MUS,Mauritius,480.0,2019,75.1179,10.42791048,106.459744,414.139934,7.2,14381.828811,1296.279,3622.113094
449,MUS,Mauritius,480.0,2020,74.3306,10.42791048,112.046849,219.870295,7.8,11088.439246,1297.828,3822.117438
450,MEX,Mexico,484.0,2016,74.4122,8.599900246,106.7546,30875.28,5.8,1049585.500117,121519.221,251352.7381
451,MEX,Mexico,484.0,2017,74.1378,8.742489815,115.6086,30212.541,6.1,1128822.084712,122839.258,263712.3484
452,MEX,Mexico,484.0,2018,74.0146,8.933190346,121.93,25365.0234,6.0,1189365.636323,124013.861,279952.0128
453,MEX,Mexico,484.0,2019,74.2021,9.077120304,125.0005,23111.5909,6.0,1232368.361576,125085.311,263250.1732
454,MEX,Mexico,484.0,2020,70.1328,9.221050262,132.2561,22551.308,6.1,1035765.037331,125998.302,243249.0458
455,MNG,Mongolia,496.0,2016,69.8647,9.670928192,94.891692,-4170.877,7.4,10265.490215,3029.555,4436.468033
456,MNG,Mongolia,496.0,2017,70.2375,9.609121227,101.814455,1445.736,6.3,9817.043801,3096.03,3657.683468
457,MNG,Mongolia,496.0,2018,71.1992,9.547314262,111.113693,2136.695,5.5,11765.212393,3163.991,3911.844957
458,MNG,Mongolia,496.0,2019,71.8221,9.485507298,120.358801,2316.369,4.0,12424.72089,3232.43,5168.282727
459,MNG,Mongolia,496.0,2020,72.141,9.423700333,130.631118,1693.148726,3.6,11870.688911,3294.335,6077.392307
460,MNE,Montenegro,499.0,2016,76.7462,11.83377704,100.176025,411.289322,1.5,4412.1947,633.264,
461,MNE,Montenegro,499.0,2017,76.9388,11.94692704,100.118402,547.139097,1.5,4956.348508,632.438,
462,MNE,Montenegro,499.0,2018,77.1595,12.06115893,101.629954,380.84072,1.5,5571.828406,631.455,
463,MNE,Montenegro,499.0,2019,77.0396,12.17648306,104.888964,341.589923,1.5,5561.04896,630.396,
464,MNE,Montenegro,499.0,2020,76.2575,12.17648306,105.893417,534.032106,1.5,4805.760825,629.048,
465,MAR,Morocco,504.0,2016,73.284,5.514,102.915825,1577.489834,3.8,101325.763816,35107.264,
466,MAR,Morocco,504.0,2017,73.6603,5.648,105.673223,1665.084606,3.7,107532.730811,35528.115,
467,MAR,Morocco,504.0,2018,73.9863,5.782,102.672525,2776.797014,3.8,115794.602622,35927.511,
468,MAR,Morocco,504.0,2019,74.2705,5.916,103.321325,826.966533,4.4,117528.029133,36304.408,
