,ISO3_Code,Country_Name,M49_Code,Year,Life_Expectancy,Mean_Years_Of_Schooling,CPI_Food,Net_FDI,Prevalence_of_undernourishment,GNI,Population,Govt_Expenditure
469,MAR,Morocco,504.0,2020,73.9199,5.916,101.545796,1271.369329,5.6,113026.667017,36688.772,
470,MOZ,Mozambique,508.0,2016,59.038,3.126510024,145.898725,3058.7,31.5,11742.156396,27696.493,
471,MOZ,Mozambique,508.0,2017,59.7709,3.064209938,148.522253,2267.1,31.4,12896.849068,28569.441,
472,MOZ,Mozambique,508.0,2018,60.5261,3.130214992,148.776964,2728.336174,31.0,14503.784601,29423.878,
473,MOZ,Mozambique,508.0,2019,61.1662,3.197641838,160.659254,2242.540616,31.8,15092.157038,30285.595,
474,MOZ,Mozambique,508.0,2020,61.1722,3.197641838,173.56039,2183.916966,32.7,13754.882183,31178.239,
475,MMR,Myanmar,104.0,2016,65.685,5.95272715,109.333835,3457.305457080882,3.5,66579.677116,51892.349,9567.353505
476,MMR,Myanmar,104.0,2017,65.843,6.094084787,113.696621,204.8675045481483,3.0,67862.828769,52288.341,8615.450231
477,MMR,Myanmar,104.0,2018,66.4646,6.235442423,121.901377,3746.793297962964,2.6,73284.746566,52666.014,8962.561559
478,MMR,Myanmar,104.0,2019,66.6104,6.37680006,131.434593,1648.6662224962963,1.5,73861.202751,53040.212,10106.88456
479,MMR,Myanmar,104.0,2020,66.797,6.37680006,132.476227,1284.4077504545455,3.1,68195.675513,53423.198,
480,NAM,Namibia,516.0,2016,61.6825,7.037678228,114.988466,360.349206,20.2,10511.261836,2323.352,4578.446413
481,NAM,Namibia,516.0,2017,62.2931,7.089123245,117.774322,345.584586,19.9,12653.982428,2364.534,5452.230543
482,NAM,Namibia,516.0,2018,62.5859,7.140568261,123.856492,110.072432,20.0,13267.189278,2405.68,6244.073161
483,NAM,Namibia,516.0,2019,63.075,7.192013277,126.020767,-188.066954,18.9,12257.770643,2446.644,
484,NAM,Namibia,516.0,2020,62.829,7.192013277,135.637466,-124.756084,18.0,10529.090643,2489.098,
485,NPL,Nepal,524.0,2016,68.7758,4.652394104,109.808865,3457.305457080882,4.5,24605.093006,27861.186,
486,NPL,Nepal,524.0,2017,68.9099,4.808860316,112.880441,204.8675045481483,4.2,29739.584014,28183.426,
487,NPL,Nepal,524.0,2018,68.9786,4.965326529,113.360375,3746.793297962964,4.3,31939.534767,28506.712,
488,NPL,Nepal,524.0,2019,69.5576,5.121792742,124.398854,1648.6662224962963,4.8,34622.714266,28832.496,
489,NPL,Nepal,524.0,2020,69.2456,5.121792742,130.925954,1284.4077504545455,5.5,33468.216545,29348.627,
490,NLD,Netherlands,528.0,2016,81.547,12.18412018,101.67,-125430.0325,1.5,771984.38249,17124.505,341519.9149
491,NLD,Netherlands,528.0,2017,81.7291,12.25356531,104.21,-2533.862022,1.5,840203.764044,17207.198,354012.7091
492,NLD,Netherlands,528.0,2018,81.7741,12.32301044,105.28,133049.9828,1.5,924512.599909,17286.042,386622.0684
493,NLD,Netherlands,528.0,2019,82.0455,12.4523201,109.19,-35903.79681,1.5,913991.605106,17363.262,381149.7253
494,NLD,Netherlands,528.0,2020,81.6381,12.58162975,109.84,45750.68589,1.5,897972.87913,17434.557,438211.8115
495,NZL,New Zealand,554.0,2016,82.07,13.33483982,97.491056,2648.743848,1.5,182860.860758,4668.081,66232.05305
496,NZL,New Zealand,554.0,2017,82.2189,13.2373023,99.661719,2201.206472,1.5,199194.086293,4746.252,70531.7694
497,NZL,New Zealand,554.0,2018,82.3803,13.13976479,99.944849,1971.274333,1.5,204641.221004,4838.526,72470.7809
498,NZL,New Zealand,554.0,2019,82.5665,13.04222727,102.021134,4450.300584,1.5,207570.382937,4959.034,73803.8376
499,NZL,New Zealand,554.0,2020,82.7419,12.94468975,104.569303,3336.45038,1.5,206217.881004,5061.133,86446.50928
500,NIC,Nicaragua,558.0,2016,73.2562,6.796,100.484804,923.8,18.0,12640.244064,6389.235,
501,NIC,Nicaragua,558.0,2017,73.5536,6.912,106.18326,970.9,17.2,13070.984566,6480.532,
502,NIC,Nicaragua,558.0,2018,73.8497,7.028,108.715382,762.5,17.4,12376.100329,6572.233,
503,NIC,Nicaragua,558.0,2019,74.0543,7.144,114.51457,443.9,17.5,11998.351346,6663.924,
504,NIC,Nicaragua,558.0,2020,71.7954,7.144,119.270553,142.8,18.6,12178.311697,6755.895,
505,NGA,Nigeria,566.0,2016,52.0427,6.436573823,122.586982,3117.793414,9.4,374341.12649,188666.931,38160.53519
506,NGA,Nigeria,566.0,2017,52.3052,6.697552363,146.32575,2102.144197,10.0,344771.129603,193495.907,39039.85002
507,NGA,Nigeria,566.0,2018,52.5536,6.958530903,166.099407,209.678288,10.4,384818.623023,198387.623,45631.31109
508,NGA,Nigeria,566.0,2019,52.9104,7.181074153,190.323452,2019.780966,12.0,436671.521794,203304.492,
509,NGA,Nigeria,566.0,2020,52.887,7.181074153,227.344998,2723.146964,12.7,401227.833166,208327.405,
510,MKD,North Macedonia,807.0,2016,76.0296,9.538281441,97.43726,350.749375,3.0,10247.964267,2110.196,3546.570647
511,MKD,North Macedonia,807.0,2017,76.4766,9.710748672,99.431827,203.281707,2.8,10859.241079,2111.979,3819.925898
512,MKD,North Macedonia,807.0,2018,77.3142,9.883215904,100.03379,712.953931,2.5,12151.378278,2113.491,3991.747128
513,MKD,North Macedonia,807.0,2019,77.2928,10.05568314,100.959197,406.681819,3.1,11965.414947,2114.176,4224.855862
514,MKD,North Macedonia,807.0,2020,75.1677,10.22815037,104.130737,234.902963,3.3,11695.204401,2111.072,4708.083442
515,NOR,Norway,578.0,2016,82.4147,12.81906033,100.3,-6991.785714,1.5,384956.042526,5236.59,185428.7544
516,NOR,Norway,578.0,2017,82.624,12.94715977,100.9,-3628.529668,1.5,413028.249043,5277.392,196257.0623
517,NOR,Norway,578.0,2018,82.7605,12.97539473,104.3,-11182.41623,1.5,453416.661543,5312.32,208431.6016
518,NOR,Norway,578.0,2019,82.9552,13.00362968,103.9,10727.04546,1.5,417278.863636,5348.279,205371.3636
519,NOR,Norway,578.0,2020,83.1951,13.00362968,106.8,-1331.055893,1.5,378698.291884,5379.839,207220.8514
520,OMN,Oman,512.0,2016,77.9158,9.968448448,98.182259,1908.972692,8.4,63309.658257,4398.07,33571.13134
521,OMN,Oman,512.0,2017,77.9243,10.38984642,99.918291,494.148245,8.4,67824.431079,4541.854,31921.19636
522,OMN,Oman,512.0,2018,77.9659,10.81124439,99.43606,5224.967491,7.9,74511.785875,4601.157,35368.53056
523,OMN,Oman,512.0,2019,78.0022,11.23264236,100.593415,2793.237972,8.8,70188.475756,4602.768,34362.02861
524,OMN,Oman,512.0,2020,74.7571,11.65404034,100.496969,2837.451236,9.8,60176.286523,4543.399,33029.90897
525,PAK,Pakistan,586.0,2016,65.8797,5.162640095,102.867819,2524.0,12.4,294538.064974,213524.84,231831.9147
526,PAK,Pakistan,586.0,2017,66.2972,5.115049839,108.177304,2444.0,12.1,319244.162902,216379.655,88198.84977
527,PAK,Pakistan,586.0,2018,66.482,4.825690031,108.227914,1758.0,12.3,299304.179679,219731.479,85354.88631
528,PAK,Pakistan,586.0,2019,66.7558,4.536330223,129.513161,2319.0,14.1,270110.329756,223293.28,82333.89369
529,PAK,Pakistan,586.0,2020,66.2695,4.536330223,146.738071,2071.0,16.9,276143.424525,227196.741,83755.90819
530,PAN,Panama,591.0,2016,77.6529,10.11919022,101.534658,4933.595315,7.8,53020.660609,4026.336,
531,PAN,Panama,591.0,2017,77.7954,10.25965691,100.249409,4038.804,6.7,57649.315504,4096.063,
532,PAN,Panama,591.0,2018,77.8629,10.4001236,100.986153,5243.481978,6.0,59269.080458,4165.255,
533,PAN,Panama,591.0,2019,77.8103,10.54059029,100.580114,4954.730423,5.4,61682.247466,4232.532,
534,PAN,Panama,591.0,2020,76.657,10.54059029,100.804439,550.044099,5.8,48891.206617,4294.396,
535,PNG,Papua New Guinea,598.0,2016,64.8399,4.62,106.739014,-39.733003,23.2,20529.009246,8899.169,
536,PNG,Papua New Guinea,598.0,2017,65.1028,4.66,108.130052,-180.14535,23.1,22294.311992,9114.796,
537,PNG,Papua New Guinea,598.0,2018,65.1822,4.7,111.078005,-646.863896,22.6,23595.94684,9329.227,
538,PNG,Papua New Guinea,598.0,2019,65.4738,4.74,113.668646,-1235.832336,21.9,23780.009781,9542.486,
539,PNG,Papua New Guinea,598.0,2020,65.7868,4.74,115.495266,-1049.651104,21.6,23169.490486,9749.64,
540,PRY,Paraguay,600.0,2016,73.5336,8.351449966,107.890026,3457.305457080882,7.7,34609.201461,6266.615,6511.506893
541,PRY,Paraguay,600.0,2017,73.6436,8.468514919,116.93755,204.8675045481483,7.8,37666.710783,6355.404,7159.099664
542,PRY,Paraguay,600.0,2018,73.5676,8.585579872,116.235925,3746.793297962964,7.8,38825.168463,6443.328,7448.402035
543,PRY,Paraguay,600.0,2019,73.6207,8.810709953,120.445677,1648.6662224962963,8.2,36855.431873,6530.026,8075.791461
544,PRY,Paraguay,600.0,2020,73.1816,8.861840248,124.421554,1284.4077504545455,8.7,34324.923028,6618.695,8466.603787
545,PER,Peru,604.0,2016,75.789,9.314760208,105.528925,5583.08986,6.9,183940.64344,31132.779,41331.85022
546,PER,Peru,604.0,2017,75.879,9.535280228,103.763002,6360.423388,7.6,201299.897805,31605.486,45843.71342
547,PER,Peru,604.0,2018,76.0089,9.755800247,106.220434,6831.285592,7.6,211454.8255,32203.944,48868.77264
548,PER,Peru,604.0,2019,76.1559,9.885518863,106.490989,7114.750971,8.1,218652.363687,32824.861,50206.46994
549,PER,Peru,604.0,2020,73.6655,9.885518863,108.996572,478.272377,8.3,194461.232936,33304.756,51798.66032
550,PHL,Philippines,608.0,2016,71.3871,8.621369839,103.251289,5882.815,8.8,354012.678037,104875.266,
551,PHL,Philippines,608.0,2017,71.5156,8.446499825,106.870966,6951.710899,7.5,364718.699004,106738.501,
552,PHL,Philippines,608.0,2018,71.689,8.707799911,114.019828,5832.900584,6.2,383816.940289,108568.836,
553,PHL,Philippines,608.0,2019,71.8649,8.969099998,116.01065,5320.429169,5.5,414552.290814,110380.804,
554,PHL,Philippines,608.0,2020,72.1191,8.969099998,121.530658,3017.073229,5.2,389323.919372,112190.977,
555,POL,Poland,616.0,2016,77.8025,13.00481987,101.9992,4090.159735,1.5,454021.144116,38532.113,194284.579
556,POL,Poland,616.0,2017,77.7205,13.04480243,107.4939,7002.855004,1.5,504659.110954,38532.812,217297.848
557,POL,Poland,616.0,2018,77.6282,13.08478498,108.4999,15105.22558,1.5,563131.65946,38521.457,243983.4243
558,POL,Poland,616.0,2019,77.9272,13.12476754,115.8519,9562.311574,1.5,572794.009442,38493.601,249237.1805
559,POL,Poland,616.0,2020,76.9424,13.1647501,116.5484,8258.648906,1.5,574983.471127,38428.366,
560,PRT,Portugal,620.0,2016,81.2324,9.112580299,100.2146,4193.902576,1.5,201274.909983,10332.753,92491.86609
561,PRT,Portugal,620.0,2017,81.498,9.218230247,102.5012,8501.561794,1.5,216161.830459,10307.53,100425.6833
562,PRT,Portugal,620.0,2018,81.3947,9.144709587,102.8113,6315.900834,1.5,236395.409034,10289.835,104777.1999
563,PRT,Portugal,620.0,2019,81.7007,9.327420235,102.9757,8739.916513,1.5,233752.871352,10289.923,101854.7099
564,PRT,Portugal,620.0,2020,81.0545,9.575940132,104.5408,4036.008976,1.5,224930.527838,10298.192,
565,KOR,Republic of Korea,410.0,2016,82.9259,12.21428586,104.0209,-17785.2,1.5,1505595.622543,51309.984,
566,KOR,Republic of Korea,410.0,2017,83.2855,12.31303351,104.4411,-16156.5,1.5,1630520.837349,51511.639,
567,KOR,Republic of Korea,410.0,2018,83.3427,12.41257949,108.8606,-26037.8,1.5,1731701.887452,51676.9,
568,KOR,Republic of Korea,410.0,2019,83.6557,12.51293027,109.0106,-25604.7,1.5,1665473.810534,51803.829,
569,KOR,Republic of Korea,410.0,2020,83.6089,12.51293027,115.2986,-23256.1,1.5,1650493.172795,51844.69,
570,ROU,Romania,642.0,2016,75.2458,11.08049011,97.743456,4995.771624,1.5,184032.830906,19797.82,65062.52079
571,ROU,Romania,642.0,2017,75.9519,11.14865017,101.721614,5516.069633,1.5,207370.19817,19698.853,70819.17092
572,ROU,Romania,642.0,2018,76.1546,11.21188498,104.874985,5839.824652,1.5,236050.858996,19606.783,84165.84603
573,ROU,Romania,642.0,2019,76.5079,11.27511978,110.202634,5428.33346,1.5,246562.881599,19524.211,90396.5738
574,ROU,Romania,642.0,2020,75.3456,11.27511978,113.773199,2119.97405,1.5,245414.256621,19442.038,
575,RUS,Russian Federation,643.0,2016,72.6609,12.56402159,107.369,10224.57976,1.5,1241289.781351,145109.157,483165.9651
576,RUS,Russian Federation,643.0,2017,73.3743,12.72337438,108.1254,-8199.560283,1.5,1532146.07961,145452.536,576744.8466
577,RUS,Russian Federation,643.0,2018,73.5306,12.72389289,113.8306,-22592.02925,1.5,1616936.123673,145652.293,568793.3939
578,RUS,Russian Federation,643.0,2019,73.9332,12.77428805,116.9295,10051.6397,1.5,1633929.106073,145742.286,639875.6932
579,RUS,Russian Federation,643.0,2020,71.3423,12.77428805,125.9086,3364.700894,1.5,1448704.480036,145617.329,616988.8574
580,RWA,Rwanda,646.0,2016,65.7373,4.195574999,125.948148,294.543436,34.9,8452.190712,11930.899,1976.880665
581,RWA,Rwanda,646.0,2017,65.9409,4.265272498,118.192012,340.74993,34.7,8961.78484,12230.339,2111.752606
582,RWA,Rwanda,646.0,2018,66.2505,4.334969997,110.014264,363.947452,34.7,9293.997477,12531.808,2305.792616
583,RWA,Rwanda,646.0,2019,66.437,4.425292358,136.213369,348.412177,35.2,10009.445605,12835.028,1947.394917
584,RWA,Rwanda,646.0,2020,66.7741,4.425292358,141.708021,1284.4077504545455,35.8,10095.644671,13146.362,2804.107938
585,VCT,Saint Vincent and the Grenadines,670.0,2016,74.2799,10.34760787,100.573933,162.424815,5.8,756.211111,105.963,
586,VCT,Saint Vincent and the Grenadines,670.0,2017,74.3052,10.83343029,104.521528,102.785926,5.7,795.791569,105.549,
587,VCT,Saint Vincent and the Grenadines,670.0,2018,74.1279,10.83343029,104.252374,105.226297,5.5,828.765841,105.281,
588,VCT,Saint Vincent and the Grenadines,670.0,2019,72.8347,10.83343029,105.149554,119.316914,6.6,817.902037,104.924,
589,VCT,Saint Vincent and the Grenadines,670.0,2020,72.1256,10.83343029,107.930814,76.121871,7.6,812.040778,104.632,
590,WSM,Samoa,882.0,2016,72.5397,11.52649762,105.513761,-12.739082,4.7,802.435734,205.544,
591,WSM,Samoa,882.0,2017,72.59,11.49582322,110.697788,8.979044,4.6,799.37495,207.63,
592,WSM,Samoa,882.0,2018,72.6358,11.46514881,109.340413,16.684417,4.5,805.171363,209.701,
593,WSM,Samoa,882.0,2019,72.1572,11.43447441,114.669831,-6.466036,4.4,811.632696,211.905,
594,WSM,Samoa,882.0,2020,72.7677,11.4038,105.476923,-5.695233,4.4,749.387398,214.929,
595,STP,Sao Tome and Principe,678.0,2016,67.4917,5.77061182,103.033646,29.60167,12.9,348.506479,204.632,
596,STP,Sao Tome and Principe,678.0,2017,68.2666,5.918941025,111.819651,28.862385,12.5,377.482067,208.036,
597,STP,Sao Tome and Principe,678.0,2018,68.3549,6.06727023,122.654136,20.809647,12.8,415.421062,211.344,
598,STP,Sao Tome and Principe,678.0,2019,68.5231,6.215599435,134.360492,23.252893,13.0,429.121878,214.599,
599,STP,Sao Tome and Principe,678.0,2020,67.7848,6.215599435,150.118993,46.258738,13.5,475.051663,218.641,
600,SAU,Saudi Arabia,682.0,2016,77.0643,10.08080983,97.33588,-1483.622,3.7,660662.318665,33416.27,
601,SAU,Saudi Arabia,682.0,2017,77.1605,10.22029972,97.83605,-5860.755581,3.7,699284.129095,34193.122,
602,SAU,Saudi Arabia,682.0,2018,77.2115,10.58370972,104.6926,-15005.20938,3.8,793854.75772,35018.133,
603,SAU,Saudi Arabia,682.0,2019,77.3036,10.94711971,107.777,-8984.491912,3.9,800685.858777,35827.362,
604,SAU,Saudi Arabia,682.0,2020,76.2392,11.31052971,121.5005,631.886966,3.7,706933.11957,35997.107,
605,SEN,Senegal,686.0,2016,67.4969,2.818639934,110.203468,248.547255,9.5,18496.999221,14751.356,
606,SEN,Senegal,686.0,2017,67.7503,2.830689907,106.38809,505.877698,8.5,20340.564384,15157.793,
607,SEN,Senegal,686.0,2018,68.0966,2.883815558,108.246612,795.033245,7.8,22567.876544,15574.909,
608,SEN,Senegal,686.0,2019,68.5258,2.937938258,108.512115,994.398786,7.4,22563.842634,16000.781,
609,SEN,Senegal,686.0,2020,68.0064,2.937938258,112.592996,1309.038421,7.5,23729.180064,16436.12,
610,SRB,Serbia,688.0,2016,76.2609,11.13010025,98.211741,2102.20639,4.2,38447.58593,7493.288,17044.35609
611,SRB,Serbia,688.0,2017,76.213,11.16240025,102.262252,2731.690344,4.0,41321.133253,7464.88,17827.77099
612,SRB,Serbia,688.0,2018,76.5115,11.26613522,104.997662,3727.714827,3.8,48057.223815,7433.818,20694.18765
613,SRB,Serbia,688.0,2019,76.704,11.36987019,107.101824,3975.3558,3.7,48730.503778,7401.056,21754.69367
614,SRB,Serbia,688.0,2020,75.4057,11.36987019,109.100777,3314.962017,3.3,51695.831083,7358.005,26150.2377
615,SLE,Sierra Leone,694.0,2016,58.4045,4.21481171,123.603262,3457.305457080882,25.9,3831.793415,7493.913,
616,SLE,Sierra Leone,694.0,2017,58.6517,4.335234901,145.767098,204.8675045481483,27.2,3680.274147,7677.565,
617,SLE,Sierra Leone,694.0,2018,59.7959,4.455658093,164.383768,3746.793297962964,27.7,4048.948944,7861.281,
618,SLE,Sierra Leone,694.0,2019,60.2549,4.576081285,173.23978,1648.6662224962963,27.9,4070.333726,8046.828,
619,SLE,Sierra Leone,694.0,2020,59.7632,4.576081285,199.379299,1284.4077504545455,27.4,3708.58114,8233.97,
620,SVK,Slovakia,703.0,2016,77.2146,12.71166039,97.04114,710.349986,5.6,87230.288472,5431.203,38245.19527
621,SVK,Slovakia,703.0,2017,77.219,12.76618004,103.3361,2691.386169,4.4,93663.916713,5439.417,39511.72884
622,SVK,Slovakia,703.0,2018,77.264,12.86622047,104.1848,1353.39027,3.9,104169.264581,5446.745,44100.38427
623,SVK,Slovakia,703.0,2019,77.6851,12.91141987,109.631,2295.455821,3.7,103454.568807,5453.924,44914.43681
624,SVK,Slovakia,703.0,2020,77.0054,12.91141987,110.2676,-2163.181055,3.8,103993.121368,5456.681,
625,SVN,Slovenia,705.0,2016,81.1577,12.66755009,101.11,956.08355,1.5,43602.431788,2090.02,20651.49855
626,SVN,Slovenia,705.0,2017,81.0714,12.70028973,104.07,559.41528,1.5,47713.349731,2098.392,21414.22099
627,SVN,Slovenia,705.0,2018,81.3581,12.75198507,104.65,1103.309189,1.5,53357.839424,2105.924,23575.42248
628,SVN,Slovenia,705.0,2019,81.6042,12.80368042,108.06,837.138362,1.5,53358.66662,2112.901,23456.04849
629,SVN,Slovenia,705.0,2020,80.4409,12.80368042,109.15,-25.955903,1.5,53183.791872,2117.641,
630,SLB,Solomon Islands,90.0,2016,69.8007,5.44073206,97.272382,37.262357,18.1,1336.988946,628.102,
631,SLB,Solomon Islands,90.0,2017,69.9882,5.54073206,97.543941,35.774318,17.7,1454.102569,643.634,
632,SLB,Solomon Islands,90.0,2018,70.1733,5.54073206,100.423406,15.84092,17.6,1554.150538,659.249,
633,SLB,Solomon Islands,90.0,2019,70.3821,5.711848,102.225621,28.782783,17.8,1553.825478,674.993,
634,SLB,Solomon Islands,90.0,2020,70.1987,5.711848,97.820207,5.717906,18.1,1582.199001,691.191,
635,SOM,Somalia,706.0,2016,55.0444,8.821266942410597,103.039205,3457.305457080882,59.7,1497.645041,14292.847,
636,SOM,Somalia,706.0,2017,55.6536,8.912001003556291,109.730318,204.8675045481483,58.9,1608.400573,14864.221,0.014563
637,SOM,Somalia,706.0,2018,56.3754,9.005791167476822,116.2677,3746.793297962964,56.6,1659.970075,15411.094,0.014946
638,SOM,Somalia,706.0,2019,57.0776,9.114034893980133,120.683446,1648.6662224962963,54.8,1818.388958,15981.3,
639,SOM,Somalia,706.0,2020,55.9666,9.145987422086092,122.178646,1284.4077504545455,53.1,1859.63001,16537.016,
640,ZAF,South Africa,710.0,2016,64.7469,10.18788004,115.8968,-2239.488334,5.4,288151.062118,56422.274,102874.4412
641,ZAF,South Africa,710.0,2017,65.402,10.14218044,120.7918,-5362.809409,5.5,338539.746832,56641.209,118821.2815
642,ZAF,South Africa,710.0,2018,65.6743,10.7576704,124.1032,1373.439645,5.7,356459.91077,57339.635,129162.6372
643,ZAF,South Africa,710.0,2019,66.175,11.37316036,128.9982,1978.346847,6.3,341522.435714,58087.055,124212.2753
644,ZAF,South Africa,710.0,2020,65.2522,11.37316036,136.6287,5079.741577,6.9,296478.811228,58801.927,
645,ESP,Spain,724.0,2016,83.0411,10.01107979,101.6783,-12376.14288,1.5,1235120.146859,46473.315,514877.1166
646,ESP,Spain,724.0,2017,83.0295,10.07671499,103.4037,-14079.14506,1.5,1313028.431412,46584.17,532361.1249
647,ESP,Spain,724.0,2018,83.1436,10.1423502,104.7927,15761.0313,1.5,1424746.03499,46792.043,583246.2705
648,ESP,Spain,724.0,2019,83.5321,10.37387514,106.5367,-11156.68617,1.5,1395571.627631,47131.372,576845.0644
649,ESP,Spain,724.0,2020,82.2892,10.60540009,107.7488,-12493.66075,1.5,1289015.13899,47363.807,658823.1729
650,LKA,Sri Lanka,144.0,2016,75.3314,10.50934029,107.738321,660.241,4.7,80205.366521,21425.494,
651,LKA,Sri Lanka,144.0,2017,75.4035,10.57874966,121.476764,1300.932,4.3,85113.4944,21506.813,
652,LKA,Sri Lanka,144.0,2018,75.748,10.64155006,116.053694,1546.187,4.1,85565.002229,21580.71,
653,LKA,Sri Lanka,144.0,2019,76.0084,10.63134003,126.086374,680.824,3.7,81572.682392,21649.664,
654,LKA,Sri Lanka,144.0,2020,76.3929,10.82730007,135.486361,419.326632,3.4,78493.503052,21715.079,
655,SDN,Sudan,729.0,2016,64.7801,3.67,131.420713,3457.305457080882,11.8,83996.228634,39377.169,
656,SDN,Sudan,729.0,2017,65.4447,3.72,173.096308,204.8675045481483,11.8,111094.599179,40679.828,
657,SDN,Sudan,729.0,2018,65.681,3.77,324.047105,3746.793297962964,11.8,50188.979809,41999.059,
658,SDN,Sudan,729.0,2019,65.8755,3.82,529.102963,1648.6662224962963,11.7,36395.179555,43232.093,
659,SDN,Sudan,729.0,2020,65.6136,3.82,1621.521215,1284.4077504545455,12.8,58029.864992,44440.486,
660,SUR,Suriname,740.0,2016,71.5924,9.472836021,185.49768,3457.305457080882,8.3,3148.313373,581.453,
661,SUR,Suriname,740.0,2017,72.417,9.573077564,208.451762,204.8675045481483,8.3,3194.399106,587.559,
662,SUR,Suriname,740.0,2018,72.5532,9.673319107,220.933045,3746.793297962964,8.0,3605.453886,593.715,
663,SUR,Suriname,740.0,2019,72.2423,9.77680063,231.836234,1648.6662224962963,8.0,3805.883079,600.301,
664,SUR,Suriname,740.0,2020,72.5615,9.77680063,386.776291,1284.4077504545455,8.2,3649.954465,607.065,
665,SWE,Sweden,752.0,2016,82.3391,12.41359997,101.6478,14441.38571,1.5,518630.030591,9953.317,256293.6388
666,SWE,Sweden,752.0,2017,82.4382,12.48604965,104.5453,-11461.41123,1.5,550406.901192,10058.19,266315.4828
667,SWE,Sweden,752.0,2018,82.5326,12.54788494,106.5675,-13613.08657,1.5,565955.895789,10162.298,276841.7515
668,SWE,Sweden,752.0,2019,83.0524,12.60972023,109.2784,-5436.889673,1.5,549425.899639,10267.922,262059.7904
669,SWE,Sweden,752.0,2020,82.4274,12.60972023,110.371,-4905.155733,1.5,557392.372412,10368.969,
670,CHE,Switzerland,756.0,2016,83.4452,13.66668034,99.67825,-16384.94123,1.5,692675.086421,8372.898,223084.1924
671,CHE,Switzerland,756.0,2017,83.4125,13.73318529,100.3039,91200.63675,1.5,694938.811022,8451.687,225605.8674
672,CHE,Switzerland,756.0,2018,83.5615,13.79969025,101.7886,-111804.8905,1.5,706130.299737,8514.434,230385.1825
673,CHE,Switzerland,756.0,2019,83.7802,13.85966015,101.0811,-35354.63697,1.5,705415.139369,8575.588,230641.5768
674,CHE,Switzerland,756.0,2020,83.067,13.85966015,100.6567,-63939.47576,1.5,725285.845807,8638.613,
675,THA,Thailand,764.0,2016,78.0489,8.315620422,101.502986,-9906.454565,7.5,393948.917335,70607.037,86832.76516
676,THA,Thailand,764.0,2017,78.3939,8.343885422,101.702837,-5931.879643,7.7,435913.23992,70898.202,96675.37324
677,THA,Thailand,764.0,2018,78.6622,8.372150421,102.622863,-4181.659339,7.8,482064.319941,71127.802,106872.7582
678,THA,Thailand,764.0,2019,78.9751,8.697119713,104.402913,-5327.519459,8.0,524213.49701,71307.763,111395.5148
679,THA,Thailand,764.0,2020,79.2739,8.697119713,105.842953,-22815.32081,8.8,487772.205457,71475.664,
680,TLS,Timor-Leste,626.0,2016,67.4461,5.43679,98.815696,-7.188,24.2,2230.611665,1224.562,1810.834033
681,TLS,Timor-Leste,626.0,2017,67.7454,5.43679,99.617446,204.8675045481483,24.6,2288.375328,1243.235,1179.568186
682,TLS,Timor-Leste,626.0,2018,68.0167,5.43679,101.120727,3746.793297962964,25.1,2263.656284,1261.845,1282.627844
683,TLS,Timor-Leste,626.0,2019,68.2684,5.43679,101.321165,1648.6662224962963,25.0,2730.967258,1280.438,1416.688232
684,TLS,Timor-Leste,626.0,2020,68.4755,5.43679,103.525978,-621.488939,26.2,2382.618783,1299.995,
685,TGO,Togo,768.0,2016,59.5501,4.636985989,100.259319,-303.274984,21.2,6170.189595,7661.354,1505.483248
686,TGO,Togo,768.0,2017,60.1544,4.763593115,99.172933,121.135249,21.0,6431.381367,7852.795,1203.98505
687,TGO,Togo,768.0,2018,60.244,4.890200241,102.054219,-253.593282,20.7,7001.270674,8046.679,1594.309579
688,TGO,Togo,768.0,2019,60.9011,5.016807367,98.785612,302.854813,20.1,6921.77638,8243.094,
689,TGO,Togo,768.0,2020,61.035,5.016807367,106.163595,-291.855977,18.8,7234.211321,8442.58,
690,TTO,Trinidad and Tobago,780.0,2016,74.281,11.23672288,109.562898,1.741017,6.8,22069.963513,1469.33,
691,TTO,Trinidad and Tobago,780.0,2017,74.2301,11.35999926,113.475858,-458.86375,6.9,23356.061974,1478.607,
692,TTO,Trinidad and Tobago,780.0,2018,73.8018,11.48462809,113.573682,-765.227465,7.0,23151.056648,1504.709,
693,TTO,Trinidad and Tobago,780.0,2019,74.2279,11.61062419,112.399794,69.81377,7.3,23715.332443,1519.955,
694,TTO,Trinidad and Tobago,780.0,2020,74.4056,11.61062419,117.486643,-611.113649,7.5,21239.222844,1518.147,
695,TUN,Tunisia,788.0,2016,75.7861,7.196720123,104.667228,643.380214,1.5,40617.014013,11685.667,
696,TUN,Tunisia,788.0,2017,75.8448,7.274176324,112.874418,823.336123,1.5,38572.63606,11811.443,
697,TUN,Tunisia,788.0,2018,75.9501,7.352466164,119.667987,1001.939274,1.5,38407.223635,11933.041,
698,TUN,Tunisia,788.0,2019,75.9933,7.431598614,126.6,822.986928,2.6,37478.411505,12049.314,
699,TUN,Tunisia,788.0,2020,75.2923,7.431598614,132.1,608.741846,3.1,38178.883084,12161.723,
700,TUR,Türkiye,792.0,2016,76.6605,8.099840164,109.0447,10697.0,1.5,854136.061856,81019.394,
701,TUR,Türkiye,792.0,2017,77.1408,8.268190384,124.0791,8339.0,1.5,839920.393873,82089.826,
702,TUR,Türkiye,792.0,2018,77.5631,8.450664997,155.2405,9235.0,1.5,766528.258174,82809.304,
