ISO3_Code,Country_Name,M49_Code,Year,Life_Expectancy,Mean_Years_Of_Schooling,CPI_Food,Net_FDI,Unemployment,Infant_Mortality_Rate,Access_To_Electricity,Prevalence_of_undernourishment
LVA,Latvia,428.0,2017,74.8054,13.05903006,107.6008,575.004802,8.720000267,4.4,100.0,1.5
MAR,Morocco,504.0,2017,73.6603,5.648,105.673223,1665.084606,9.241999626,21.2,100.0,3.7
MDG,Madagascar,450.0,2017,65.0938,5.027301993,124.350403,251.862206,1.822999954,55.5,24.10000038,42.3
MEX,Mexico,484.0,2017,74.1378,8.742489815,115.6086,30212.541,3.420000076,15.2,100.0,6.1
MKD,North Macedonia,807.0,2017,76.4766,9.710748672,99.431827,203.281707,22.37999916,9.6,100.0,2.8
MLI,Mali,466.0,2017,59.1322,2.09,100.691651,548.445015,7.409999847,100.9,34.77999878,3.1
MLT,Malta,470.0,2017,83.5867,11.56434488,107.277313,10644.36574,4.0,6.6,100.0,1.5
MMR,Myanmar,104.0,2017,65.843,6.094084787,113.696621,204.8675045481483,1.559999943,48.5,69.81483459,3.0
MNE,Montenegro,499.0,2017,76.9388,11.94692704,100.118402,547.139097,16.06999969,3.2,100.0,1.5
MNG,Mongolia,496.0,2017,70.2375,9.609121227,101.814455,1445.736,6.360000134,17.6,92.51256561,6.3
MOZ,Mozambique,508.0,2017,59.7709,3.064209938,148.522253,2267.1,3.450999975,78.0,24.29999924,31.4
MRT,Mauritania,478.0,2017,65.0827,4.691063614,106.609795,577.579766,10.34000015,77.7,42.90000153,8.5
MUS,Mauritius,480.0,2017,74.8812,9.914224809,104.273497,390.766853,6.75,14.9,99.61000061,6.0
MWI,Malawi,454.0,2017,62.9769,4.303786674,154.654156,93.599679,5.760000229,46.2,12.69999981,16.6
MYS,Malaysia,458.0,2017,75.4763,10.45936012,109.678496,3760.333129,3.410000086,8.3,99.95248413,3.2
NAM,Namibia,516.0,2017,62.2931,7.089123245,117.774322,345.584586,21.63899994,44.9,52.5,19.9
NGA,Nigeria,566.0,2017,52.3052,6.697552363,146.32575,2102.144197,8.390000343,122.5,54.40000153,10.0
NIC,Nicaragua,558.0,2017,73.5536,6.912,106.18326,970.9,3.299999952,17.9,85.98983765,17.2
NLD,Netherlands,528.0,2017,81.7291,12.25356531,104.21,-2533.862022,4.840000153,4.0,100.0,1.5
NOR,Norway,578.0,2017,82.624,12.94715977,100.9,-3628.529668,4.159999847,2.5,100.0,1.5
NPL,Nepal,524.0,2017,68.9099,4.808860316,112.880441,204.8675045481483,3.318000078,32.1,87.89634705,4.2
NZL,New Zealand,554.0,2017,82.2189,13.2373023,99.661719,2201.206472,4.739999771,5.2,100.0,1.5
OMN,Oman,512.0,2017,77.9243,10.38984642,99.918291,494.148245,2.565000057,11.2,100.0,8.4
PAK,Pakistan,586.0,2017,66.2972,5.115049839,108.177304,2444.0,3.915999889,71.6,70.79000092,12.1
PAN,Panama,591.0,2017,77.7954,10.25965691,100.249409,4038.804,3.858999968,15.9,93.69999695,6.7
PER,Peru,604.0,2017,75.879,9.535280228,103.763002,6360.423388,3.690000057,14.4,94.80000305,7.6
PHL,Philippines,608.0,2017,71.5156,8.446499825,106.870966,6951.710899,2.549999952,28.5,93.0,7.5
PNG,Papua New Guinea,598.0,2017,65.1028,4.66,108.130052,-180.14535,2.506999969,48.2,54.40000153,23.1
POL,Poland,616.0,2017,77.7205,13.04480243,107.4939,7002.855004,4.889999866,4.6,100.0,1.5
PRT,Portugal,620.0,2017,81.498,9.218230247,102.5012,8501.561794,8.869999886,3.6,100.0,1.5
PRY,Paraguay,600.0,2017,73.6436,8.468514919,116.93755,204.8675045481483,4.610000134,20.9,99.30000305,7.8
ROU,Romania,642.0,2017,75.9519,11.14865017,101.721614,5516.069633,4.929999828,7.9,100.0,1.5
RUS,Russian Federation,643.0,2017,73.3743,12.72337438,108.1254,-8199.560283,5.210000038,6.9,100.0,1.5
RWA,Rwanda,646.0,2017,65.9409,4.265272498,118.192012,340.74993,1.136999965,44.6,34.09999847,34.7
SAU,Saudi Arabia,682.0,2017,77.1605,10.22029972,97.83605,-5860.755581,5.889999866,8.1,99.93000031,3.7
SDN,Sudan,729.0,2017,65.4447,3.72,173.096308,204.8675045481483,17.53300095,62.0,50.75471878,11.8
SEN,Senegal,686.0,2017,67.7503,2.830689907,106.38809,505.877698,3.690000057,44.0,61.70000076,8.5
SLB,Solomon Islands,90.0,2017,69.9882,5.54073206,97.543941,35.774318,0.707000017,21.4,62.90000153,17.7
SLE,Sierra Leone,694.0,2017,58.6517,4.335234901,145.767098,204.8675045481483,4.663000107,120.7,23.39999962,27.2
SLV,El Salvador,222.0,2017,72.3108,6.825099945,100.057369,888.844522,4.389999866,14.3,96.80000305,9.2
SOM,Somalia,706.0,2017,55.6536,8.912001003556291,109.730318,204.8675045481483,18.88199997,126.1,52.09999847,58.9
SRB,Serbia,688.0,2017,76.213,11.16240025,102.262252,2731.690344,13.47999954,5.9,100.0,4.0
STP,Sao Tome and Principe,678.0,2017,68.2666,5.918941025,111.819651,28.862385,13.97399998,19.5,74.26999664,12.5
SUR,Suriname,740.0,2017,72.417,9.573077564,208.451762,204.8675045481483,7.903999805,19.3,96.69633484,8.3
SVK,Slovakia,703.0,2017,77.219,12.76618004,103.3361,2691.386169,8.130000114,6.0,100.0,4.4
SVN,Slovenia,705.0,2017,81.0714,12.70028973,104.07,559.41528,6.559999943,2.4,100.0,1.5
SWE,Sweden,752.0,2017,82.4382,12.48604965,104.5453,-11461.41123,6.71999979,2.8,100.0,1.5
SWZ,Eswatini,748.0,2017,57.8951,5.328,124.729533,-121.494111,22.75300026,57.9,73.5,12.4
TCD,Chad,148.0,2017,52.3076,2.388868544,90.912186,204.8675045481483,1.118999958,121.1,10.89999962,29.1
TGO,Togo,768.0,2017,60.1544,4.763593115,99.172933,121.135249,3.74000001,71.1,48.0,21.0
THA,Thailand,764.0,2017,78.3939,8.343885422,101.702837,-5931.879643,0.829999983,9.9,99.90000153,7.7
TLS,Timor-Leste,626.0,2017,67.7454,5.43679,99.617446,204.8675045481483,4.760000229,46.8,79.77896118,24.6
TTO,Trinidad and Tobago,780.0,2017,74.2301,11.35999926,113.475858,-458.86375,3.275000095,18.3,100.0,6.9
TUN,Tunisia,788.0,2017,75.8448,7.274176324,112.874418,823.336123,15.32999992,17.1,100.0,1.5
TUR,Türkiye,792.0,2017,77.1408,8.268190384,124.0791,8339.0,10.81999969,11.4,100.0,1.5
TZA,United Republic of Tanzania,834.0,2017,65.9987,6.094134093,117.639741,204.8675045481483,2.177000046,54.1,32.25117493,23.0
UKR,Ukraine,804.0,2017,74.7181,11.14765882,131.963987,3684.0,9.5,8.9,100.0,1.5
URY,Uruguay,858.0,2017,77.6247,8.831359863,116.519395,-2078.605372,7.889999866,7.8,99.80000305,1.5
USA,United States of America,840.0,2017,78.8213,13.42226505,98.46566,-32485.0,4.360000134,6.6,100.0,1.5
UZB,Uzbekistan,860.0,2017,71.0095,11.72383976,139.447995,1788.320487,5.800000191,16.8,100.0,1.5
VCT,Saint Vincent and the Grenadines,670.0,2017,74.3052,10.83343029,104.521528,102.785926,19.18199921,15.6,99.97770691,5.7
VEN,Venezuela (Bolivarian Republic of),862.0,2017,71.943,10.57076027,11086.187138,-2302.0,5.050000191,24.2,99.19999695,22.2
VNM,Viet Nam,704.0,2017,73.9632,8.205210209,101.286235,13620.0,1.870000005,21.4,100.0,7.2
VUT,Vanuatu,548.0,2017,69.7095,6.76,111.462978,37.182055,1.745000005,26.9,62.79999924,12.3
WSM,Samoa,882.0,2017,72.59,11.49582322,110.697788,8.979044,8.578000069,18.1,96.80000305,4.6
YEM,Yemen,887.0,2017,65.9573,3.0,128.044919,-275.451,13.29699993,60.2,79.19999695,46.6
ZAF,South Africa,710.0,2017,65.402,10.14218044,120.7918,-5362.809409,27.04000092,34.6,84.40000153,5.5
AFG,Afghanistan,4.0,2018,63.081,2.659188987,113.490296,78.91,11.15200043,62.3,96.61613464,24.0
AGO,Angola,24.0,2018,62.1438,5.417390823,211.993524,-6461.790581,7.421000004,77.3,45.29000092,15.7
ALB,Albania,8.0,2018,79.1838,11.09698316,110.638289,1207.129445,12.30000019,9.5,100.0,4.6
ARE,United Arab Emirates,784.0,2018,79.6274,12.48400021,105.564297,-4694.006,2.351999998,7.0,100.0,6.2
ARG,Argentina,32.0,2018,76.9994,11.10470009,216.878531,10070.636,9.220000267,9.7,99.98957825,3.4
ARM,Armenia,51.0,2018,75.0645,11.23515987,105.20448,247.133658,18.96999931,12.1,99.90000153,2.9
AUS,Australia,36.0,2018,83.3871,12.55362034,103.387085,60677.87796,5.300000191,3.7,100.0,1.5
AUT,Austria,40.0,2018,81.6862,12.20790482,105.1,-324.439639,4.849999905,3.6,100.0,1.5
AZE,Azerbaijan,31.0,2018,72.7601,10.54176044,137.288192,-358.0,4.900000095,21.5,100.0,1.5
BEL,Belgium,56.0,2018,81.4787,12.30630493,105.8205,-8677.660575,5.949999809,4.2,100.0,1.5
BEN,Benin,204.0,2018,60.1403,4.157598728,101.594,184.303164,1.470000029,90.9,39.24691772,8.1
BFA,Burkina Faso,854.0,2018,60.0466,1.91952002,103.823713,200.701559,4.690000057,90.8,14.39999962,12.7
BGD,Bangladesh,50.0,2018,72.5675,6.385879993,122.142365,3590.06,4.413000107,32.4,91.80000305,11.5
BGR,Bulgaria,100.0,2018,74.8983,11.29952653,107.007477,894.007137,5.210000038,7.0,100.0,2.8
BIH,Bosnia and Herzegovina,70.0,2018,77.0926,9.812379837,99.6182,598.51228,18.39999962,6.0,100.0,1.5
BLR,Belarus,112.0,2018,74.5676,12.04824839,127.57051,1371.3,4.760000229,3.4,100.0,1.5
BLZ,Belize,84.0,2018,73.7031,9.175324059,98.723919,117.557047,6.644000053,12.9,91.72000122,6.7
BOL,Bolivia (Plurinational State of),68.0,2018,67.748,9.630357265,113.008593,386.834085,3.519999981,27.4,92.80000305,12.1
BRA,Brazil,76.0,2018,75.1095,7.982019901,116.6876,76138.00314,12.32999992,15.2,99.69999695,1.5
BRB,Barbados,52.0,2018,77.067,9.813339513,120.550901,232.392,8.319999695,13.0,100.0,4.1
BRN,Brunei Darussalam,96.0,2018,74.7118,9.14,101.336234,3746.7932979629636,8.699999809,11.2,100.0,5.8
BWA,Botswana,72.0,2018,65.4224,10.26,105.225589,368.033857,22.07099915,47.0,68.22926331,21.5
CAN,Canada,124.0,2018,82.0508,13.80017348,102.5556,-19177.07579,5.829999924,5.1,100.0,1.5
CHE,Switzerland,756.0,2018,83.5615,13.79969025,101.7886,-111804.8905,4.710000038,4.1,100.0,1.5
CHL,Chile,152.0,2018,80.1334,10.76136507,110.1873,6450.385411,7.230000019,7.2,100.0,2.7
CIV,Côte d'Ivoire,384.0,2018,58.8494,5.106435161,103.930573,475.678486,3.292999983,83.2,67.14739227,5.2
CMR,Cameroon,120.0,2018,61.1798,6.095438148,104.1522,651.895417,3.617000103,77.3,62.20000076,6.9
COD,Democratic Republic of the Congo,180.0,2018,59.9417,7.018696516,117.852991,1407.563588,4.451000214,86.6,18.56829071,36.3
COG,Congo,178.0,2018,64.0531,6.152,97.762748,4301.636044,20.61400032,47.6,47.41667557,29.3
COL,Colombia,170.0,2018,76.7479,8.504469872,115.13,6408.802152,9.109999657,14.1,98.5,6.2
CPV,Cabo Verde,132.0,2018,75.7331,6.181132228,100.100364,120.475466,12.17000008,15.8,90.41175079,15.4
CRI,Costa Rica,188.0,2018,79.4835,8.72317028,103.3305,2283.145638,9.630000114,8.4,99.69999695,3.2
CYP,Cyprus,196.0,2018,81.382,12.28287983,98.5,5591.122985,8.369999886,2.8,100.0,1.5
CZE,Czechia,203.0,2018,79.0039,12.8280654,105.8,2347.807863,2.24000001,3.1,100.0,1.5
DEU,Germany,276.0,2018,81.1717,14.07738018,106.1,-24170.99172,3.380000114,3.8,100.0,1.5
DJI,Djibouti,262.0,2018,63.0381,4.0,110.019595,3746.7932979629636,26.18899918,59.7,60.5641861,13.1
DMA,Dominica,212.0,2018,73.59,8.100764979,102.838259,-37.216296,7.512159997086666,34.4,100.0,5.7
DNK,Denmark,208.0,2018,80.99,12.86071014,102.7,1567.948914,5.130000114,3.9,100.0,1.5
DOM,Dominican Republic,214.0,2018,73.2323,9.106114462,108.344358,3746.7932979629636,5.860000134,34.8,98.90000153,6.1
DZA,Algeria,12.0,2018,76.0656,8.004686727,110.86839,620.816595,10.42000008,23.8,99.69783783,1.5
ECU,Ecuador,218.0,2018,77.0938,8.782986323,101.142593,3746.7932979629636,3.529999971,13.9,98.69999695,11.6
EGY,Egypt,818.0,2018,71.3669,9.305633501,187.105598,7817.8,9.819999695,20.9,100.0,4.9
ESP,Spain,724.0,2018,83.1436,10.1423502,104.7927,15761.0313,15.25,3.3,100.0,1.5
EST,Estonia,233.0,2018,78.1395,13.65631008,109.1138,1439.710943,5.369999886,2.4,100.0,1.5
ETH,Ethiopia,231.0,2018,65.4117,3.028058847,137.970999,3746.7932979629636,2.318000078,53.2,44.94060135,18.2
FIN,Finland,246.0,2018,81.6266,12.80649996,100.31,-13625.98196,7.360000134,2.4,100.0,1.5
FJI,Fiji,242.0,2018,67.8096,10.77497021,106.336351,474.61411,4.333000183,26.2,99.37250519,5.5
FRA,France,250.0,2018,82.5909,11.50988007,104.85,-67450.26997,9.020000458,4.3,100.0,1.5
GAB,Gabon,266.0,2018,66.3064,9.322,104.745253,1441.999149,20.74900055,44.1,89.8815155,17.0
GBR,United Kingdom of Great Britain and Northern Ireland,826.0,2018,81.1254,13.24292692,102.6,23874.89794,4.0,4.3,100.0,1.5
GEO,Georgia,268.0,2018,73.3414,12.84828997,113.078113,966.099219,12.67000008,9.7,99.90000153,7.8
GHA,Ghana,288.0,2018,64.122,8.193073801,128.767478,2908.0,4.276000023,48.1,80.40000153,6.2
GMB,Gambia,270.0,2018,63.04,4.332817146,128.593068,51.459211,9.475999832,53.1,60.29999924,13.1
GRC,Greece,300.0,2018,81.3907,10.83141518,100.1118,3496.392928,19.29000092,4.2,100.0,1.5
GTM,Guatemala,320.0,2018,72.7257,5.712438107,132.698445,777.86225,2.279999971,25.4,94.42923737,16.2
HKG,"China, Hong Kong SAR",344.0,2018,85.2456,12.19762993,110.41326,22044.39625,2.819999933,27.09867549668874,100.0,1.5
HND,Honduras,340.0,2018,72.8141,6.287879944,107.15464,895.2,5.650000095,17.4,91.59999847,13.1
HRV,Croatia,191.0,2018,78.337,12.05498697,102.2,970.585942,8.430000305,4.7,100.0,1.5
HTI,Haiti,332.0,2018,64.0188,5.478,155.233742,3746.7932979629636,13.85999966,64.1,44.96234512,45.4
HUN,Hungary,348.0,2018,76.2039,12.06949997,108.4742,3387.932566,3.710000038,4.2,100.0,1.5
IDN,Indonesia,360.0,2018,70.3375,8.162039757,115.018191,12510.62,4.400000095,24.6,98.51000214,5.9
IND,India,356.0,2018,70.7095,6.55361925,108.308901,30709.27574,5.329999924,36.3,95.69999695,13.3
IRL,Ireland,372.0,2018,82.0863,11.50796839,94.24897,-25716.48567,5.739999771,3.3,100.0,1.5
IRN,Iran (Islamic Republic of),364.0,2018,76.195,10.52784353,190.769168,2298.398889,12.18999958,13.9,100.0,5.2
IRQ,Iraq,368.0,2018,71.5143,7.88291085,98.478632,-5073.5,12.9659996,27.0,99.90000153,18.1
ISL,Iceland,352.0,2018,82.7703,13.59160824,104.3018,-457.432313,2.700000048,2.1,100.0,1.5
ISR,Israel,376.0,2018,82.8232,13.24765522,100.7463,15428.008,4.0,3.7,100.0,1.5
ITA,Italy,380.0,2018,83.1847,10.56645012,103.4,4864.361363,10.60999966,3.2,100.0,1.5
JAM,Jamaica,388.0,2018,71.793,9.062015112,115.318634,762.029257,9.100000381,14.2,98.48712158,8.1
JOR,Jordan,400.0,2018,75.7743,10.3508997,100.6889,962.535211,18.27000046,16.0,99.90000153,11.2
JPN,Japan,392.0,2018,84.2971,13.34510708,103.5386,-133838.3347,2.400000095,2.6,100.0,1.5
KAZ,Kazakhstan,398.0,2018,71.4717,12.21006966,131.625938,4722.68655,4.849999905,10.3,100.0,1.5
KEN,Kenya,404.0,2018,62.6765,6.564,124.678383,1128.18902,4.249000072,44.3,61.2845726,24.7
KGZ,Kyrgyzstan,417.0,2018,70.728,11.36813177,93.59001,139.0,6.886000156,19.2,100.0,5.4
KHM,Cambodia,116.0,2018,70.5609,4.966,112.32988,3083.623,0.143000007,27.7,81.07565308,6.6
KIR,Kiribati,296.0,2018,66.8545,7.865527643,103.09966,-1.265676,7.512159997086666,52.8,88.10316467,3.9
KOR,Republic of Korea,410.0,2018,83.3427,12.41257949,108.8606,-26037.8,3.819999933,3.2,100.0,1.5
KWT,Kuwait,414.0,2018,79.7217,7.216040134,102.165351,-3511.045943,2.164999962,8.7,100.0,1.5
LAO,Lao People's Democratic Republic,418.0,2018,67.6341,5.288,104.462433,1319.609787,0.827000022,47.5,97.79715729,5.3
LBN,Lebanon,422.0,2018,79.729,8.663865494,111.058604,2026.788724,10.79599953,7.4,99.69999695,7.1
LBR,Liberia,430.0,2018,60.8532,4.944,156.491773,45.054252,3.029999971,82.5,22.87913322,37.5
LKA,Sri Lanka,144.0,2018,75.748,10.64155006,116.053694,1546.187,4.320000172,7.5,99.56487274,4.1
LSO,Lesotho,426.0,2018,53.733,5.921506884,126.652872,3746.7932979629636,22.81299973,90.6,47.0,28.7
LTU,Lithuania,440.0,2018,75.6767,13.29162661,106.0702,272.410991,6.150000095,4.0,100.0,1.5
LUX,Luxembourg,442.0,2018,81.8035,12.82510172,107.26,-28379.54018,5.590000153,2.8,100.0,1.5
LVA,Latvia,428.0,2018,75.0012,13.18325043,108.2293,761.716259,7.409999847,4.2,100.0,1.5
MAR,Morocco,504.0,2018,73.9863,5.782,102.672525,2776.797014,9.265000343,20.3,98.09999847,3.8
MDG,Madagascar,450.0,2018,65.2697,5.073239803,132.739542,234.655349,1.843000054,53.7,36.5,44.3
MEX,Mexico,484.0,2018,74.0146,8.933190346,121.93,25365.0234,3.279999971,14.6,99.5,6.0
MKD,North Macedonia,807.0,2018,77.3142,9.883215904,100.03379,712.953931,20.73999977,8.1,99.80000305,2.5
MLI,Mali,466.0,2018,59.3934,2.2,97.42881,467.005894,7.427999973,97.4,50.90000153,3.4
MLT,Malta,470.0,2018,83.3448,11.84057999,111.978916,11465.91172,3.660000086,6.5,100.0,1.5
MMR,Myanmar,104.0,2018,66.4646,6.235442423,121.901377,3746.7932979629636,0.870000005,46.8,66.22727966,2.6
MNE,Montenegro,499.0,2018,77.1595,12.06115893,101.629954,380.84072,15.17000008,2.9,100.0,1.5
MNG,Mongolia,496.0,2018,71.1992,9.547314262,111.113693,2136.695,5.380000114,16.8,98.09999847,5.5
MOZ,Mozambique,508.0,2018,60.5261,3.130214992,148.776964,2728.336174,3.45600009,75.6,31.10000038,31.0
MRT,Mauritania,478.0,2018,65.31,4.804934252,111.83439,769.253477,10.38500023,75.5,44.3121376,8.6
MUS,Mauritius,480.0,2018,74.9194,10.16782419,103.209065,362.098104,6.429999828,15.4,99.44884491,6.0
MWI,Malawi,454.0,2018,63.2758,4.396741029,173.212655,958.876636,5.757999897,43.1,18.02000046,16.8
MYS,Malaysia,458.0,2018,75.6444,10.55220985,110.3488,2503.873233,3.299999952,8.4,99.99224091,2.7
NAM,Namibia,516.0,2018,62.5859,7.140568261,123.856492,110.072432,19.87999916,43.9,54.00289536,20.0
NGA,Nigeria,566.0,2018,52.5536,6.958530903,166.099407,209.678288,8.456000328,119.9,56.5,10.4
NIC,Nicaragua,558.0,2018,73.8497,7.028,108.715382,762.5,5.199999809,17.3,87.11667633,17.4
NLD,Netherlands,528.0,2018,81.7741,12.32301044,105.28,133049.9828,3.829999924,4.1,100.0,1.5
NOR,Norway,578.0,2018,82.7605,12.97539473,104.3,-11182.41623,3.799999952,2.4,100.0,1.5
NPL,Nepal,524.0,2018,68.9786,4.965326529,113.360375,3746.7932979629636,3.193000078,30.6,93.91999817,4.3
NZL,New Zealand,554.0,2018,82.3803,13.13976479,99.944849,1971.274333,4.329999924,5.0,100.0,1.5
OMN,Oman,512.0,2018,77.9659,10.81124439,99.43606,5224.967491,1.799999952,11.1,100.0,7.9
PAK,Pakistan,586.0,2018,66.482,4.825690031,108.227914,1758.0,4.079999924,69.5,72.78310394,12.3
PAN,Panama,591.0,2018,77.8629,10.4001236,100.986153,5243.481978,3.832999945,15.4,94.9285202,6.0
PER,Peru,604.0,2018,76.0089,9.755800247,106.220434,6831.285592,3.49000001,13.8,95.19999695,7.6
PHL,Philippines,608.0,2018,71.689,8.707799911,114.019828,5832.900584,2.339999914,27.9,94.44826508,6.2
PNG,Papua New Guinea,598.0,2018,65.1822,4.7,111.078005,-646.863896,2.563999891,46.8,55.72738647,22.6
POL,Poland,616.0,2018,77.6282,13.08478498,108.4999,15105.22558,3.849999905,4.5,100.0,1.5
PRT,Portugal,620.0,2018,81.3947,9.144709587,102.8113,6315.900834,6.989999771,3.6,100.0,1.5
PRY,Paraguay,600.0,2018,73.5676,8.585579872,116.235925,3746.7932979629636,6.21999979,20.2,99.59999847,7.8
ROU,Romania,642.0,2018,76.1546,11.21188498,104.874985,5839.824652,4.190000057,7.4,100.0,1.5
RUS,Russian Federation,643.0,2018,73.5306,12.72389289,113.8306,-22592.02925,4.849999905,6.3,100.0,1.5
RWA,Rwanda,646.0,2018,66.2505,4.334969997,110.014264,363.947452,1.110999942,43.4,36.96815109,34.7
SAU,Saudi Arabia,682.0,2018,77.2115,10.58370972,104.6926,-15005.20938,6.039999962,7.7,100.0,3.8
SDN,Sudan,729.0,2018,65.681,3.77,324.047105,3746.7932979629636,17.57999992,60.1,52.44700241,11.8
SEN,Senegal,686.0,2018,68.0966,2.883815558,108.246612,795.033245,3.275000095,41.7,66.0,7.8
SLB,Solomon Islands,90.0,2018,70.1733,5.54073206,100.423406,15.84092,0.723999977,20.7,66.17976379,17.6
SLE,Sierra Leone,694.0,2018,59.7959,4.455658093,164.383768,3746.7932979629636,4.659999847,116.2,26.10000038,27.7
SLV,El Salvador,222.0,2018,72.5546,6.968569994,100.421334,826.046956,4.010000229,13.8,97.0,8.4
SOM,Somalia,706.0,2018,56.3754,9.005791167476822,116.2677,3746.7932979629636,18.85000038,122.0,50.7649765,56.6
SRB,Serbia,688.0,2018,76.5115,11.26613522,104.997662,3727.714827,12.72999954,5.8,100.0,3.8
STP,Sao Tome and Principe,678.0,2018,68.3549,6.06727023,122.654136,20.809647,14.06099987,18.1,71.0,12.8
SUR,Suriname,740.0,2018,72.5532,9.673319107,220.933045,3746.7932979629636,7.926000118,18.7,97.40000153,8.0
SVK,Slovakia,703.0,2018,77.264,12.86622047,104.1848,1353.39027,6.539999962,5.9,100.0,3.9
SVN,Slovenia,705.0,2018,81.3581,12.75198507,104.65,1103.309189,5.110000134,2.3,100.0,1.5
SWE,Sweden,752.0,2018,82.5326,12.54788494,106.5675,-13613.08657,6.360000134,2.7,100.0,1.5
SWZ,Eswatini,748.0,2018,59.4114,5.462,125.360303,46.987009,22.79199982,52.2,73.91577911,11.8
TCD,Chad,148.0,2018,52.8253,2.479598405,86.781599,3746.7932979629636,1.129999995,117.3,10.11404037,30.3
TGO,Togo,768.0,2018,60.244,4.890200241,102.054219,-253.593282,3.729000092,68.8,50.0,20.7
THA,Thailand,764.0,2018,78.6622,8.372150421,102.622863,-4181.659339,0.769999981,9.4,99.81999969,7.8
TLS,Timor-Leste,626.0,2018,68.0167,5.43679,101.120727,3746.7932979629636,4.730999947,45.1,85.38140106,25.1
TTO,Trinidad and Tobago,780.0,2018,73.8018,11.48462809,113.573682,-765.227465,3.336999893,17.7,100.0,7.0
TUN,Tunisia,788.0,2018,75.9501,7.352466164,119.667987,1001.939274,15.46000004,17.0,99.80000305,1.5
TUR,Türkiye,792.0,2018,77.5631,8.450664997,155.2405,9235.0,10.89000034,10.7,100.0,1.5
TZA,United Republic of Tanzania,834.0,2018,66.5346,6.231957903,118.796311,3746.7932979629636,2.20600009,52.1,35.04802322,23.3
UKR,Ukraine,804.0,2018,74.4122,11.13953963,142.239616,4459.969953,8.800000191,8.6,100.0,1.5
URY,Uruguay,858.0,2018,77.611,8.906729698,124.416806,-500.171772,8.340000153,7.3,99.80000305,1.5
USA,United States of America,840.0,2018,78.9896,13.50162029,99.05235,417813.0,3.900000095,6.5,100.0,1.5
UZB,Uzbekistan,860.0,2018,71.1494,11.77458954,160.223543,622.775299,5.835000038,15.8,100.0,1.5
VCT,Saint Vincent and the Grenadines,670.0,2018,74.1279,10.83343029,104.252374,105.226297,19.18000031,15.1,100.0,5.5
VEN,Venezuela (Bolivarian Republic of),862.0,2018,71.9788,10.8356987,15946997.067729,225.0,5.021999836,24.2,99.91120148,22.7
VNM,Viet Nam,704.0,2018,73.9757,8.287745237,106.442999,14902.0,1.159999967,21.3,100.0,6.8
VUT,Vanuatu,548.0,2018,69.7948,6.84,114.94016,36.108564,1.809000015,26.3,61.75451279,12.6
WSM,Samoa,882.0,2018,72.6358,11.46514881,109.340413,16.684417,8.68599987,17.8,99.99447632,4.5
YEM,Yemen,887.0,2018,64.5751,3.2,134.901926,-285.704,13.14500046,61.6,62.0,44.7
ZAF,South Africa,710.0,2018,65.6743,10.7576704,124.1032,1373.439645,26.90999985,33.9,84.69999695,5.7
AFG,Afghanistan,4.0,2019,63.5645,2.756953288,119.067918,12.586666,11.21700001,60.1,97.69999695,26.9
AGO,Angola,24.0,2019,62.4484,5.417390823,252.263872,-1749.052913,7.421000004,74.2,45.64279938,17.9
ALB,Albania,8.0,2019,79.2825,11.28645502,113.430423,1160.122963,11.47000027,9.7,100.0,4.3
ARE,United Arab Emirates,784.0,2019,79.7262,12.69402981,104.435251,-3351.498637,2.230000019,6.8,100.0,6.0
ARG,Argentina,32.0,2019,77.2845,11.14726927,340.091177,5123.845949,9.840000153,9.1,100.0,3.5
ARM,Armenia,51.0,2019,75.4386,11.2827301,104.877866,396.632618,18.29999924,11.5,100.0,3.1
AUS,Australia,36.0,2019,83.11,12.65668964,106.077455,29958.1441,5.159999847,3.7,100.0,1.5
AUT,Austria,40.0,2019,81.9077,12.25669003,106.0,-9926.827669,4.489999771,3.6,100.0,1.5
AZE,Azerbaijan,31.0,2019,73.1023,10.5429697,142.912168,-927.8,4.849999905,20.4,100.0,1.5
BEL,Belgium,56.0,2019,81.8311,12.37567997,106.2867,1305.307654,5.360000134,4.2,100.0,1.5
BEN,Benin,204.0,2019,60.4537,4.304786445,96.63285,191.058358,1.470000029,88.4,40.32868958,7.7
BFA,Burkina Faso,854.0,2019,60.0391,2.114962259,98.208717,146.537696,4.69299984,87.8,18.37485504,14.1
BGD,Bangladesh,50.0,2019,72.8057,6.549980164,129.304981,2846.37,4.438000202,30.7,92.19999695,11.0
BGR,Bulgaria,100.0,2019,75.0624,11.35635344,114.476757,1296.870197,4.230000019,6.6,100.0,3.0
BIH,Bosnia and Herzegovina,70.0,2019,77.2412,10.17434978,101.0793,396.82428,15.68999958,5.9,100.0,1.5
BLR,Belarus,112.0,2019,74.216,12.14358044,133.005014,1277.1,4.159999847,3.1,100.0,1.5
BLZ,Belize,84.0,2019,73.9313,9.011462021,99.546054,91.791742,6.710999966,12.3,92.72000122,6.8
BOL,Bolivia (Plurinational State of),68.0,2019,67.841,9.86411953,115.232584,-264.951156,3.819999933,26.3,95.08000183,11.9
BRA,Brazil,76.0,2019,75.3379,8.128813955,124.141857,46354.54687,11.93000031,14.9,99.80000305,2.6
BRB,Barbados,52.0,2019,77.2569,9.852700596,135.506459,187.541323,8.409999847,12.6,100.0,3.7
BRN,Brunei Darussalam,96.0,2019,74.7483,9.18,100.926443,1648.6662224962963,6.920000076,11.4,100.0,5.8
