ISO3_Code,Country_Name,M49_Code,Year,Life_Expectancy,Mean_Years_Of_Schooling,CPI_Food,Net_FDI,Unemployment,Infant_Mortality_Rate,Access_To_Electricity,Prevalence_of_undernourishment
BWA,Botswana,72.0,2019,65.4636,10.34,108.382356,73.812243,22.61000061,45.9,69.95973969,22.1
CAN,Canada,124.0,2019,82.3628,13.83442722,105.8136,-31060.61006,5.659999847,5.1,100.0,1.5
CHE,Switzerland,756.0,2019,83.7802,13.85966015,101.0811,-35354.63697,4.389999866,4.0,100.0,1.5
CHL,Chile,152.0,2019,80.3263,10.9349663,114.3097,3247.162005,7.289999962,7.0,100.0,2.6
CIV,Côte d'Ivoire,384.0,2019,59.3185,5.199138977,107.557312,816.170219,3.318000078,80.3,68.45955658,4.7
CMR,Cameroon,120.0,2019,61.5839,6.151311543,106.976975,899.655389,3.638000011,74.7,63.48987961,6.7
COD,Democratic Republic of the Congo,180.0,2019,60.2757,7.018696516,119.661508,1354.128941,4.451000214,83.8,19.10000038,37.7
COG,Congo,178.0,2019,62.7467,6.166,102.808461,3343.439176,20.62199974,52.5,48.40747452,29.9
COL,Colombia,170.0,2019,76.7523,8.643030167,121.8075,11094.92219,9.960000038,13.6,99.75592041,7.2
CPV,Cabo Verde,132.0,2019,76.0042,6.287719287,104.367955,133.766588,12.21899986,14.9,91.40000153,14.5
CRI,Costa Rica,188.0,2019,79.4272,8.763615131,103.8196,2631.191771,11.48999977,8.2,99.70999908,3.4
CYP,Cyprus,196.0,2019,81.397,12.36152506,100.27,5946.380562,7.070000172,2.8,100.0,1.5
CZE,Czechia,203.0,2019,79.2433,12.86931038,110.9,5980.25424,2.00999999,3.0,100.0,1.5
DEU,Germany,276.0,2019,81.5584,14.09096691,108.1,-85215.25598,3.140000105,3.7,100.0,1.5
DJI,Djibouti,262.0,2019,63.0854,4.1,117.519103,1648.6662224962963,26.35700035,57.8,61.21192932,13.1
DMA,Dominica,212.0,2019,73.5588,8.142186,104.650506,32.509877,7.326819989953333,35.0,100.0,6.5
DNK,Denmark,208.0,2019,81.4337,12.91060019,103.6,-7816.839987,5.019999981,3.7,100.0,1.5
DOM,Dominican Republic,214.0,2019,73.5767,9.306864107,116.067323,1648.6662224962963,6.360000134,34.4,99.0,7.0
DZA,Algeria,12.0,2019,76.4742,8.069284397,110.615938,1350.821964,10.51299953,23.3,99.5,1.5
ECU,Ecuador,218.0,2019,77.2971,8.800052961,100.51045,1648.6662224962963,3.809999943,13.4,99.08999634,13.7
EGY,Egypt,818.0,2019,71.3575,9.573026174,190.438451,8605.0,7.840000153,20.1,100.0,5.0
ESP,Spain,724.0,2019,83.5321,10.37387514,106.5367,-11156.68617,14.10000038,3.3,100.0,1.5
EST,Estonia,233.0,2019,78.6693,13.60237026,112.3214,1104.045129,4.449999809,2.3,100.0,1.5
ETH,Ethiopia,231.0,2019,65.8377,3.201520681,169.321469,1648.6662224962963,2.325999975,50.8,48.063591,21.9
FIN,Finland,246.0,2019,81.8706,12.87362003,102.08,8746.456862,6.690000057,2.3,100.0,1.5
FJI,Fiji,242.0,2019,67.8933,10.92154799,109.295441,357.018375,4.447999954,26.9,99.71588135,4.9
FRA,France,250.0,2019,82.7315,11.61005974,107.01,-4698.43587,8.409999847,4.3,100.0,1.5
GAB,Gabon,266.0,2019,66.6028,9.436,107.114183,1586.915986,20.74200058,43.0,90.72629547,16.6
GBR,United Kingdom of Great Britain and Northern Ireland,826.0,2019,81.725,13.32452361,104.3,51535.20668,3.74000001,4.3,100.0,1.5
GEO,Georgia,268.0,2019,73.4696,12.82221985,127.035973,1029.239069,11.56999969,9.5,100.0,7.8
GHA,Ghana,288.0,2019,64.7401,8.329886695,136.06047,3291.0,4.315999985,46.4,83.5,5.2
GMB,Gambia,270.0,2019,63.7549,4.485152279,138.418569,43.449211,9.498000145,51.2,62.09999847,18.0
GRC,Greece,300.0,2019,81.2489,11.11997271,100.4421,4377.753366,17.30999947,4.2,100.0,1.5
GTM,Guatemala,320.0,2019,73.1289,5.681300163,140.599917,799.43959,2.190000057,24.5,95.74200439,16.3
HKG,"China, Hong Kong SAR",344.0,2019,85.2735,12.22620964,125.288914,20512.08557,2.930000067,26.29072847682119,100.0,1.5
HND,Honduras,340.0,2019,72.8811,7.088479996,110.37471,499.5,5.699999809,16.8,91.09999847,13.3
HRV,Croatia,191.0,2019,78.7376,12.19108434,104.3,1168.408197,6.619999886,4.6,100.0,1.5
HTI,Haiti,332.0,2019,64.2546,5.554,193.97349,1648.6662224962963,13.91499996,62.2,45.99023438,46.4
HUN,Hungary,348.0,2019,76.4543,12.15954494,114.6414,1035.833809,3.420000076,4.1,100.0,1.5
IDN,Indonesia,360.0,2019,70.5184,8.359274864,117.127899,20531.07,3.619999886,23.8,98.84999847,6.2
IND,India,356.0,2019,70.9098,6.655109195,121.47525,37414.1958,5.269999981,34.4,97.30826569,14.6
IRL,Ireland,372.0,2019,82.2586,11.58222303,93.3754,97736.86968,4.949999809,3.2,100.0,1.5
IRN,Iran (Islamic Republic of),364.0,2019,76.1031,10.63645314,245.587773,1423.17937,10.73999977,13.4,100.0,4.9
IRQ,Iraq,368.0,2019,71.5764,7.905593489,97.174943,-3269.8,12.86299992,26.1,99.99200439,17.4
ISL,Iceland,352.0,2019,82.4042,13.72735977,105.4117,-766.352436,3.50999999,2.0,100.0,1.5
ISR,Israel,376.0,2019,82.8123,13.3448664,100.848,10449.438,3.799999952,3.6,100.0,1.5
ITA,Italy,380.0,2019,83.552,10.65328026,104.2,-1641.150104,9.949999809,3.0,100.0,1.5
JAM,Jamaica,388.0,2019,71.767,9.154628661,127.671928,219.425,7.690000057,13.7,99.36762238,7.5
JOR,Jordan,400.0,2019,76.044,10.39878988,100.780312,686.338028,16.80999947,15.5,100.0,14.6
JPN,Japan,392.0,2019,84.4258,13.36610034,105.1098,-212095.5282,2.400000095,2.5,100.0,2.8
KAZ,Kazakhstan,398.0,2019,71.5675,12.34756189,144.382136,5498.133124,4.800000191,10.1,100.0,1.5
KEN,Kenya,404.0,2019,62.9432,6.652,137.168267,1087.606645,5.010000229,43.0,69.69999695,25.6
KGZ,Kyrgyzstan,417.0,2019,71.2301,11.37410556,98.966598,399.0,6.918000221,18.3,99.87423706,5.2
KHM,Cambodia,116.0,2019,70.6923,5.088,116.106655,3560.089918,0.147,26.6,84.0,6.0
KIR,Kiribati,296.0,2019,67.1497,7.984461822,100.712548,-0.680613,7.326819989953333,51.2,90.03285217,4.0
KOR,Republic of Korea,410.0,2019,83.6557,12.51293027,109.0106,-25604.7,3.75,3.1,100.0,1.5
KWT,Kuwait,414.0,2019,79.685,7.328022618,103.959382,2599.868473,2.167000055,8.8,100.0,1.5
LAO,Lao People's Democratic Republic,418.0,2019,68.1382,5.374,115.198284,557.17653,0.851999998,45.7,99.09208679,5.4
LBN,Lebanon,422.0,2019,79.2359,8.718636,121.908011,1752.043454,11.35000038,7.2,99.97486877,9.0
LBR,Liberia,430.0,2019,61.1044,5.082,192.40867,-15.291099,3.015000105,80.4,23.10000038,39.2
LKA,Sri Lanka,144.0,2019,76.0084,10.63134003,126.086374,680.824,4.349999905,7.2,99.75856781,3.7
LSO,Lesotho,426.0,2019,54.1726,6.010184707,136.021313,1648.6662224962963,22.44000053,90.9,44.50020981,31.2
LTU,Lithuania,440.0,2019,76.2119,13.39486345,109.8271,1026.077047,6.260000229,3.6,100.0,1.5
LUX,Luxembourg,442.0,2019,82.1434,13.01519217,108.57,-19680.36755,5.590000153,2.8,100.0,1.5
LVA,Latvia,428.0,2019,75.5337,13.25271988,110.8273,979.540478,6.309999943,4.1,100.0,1.5
MAR,Morocco,504.0,2019,74.2705,5.916,103.321325,826.966533,9.279999733,19.5,99.59999847,4.4
MDG,Madagascar,450.0,2019,65.8821,5.120468534,136.881016,372.693195,1.856999993,51.9,31.04000092,47.4
MEX,Mexico,484.0,2019,74.2021,9.077120304,125.0005,23111.5909,3.480000019,14.1,99.59999847,6.0
MKD,North Macedonia,807.0,2019,77.2928,10.05568314,100.959197,406.681819,17.26000023,6.8,100.0,3.1
MLI,Mali,466.0,2019,59.6637,2.31,94.593246,719.627077,7.441999912,94.2,47.83627701,5.6
MLT,Malta,470.0,2019,83.2065,12.02542019,114.311594,-3325.863807,3.619999886,6.5,100.0,1.5
MMR,Myanmar,104.0,2019,66.6104,6.37680006,131.434593,1648.6662224962963,0.5,45.2,68.35852814,1.5
MNE,Montenegro,499.0,2019,77.0396,12.17648306,104.888964,341.589923,15.11999989,2.6,100.0,1.5
MNG,Mongolia,496.0,2019,71.8221,9.485507298,120.358801,2316.369,5.43900013,16.0,97.2299118,4.0
MOZ,Mozambique,508.0,2019,61.1662,3.197641838,160.659254,2242.540616,3.46600008,72.9,29.67444992,31.8
MRT,Mauritania,478.0,2019,65.6869,4.918804891,114.636994,882.137692,10.39299965,73.0,45.83003235,9.2
MUS,Mauritius,480.0,2019,75.1179,10.42791048,106.459744,414.139934,6.329999924,16.0,100.0,7.2
MWI,Malawi,454.0,2019,64.1188,4.489695385,206.617952,822.738227,5.751999855,40.6,11.19999981,17.6
MYS,Malaysia,458.0,2019,75.7603,10.64505959,112.192136,1582.275213,3.25999999,8.6,100.0,2.6
NAM,Namibia,516.0,2019,63.075,7.192013277,126.020767,-188.066954,19.98800087,41.9,55.17708969,18.9
NGA,Nigeria,566.0,2019,52.9104,7.181074153,190.323452,2019.780966,8.529999733,116.9,55.40000153,12.0
NIC,Nicaragua,558.0,2019,74.0543,7.144,114.51457,443.9,5.210999966,16.6,88.05832672,17.5
NLD,Netherlands,528.0,2019,82.0455,12.4523201,109.19,-35903.79681,3.380000114,4.1,100.0,1.5
NOR,Norway,578.0,2019,82.9552,13.00362968,103.9,10727.04546,3.690000057,2.3,100.0,1.5
NPL,Nepal,524.0,2019,69.5576,5.121792742,124.398854,1648.6662224962963,3.096999884,29.3,89.90000153,4.8
NZL,New Zealand,554.0,2019,82.5665,13.04222727,102.021134,4450.300584,4.110000134,4.9,100.0,1.5
OMN,Oman,512.0,2019,78.0022,11.23264236,100.593415,2793.237972,1.84800005,11.1,100.0,8.8
PAK,Pakistan,586.0,2019,66.7558,4.536330223,129.513161,2319.0,3.542000055,67.3,74.12769318,14.1
PAN,Panama,591.0,2019,77.8103,10.54059029,100.580114,4954.730423,4.725999832,14.8,95.81632996,5.4
PER,Peru,604.0,2019,76.1559,9.885518863,106.490989,7114.750971,3.380000114,13.3,95.55136108,8.1
PHL,Philippines,608.0,2019,71.8649,8.969099998,116.01065,5320.429169,2.24000001,27.1,95.64508057,5.5
PNG,Papua New Guinea,598.0,2019,65.4738,4.74,113.668646,-1235.832336,2.448999882,45.3,59.66297531,21.9
POL,Poland,616.0,2019,77.9272,13.12476754,115.8519,9562.311574,3.279999971,4.4,100.0,1.5
PRT,Portugal,620.0,2019,81.7007,9.327420235,102.9757,8739.916513,6.460000038,3.4,100.0,1.5
PRY,Paraguay,600.0,2019,73.6207,8.810709953,120.445677,1648.6662224962963,6.590000153,19.5,99.69999695,8.2
ROU,Romania,642.0,2019,76.5079,11.27511978,110.202634,5428.33346,3.910000086,7.1,100.0,1.5
RUS,Russian Federation,643.0,2019,73.9332,12.77428805,116.9295,10051.6397,4.5,5.8,100.0,1.5
RWA,Rwanda,646.0,2019,66.437,4.425292358,136.213369,348.412177,1.09800005,41.9,40.36860657,35.2
SAU,Saudi Arabia,682.0,2019,77.3036,10.94711971,107.777,-8984.491912,5.672999859,7.3,100.0,3.9
SDN,Sudan,729.0,2019,65.8755,3.82,529.102963,1648.6662224962963,17.65399933,58.4,53.96253967,11.7
SEN,Senegal,686.0,2019,68.5258,2.937938258,108.512115,994.398786,2.859999895,39.7,70.40000153,7.4
SLB,Solomon Islands,90.0,2019,70.3821,5.711848,102.225621,28.782783,0.754999995,20.0,69.80941772,17.8
SLE,Sierra Leone,694.0,2019,60.2549,4.576081285,173.23978,1648.6662224962963,4.649000168,111.9,22.70000076,27.9
SLV,El Salvador,222.0,2019,72.5586,7.112040043,101.622361,635.763348,4.170000076,13.3,97.36000061,8.3
SOM,Somalia,706.0,2019,57.0776,9.114034893980131,120.683446,1648.6662224962963,18.82799911,118.3,49.20000076,54.8
SRB,Serbia,688.0,2019,76.704,11.36987019,107.101824,3975.3558,10.39000034,5.7,99.80000305,3.7
STP,Sao Tome and Principe,678.0,2019,68.5231,6.215599435,134.360492,23.252893,14.14400005,17.0,74.96720123,13.0
SUR,Suriname,740.0,2019,72.2423,9.77680063,231.836234,1648.6662224962963,8.039999962,18.1,97.82541656,8.0
SVK,Slovakia,703.0,2019,77.6851,12.91141987,109.631,2295.455821,5.75,5.8,100.0,3.7
SVN,Slovenia,705.0,2019,81.6042,12.80368042,108.06,837.138362,4.449999809,2.3,100.0,1.5
SWE,Sweden,752.0,2019,83.0524,12.60972023,109.2784,-5436.889673,6.829999924,2.7,100.0,1.5
SWZ,Eswatini,748.0,2019,60.5492,5.596,128.711027,108.013607,22.83699989,48.0,76.86943817,11.1
TCD,Chad,148.0,2019,53.2594,2.57377421,86.673816,1648.6662224962963,1.123000026,113.5,8.399999619,31.7
TGO,Togo,768.0,2019,60.9011,5.016807367,98.785612,302.854813,3.719000101,66.5,52.36310959,20.1
THA,Thailand,764.0,2019,78.9751,8.697119713,104.402913,-5327.519459,0.720000029,9.0,99.90000153,8.0
TLS,Timor-Leste,626.0,2019,68.2684,5.43679,101.321165,1648.6662224962963,4.505000114,43.7,90.79865265,25.0
TTO,Trinidad and Tobago,780.0,2019,74.2279,11.61062419,112.399794,69.81377,3.421999931,17.2,100.0,7.3
TUN,Tunisia,788.0,2019,75.9933,7.431598614,126.6,822.986928,15.13000011,16.9,100.0,2.6
TUR,Türkiye,792.0,2019,77.8318,8.63313961,172.1427,6323.0,13.67000008,10.1,100.0,1.5
TZA,United Republic of Tanzania,834.0,2019,66.9885,6.37289871,126.277242,1648.6662224962963,2.221999884,50.5,37.65968704,23.4
UKR,Ukraine,804.0,2019,74.5364,11.13142043,149.027759,5212.41434,8.18999958,8.4,100.0,2.6
URY,Uruguay,858.0,2019,77.5085,8.982549667,142.088241,1246.533976,8.880000114,6.7,99.90000153,1.5
USA,United States of America,840.0,2019,79.138,13.59252501,99.76737,167860.0,3.670000076,6.4,100.0,1.5
UZB,Uzbekistan,860.0,2019,71.3441,11.89558983,190.232668,2313.394057,5.849999905,14.8,100.0,1.5
VCT,Saint Vincent and the Grenadines,670.0,2019,72.8347,10.83343029,105.149554,119.316914,19.28000069,14.6,100.0,6.6
VEN,Venezuela (Bolivarian Republic of),862.0,2019,72.1614,11.10727736,1288889115.455544,-142.0,5.096000195,24.2,99.97681427,24.9
VNM,Viet Nam,704.0,2019,74.0929,8.370280266,116.199618,15655.0,2.039999962,21.1,99.40000153,6.2
VUT,Vanuatu,548.0,2019,69.8769,7.064846,123.246759,34.961323,1.800999999,25.6,64.59018707,12.4
WSM,Samoa,882.0,2019,72.1572,11.43447441,114.669831,-6.466036,8.406000137,17.4,99.19999695,4.4
YEM,Yemen,887.0,2019,65.0917,3.2,143.908187,-374.314,13.05599976,61.5,72.75107574,42.8
ZAF,South Africa,710.0,2019,66.175,11.37316036,128.9982,1978.346847,28.46999931,33.0,85.0,6.3
AFG,Afghanistan,4.0,2020,62.5751,2.854717589,128.002089,-24.142135,11.71000004,58.0,97.69999695,29.8
AGO,Angola,24.0,2020,62.2612,5.417390823,330.372845,-1956.982582,8.333000183,71.5,46.89060974,20.8
ALB,Albania,8.0,2020,76.9893,11.28645502,116.338895,1017.126096,13.32900047,9.8,100.0,3.9
ARE,United Arab Emirates,784.0,2020,78.9457,12.69402981,108.084044,947.138965,3.187999964,6.6,100.0,5.6
ARG,Argentina,32.0,2020,75.8921,11.14726927,483.12659,2888.722899,11.46000004,8.6,100.0,3.7
ARM,Armenia,51.0,2020,72.173,11.33030033,110.065339,144.575322,21.20599937,10.9,100.0,3.5
AUS,Australia,36.0,2020,84.3239,12.72681999,108.479571,10974.58167,6.460000038,3.7,100.0,1.5
AUT,Austria,40.0,2020,81.5036,12.25669003,109.0723,-14126.46004,5.360000134,3.6,100.0,1.5
AZE,Azerbaijan,31.0,2020,66.8679,10.5429697,148.740532,-318.2,6.462999821,19.4,100.0,1.5
BEL,Belgium,56.0,2020,80.7884,12.37567997,108.0026,-1789.822114,5.550000191,4.2,100.0,1.5
BEN,Benin,204.0,2020,60.088,4.304786445,100.80699,151.767219,1.583999991,85.9,41.41095734,7.4
BFA,Burkina Faso,854.0,2020,59.7306,2.114962259,103.618644,126.448072,4.894999981,85.0,18.95723915,18.0
BGD,Bangladesh,50.0,2020,71.9678,7.379059792,136.211324,2551.98,5.413000107,29.1,96.19999695,11.4
BGR,Bulgaria,100.0,2020,73.6453,11.41318035,116.637022,2222.199978,5.119999886,6.1,99.69999695,3.0
BIH,Bosnia and Herzegovina,70.0,2020,76.2254,10.53631973,101.7047,375.874698,15.26500034,5.7,100.0,1.5
BLR,Belarus,112.0,2020,72.5132,12.14358044,141.238025,1314.6,4.768000126,2.9,100.0,1.5
BLZ,Belize,84.0,2020,72.854,8.847599983,102.805625,71.753426,8.461999893,11.7,97.11333466,7.4
BOL,Bolivia (Plurinational State of),68.0,2020,64.4667,9.827750206,114.329014,-946.246411,7.900000095,25.4,97.55412292,13.9
BRA,Brazil,76.0,2020,74.0089,8.128813955,141.626625,50586.15178,13.68999958,14.7,100.0,4.1
BRB,Barbados,52.0,2020,77.3929,9.852700596,140.72365,254.6,10.37699986,12.2,100.0,3.4
BRN,Brunei Darussalam,96.0,2020,74.7949,9.18,105.672775,1284.4077504545457,7.68200016,11.5,100.0,5.9
BWA,Botswana,72.0,2020,65.6471,10.34,112.275703,63.132069,24.93000031,44.8,71.99475861,21.9
CAN,Canada,124.0,2020,82.0471,13.83442722,106.3802,-24832.36439,9.460000038,5.0,100.0,1.5
CHE,Switzerland,756.0,2020,83.067,13.85966015,100.6567,-63939.47576,4.820000172,4.0,100.0,1.5
CHL,Chile,152.0,2020,79.3769,10.9349663,123.0354,-3196.84402,11.18000031,6.8,100.0,2.6
CIV,Côte d'Ivoire,384.0,2020,59.0318,5.199138977,110.586129,350.473618,3.487999916,77.9,69.67912292,4.4
CMR,Cameroon,120.0,2020,60.8328,6.151311543,110.712969,403.717252,3.836999893,72.2,64.72136688,6.7
COD,Democratic Republic of the Congo,180.0,2020,59.7392,7.018696516,121.470025,1498.084808,5.265999794,81.2,19.10000038,39.8
COG,Congo,178.0,2020,63.7852,6.166,101.593885,3988.358114,22.84300041,44.6,49.51710129,31.6
COL,Colombia,170.0,2020,74.7692,8.862859726,127.6561,5724.090215,15.03999996,13.2,100.0,8.2
CPV,Cabo Verde,132.0,2020,74.8077,6.287719287,101.698239,117.943223,15.30599976,14.2,94.16174316,17.7
CRI,Costa Rica,188.0,2020,79.277,8.804059982,107.7201,1623.994024,17.40999985,7.9,99.90000153,3.4
CYP,Cyprus,196.0,2020,81.3905,12.44017029,100.64,2307.321422,7.590000153,2.8,100.0,1.5
CZE,Czechia,203.0,2020,78.5746,12.86931038,110.8,3150.153362,2.549999952,2.9,100.0,1.5
DEU,Germany,276.0,2020,81.1472,14.09096691,108.5,701.177376,3.809999943,3.7,100.0,1.5
DJI,Djibouti,262.0,2020,62.6943,4.1,118.879304,1284.4077504545457,28.38999939,55.9,61.76708221,13.5
DMA,Dominica,212.0,2020,73.649,8.142186,104.497231,25.129679,8.594233343053332,35.4,100.0,6.9
DNK,Denmark,208.0,2020,81.5449,12.96049023,103.8,-3244.039576,5.639999866,3.6,100.0,1.5
DOM,Dominican Republic,214.0,2020,72.8894,9.306864107,125.775809,1284.4077504545457,6.130000114,33.8,100.0,6.7
DZA,Algeria,12.0,2020,74.4528,8.069284397,113.340313,1109.896337,12.55000019,22.7,99.80413055,1.5
ECU,Ecuador,218.0,2020,72.1535,8.817119598,100.451819,1284.4077504545457,6.110000134,13.0,98.84999847,15.4
EGY,Egypt,818.0,2020,70.9905,9.573026174,195.77547,5525.3,9.166999817,19.5,100.0,5.1
ESP,Spain,724.0,2020,82.2892,10.60540009,107.7488,-12493.66075,15.52999973,3.2,100.0,1.5
EST,Estonia,233.0,2020,78.3431,13.54843044,112.1076,2937.470837,6.800000191,2.1,100.0,1.5
ETH,Ethiopia,231.0,2020,65.3705,3.201520681,205.400982,1284.4077504545457,3.236999989,48.7,51.0939827,24.9
FIN,Finland,246.0,2020,81.8657,12.87362003,102.27,-4029.500239,7.760000229,2.3,100.0,1.5
FJI,Fiji,242.0,2020,67.9244,10.92154799,109.963623,226.899145,4.715000153,27.4,100.0,5.7
FRA,France,250.0,2020,82.2104,11.61005974,108.21,-26270.52242,8.010000229,4.4,100.0,1.5
GAB,Gabon,266.0,2020,66.5305,9.436,108.096933,1284.4077504545457,21.97200012,41.7,91.57156372,17.2
GBR,United Kingdom of Great Britain and Northern Ireland,826.0,2020,80.4345,13.4061203,102.9,53133.33333,4.472000122,4.2,100.0,1.5
GEO,Georgia,268.0,2020,72.7653,12.82221985,135.646876,594.004841,18.5,9.3,100.0,7.6
GHA,Ghana,288.0,2020,64.114,8.329886695,155.174325,1335.0,4.651000023,44.7,85.87355042,4.1
GMB,Gambia,270.0,2020,62.6125,4.637487411,147.797522,44.612281,11.08100033,49.4,62.27306747,21.6
GRC,Greece,300.0,2020,80.9092,11.40853024,101.2292,2869.249231,16.29999924,4.1,100.0,1.5
GTM,Guatemala,320.0,2020,71.7969,5.681300163,152.80262,704.49363,3.552999973,23.6,97.05526733,16.0
HKG,"China, Hong Kong SAR",344.0,2020,85.1968,12.22620964,128.623112,17005.12424,5.829999924,25.44701986754967,100.0,1.5
HND,Honduras,340.0,2020,71.4619,7.088479996,114.797458,371.9,8.373000145,16.2,93.20671082,15.3
HRV,Croatia,191.0,2020,77.9845,12.19108434,103.4,1068.568348,7.510000229,4.6,100.0,1.5
HTI,Haiti,332.0,2020,64.0518,5.554,238.895112,1284.4077504545457,15.45100021,60.5,46.92553329,47.2
HUN,Hungary,348.0,2020,75.7297,12.24958992,119.7122,-113.432313,4.25,4.0,100.0,1.5
IDN,Indonesia,360.0,2020,68.8077,8.556509972,123.310831,14113.63,4.28000021,23.0,96.94999695,6.5
IND,India,356.0,2020,70.1499,6.655109195,126.177518,52501.95178,7.997000217,32.6,99.0,16.3
IRL,Ireland,372.0,2020,82.4699,11.58222303,91.91943,82898.34679,5.619999886,3.0,100.0,1.5
IRN,Iran (Islamic Republic of),364.0,2020,74.832,10.63645314,388.000265,1263.609938,12.16899967,12.9,100.0,4.1
IRQ,Iraq,368.0,2020,69.1228,7.905593489,97.275227,-3044.0,14.0880003,25.2,100.0,15.9
ISL,Iceland,352.0,2020,82.5755,13.76716995,112.6733,-534.914224,5.480000019,1.9,100.0,1.5
ISR,Israel,376.0,2020,82.3598,13.3448664,101.0516,18898.87,4.329999924,3.6,100.0,1.5
ITA,Italy,380.0,2020,82.3953,10.7401104,105.0,-10745.78587,9.159999847,2.9,100.0,1.5
JAM,Jamaica,388.0,2020,71.8686,9.154628661,139.341515,362.489066,9.479999542,13.3,100.0,6.9
JOR,Jordan,400.0,2020,75.1843,10.44668007,100.2586,699.577465,19.02599907,15.0,99.90000153,16.9
JPN,Japan,392.0,2020,84.6879,13.36610034,104.3028,-105449.0835,2.799999952,2.5,100.0,3.2
KAZ,Kazakhstan,398.0,2020,70.0304,12.34756189,160.572729,5905.368704,4.889999866,10.0,100.0,1.5
KEN,Kenya,404.0,2020,62.6755,6.652,148.979046,723.870362,5.729000092,41.9,71.4379425,26.9
KGZ,Kyrgyzstan,417.0,2020,69.6291,11.37410556,116.391498,-332.5,8.706000328,17.5,99.98104858,5.3
KHM,Cambodia,116.0,2020,70.416,5.088,121.605188,3497.84626,0.331,25.7,86.40000153,6.3
KIR,Kiribati,296.0,2020,67.2659,7.984461822,102.750984,-0.42843,8.594233343053332,49.6,91.96302795,4.2
KOR,Republic of Korea,410.0,2020,83.6089,12.51293027,115.2986,-23256.1,3.930000067,3.0,100.0,1.5
KWT,Kuwait,414.0,2020,76.9198,7.328022618,114.157033,-2746.108255,3.539000034,8.9,100.0,2.7
LAO,Lao People's Democratic Republic,418.0,2020,68.4968,5.374,120.724951,1284.4077504545457,1.034000039,44.1,100.0,5.1
LBN,Lebanon,422.0,2020,77.8038,8.718636,612.286589,3039.445796,13.29699993,7.0,100.0,10.9
LBR,Liberia,430.0,2020,60.9476,5.082,222.693794,6.886301,3.980000019,78.3,27.53470993,38.3
LKA,Sri Lanka,144.0,2020,76.3929,10.82730007,135.486361,419.326632,5.877999783,6.9,100.0,3.4
LSO,Lesotho,426.0,2020,54.6933,6.010184707,154.259877,1284.4077504545457,24.56299973,89.5,47.35273743,34.7
LTU,Lithuania,440.0,2020,75.0676,13.49810028,110.1011,763.958213,8.489999771,3.3,100.0,1.5
LUX,Luxembourg,442.0,2020,81.4335,13.01519217,110.57,-64941.87361,6.769999981,2.8,100.0,1.5
LVA,Latvia,428.0,2020,75.4526,13.25271988,112.0215,604.222016,8.100000381,4.0,100.0,1.5
MAR,Morocco,504.0,2020,73.9199,5.916,101.545796,1271.369329,11.45400047,18.7,100.0,5.6
MDG,Madagascar,450.0,2020,65.182,5.120468534,143.464897,257.371515,2.473999977,50.2,33.7350769,48.5
MEX,Mexico,484.0,2020,70.1328,9.221050262,132.2561,22551.308,4.449999809,13.7,99.40000153,6.1
MKD,North Macedonia,807.0,2020,75.1677,10.22815037,104.130737,234.902963,17.20000076,5.9,100.0,3.3
MLI,Mali,466.0,2020,58.6331,2.31,97.710424,282.366528,7.696000099,91.0,50.56141663,9.8
MLT,Malta,470.0,2020,83.3545,12.21026039,115.39866,-3370.425343,4.260000229,6.5,100.0,1.5
MMR,Myanmar,104.0,2020,66.797,6.37680006,132.476227,1284.4077504545457,1.057999969,43.7,70.39719391,3.1
MNE,Montenegro,499.0,2020,76.2575,12.17648306,105.893417,534.032106,17.89999962,2.4,100.0,1.5
MNG,Mongolia,496.0,2020,72.141,9.423700333,130.631118,1693.148726,7.010000229,15.4,98.09999847,3.6
MOZ,Mozambique,508.0,2020,61.1722,3.197641838,173.56039,2183.916966,3.809999943,70.6,30.60383224,32.7
MRT,Mauritania,478.0,2020,64.5321,4.918804891,117.657122,971.673931,11.27000046,70.7,47.34841919,10.1
MUS,Mauritius,480.0,2020,74.3306,10.42791048,112.046849,219.870295,7.407000065,16.5,99.66165161,7.8
MWI,Malawi,454.0,2020,63.7167,4.489695385,228.288427,91.006402,6.701000214,38.6,14.86676884,17.8
MYS,Malaysia,458.0,2020,75.9378,10.64505959,113.784108,655.705506,4.504000187,8.6,100.0,1.5
NAM,Namibia,516.0,2020,62.829,7.192013277,135.637466,-124.756084,21.44599915,40.2,56.2586937,18.0
NGA,Nigeria,566.0,2020,52.887,7.181074153,227.344998,2723.146964,9.713999748,113.8,55.40000153,12.7
NIC,Nicaragua,558.0,2020,71.7954,7.144,119.270553,142.8,6.078000069,16.0,88.90737915,18.6
NLD,Netherlands,528.0,2020,81.6381,12.58162975,109.84,45750.68589,3.819999933,4.2,100.0,1.5
NOR,Norway,578.0,2020,83.1951,13.00362968,106.8,-1331.055893,4.420000076,2.2,100.0,1.5
NPL,Nepal,524.0,2020,69.2456,5.121792742,130.925954,1284.4077504545457,4.723999977,28.2,89.90000153,5.5
NZL,New Zealand,554.0,2020,82.7419,12.94468975,104.569303,3336.45038,4.590000153,4.7,100.0,1.5
OMN,Oman,512.0,2020,74.7571,11.65404034,100.496969,2837.451236,2.940000057,11.0,100.0,9.8
PAK,Pakistan,586.0,2020,66.2695,4.536330223,146.738071,2071.0,4.302999973,65.2,75.37969208,16.9
