ISO3_Code,Country_Name,M49_Code,Life_Expectancy_2016,Life_Expectancy_2017,Life_Expectancy_2018,Life_Expectancy_2019,Life_Expectancy_2020,Mean_Years_Of_Schooling_2016,Mean_Years_Of_Schooling_2017,Mean_Years_Of_Schooling_2018,Mean_Years_Of_Schooling_2019,Mean_Years_Of_Schooling_2020,CPI_Food_2016,CPI_Food_2017,CPI_Food_2018,CPI_Food_2019,CPI_Food_2020,Net_FDI_2016,Net_FDI_2017,Net_FDI_2018,Net_FDI_2019,Net_FDI_2020,Infant_Mortality_Rate_2016,Infant_Mortality_Rate_2017,Infant_Mortality_Rate_2018,Infant_Mortality_Rate_2019,Infant_Mortality_Rate_2020,Unemployment_2016,Unemployment_2017,Unemployment_2018,Unemployment_2019,Unemployment_2020,Access_To_Electricity_2016,Access_To_Electricity_2017,Access_To_Electricity_2018,Access_To_Electricity_2019,Access_To_Electricity_2020,Prevalence_of_undernourishment_2016,Prevalence_of_undernourishment_2017,Prevalence_of_undernourishment_2018,Prevalence_of_undernourishment_2019,Prevalence_of_undernourishment_2020
GMB,Gambia,270.0,63.0127,62.9955,63.04,63.7549,62.6125,4.02814688,4.180482013,4.332817146,4.485152279,4.637487411,112.652111,120.875693,128.593068,138.418569,147.797522,-26.3,16.083258,51.459211,43.449211,44.612281,57.4,55.1,53.1,51.2,49.4,9.498000145,9.484999657,9.475999832,9.498000145,11.08100033,56.32740784,56.20000076,60.29999924,62.09999847,62.27306747,11.6,12.2,13.1,18.0,21.6
GRC,Greece,300.0,81.1617,80.8501,81.3907,81.2489,80.9092,10.25430012,10.54285765,10.83141518,11.11997271,11.40853024,99.25755,99.73506,100.1118,100.4421,101.2292,4432.188005,3316.475273,3496.392928,4377.753366,2869.249231,4.4,4.3,4.2,4.2,4.1,23.54000092,21.48999977,19.29000092,17.30999947,16.29999924,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
GTM,Guatemala,320.0,72.3547,72.5506,72.7257,73.1289,71.7969,5.774713993,5.74357605,5.712438107,5.681300163,5.681300163,112.8665,126.804669,132.698445,140.599917,152.80262,964.99596,934.06642,777.86225,799.43959,704.49363,27.3,26.4,25.4,24.5,23.6,2.579999924,2.460000038,2.279999971,2.190000057,3.552999973,91.81558228,93.30000305,94.42923737,95.74200439,97.05526733,16.4,16.3,16.2,16.3,16.0
HKG,"China, Hong Kong SAR",344.0,84.539,84.8988,85.2456,85.2735,85.1968,12.09660006,12.16905022,12.19762993,12.22620964,12.22620964,104.514294,106.43787,110.41326,125.288914,128.623112,57684.17663,23980.62426,22044.39625,20512.08557,17005.12424,28.87748344370861,27.986092715231784,27.09867549668874,26.29072847682119,25.44701986754967,3.390000105,3.130000114,2.819999933,2.930000067,5.829999924,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
HND,Honduras,340.0,72.5878,72.6918,72.8141,72.8811,71.4619,6.528709888,6.408294916,6.287879944,7.088479996,7.088479996,100.481722,105.602798,107.15464,110.37471,114.797458,900.1,1035.0,895.2,499.5,371.9,18.6,18.0,17.4,16.8,16.2,6.730000019,5.53000021,5.650000095,5.699999809,8.373000145,91.59999847,86.5,91.59999847,91.09999847,93.20671082,13.8,13.2,13.1,13.3,15.3
HRV,Croatia,191.0,78.2314,78.0832,78.337,78.7376,77.9845,11.78733331,11.92040895,12.05498697,12.19108434,12.19108434,99.5,101.7,102.2,104.3,103.4,2211.724337,1264.379074,970.585942,1168.408197,1068.568348,4.8,4.8,4.7,4.6,4.6,13.10000038,11.21000004,8.430000305,6.619999886,7.510000229,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
HTI,Haiti,332.0,63.3922,63.8538,64.0188,64.2546,64.0518,5.326,5.402,5.478,5.554,5.554,118.301076,131.81249,155.233742,193.97349,238.895112,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,67.9,66.0,64.1,62.2,60.5,13.92500019,13.87699986,13.85999966,13.91499996,15.45100021,40.40000153,43.74927139,44.96234512,45.99023438,46.92553329,43.2,44.6,45.4,46.4,47.2
HUN,Hungary,348.0,76.1552,76.0055,76.2039,76.4543,75.7297,11.88941002,11.97945499,12.06949997,12.15954494,12.24958992,100.3883,103.8145,108.4742,114.6414,119.7122,2833.557956,2294.897675,3387.932566,1035.833809,-113.432313,4.7,4.4,4.2,4.1,4.0,5.110000134,4.159999847,3.710000038,3.420000076,4.25,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
IDN,Indonesia,360.0,69.7976,69.9356,70.3375,70.5184,68.8077,7.976150036,8.069094896,8.162039757,8.359274864,8.556509972,109.845498,111.228529,115.018191,117.127899,123.310831,16135.92,18502.04,12510.62,20531.07,14113.63,26.6,25.6,24.6,23.8,23.0,4.300000191,3.880000114,4.400000095,3.619999886,4.28000021,97.62000275,98.13999939,98.51000214,98.84999847,96.94999695,6.6,5.9,5.9,6.2,6.5
IND,India,356.0,70.1167,70.4672,70.7095,70.9098,70.1499,6.350639359,6.452129304,6.55361925,6.655109195,6.655109195,105.017313,110.111437,108.308901,121.47525,126.177518,39408.2122,28763.29224,30709.27574,37414.1958,52501.95178,41.0,38.6,36.3,34.4,32.6,5.422999859,5.357999802,5.329999924,5.269999981,7.997000217,89.21779633,92.12494659,95.69999695,97.30826569,99.0,13.9,13.2,13.3,14.6,16.3
IRL,Ireland,372.0,81.5498,81.9168,82.0863,82.2586,82.4699,11.36181815,11.4341898,11.50796839,11.58222303,11.58222303,97.06382,95.60786,94.24897,93.3754,91.91943,9327.887361,54883.02211,-25716.48567,97736.86968,82898.34679,3.6,3.4,3.3,3.2,3.0,8.369999886,6.710000038,5.739999771,4.949999809,5.619999886,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
IRN,Iran (Islamic Republic of),364.0,75.6,75.9712,76.195,76.1031,74.832,10.31394005,10.42034294,10.52784353,10.63645314,10.63645314,110.971952,125.558481,190.769168,245.587773,388.000265,3267.887667,4943.251556,2298.398889,1423.17937,1263.609938,14.9,14.4,13.9,13.4,12.9,12.61999989,12.22999954,12.18999958,10.73999977,12.16899967,99.94999695,99.94000244,100.0,100.0,100.0,4.9,5.2,5.2,4.9,4.1
IRQ,Iraq,368.0,68.9878,70.4126,71.5143,71.5764,69.1228,7.837934567,7.860422708,7.88291085,7.905593489,7.905593489,97.375511,97.776646,98.478632,97.174943,97.275227,-6560.2,-5110.2,-5073.5,-3269.8,-3044.0,28.8,27.9,27.0,26.1,25.2,10.81999969,13.02000046,12.9659996,12.86299992,14.0880003,99.60430145,99.87207031,99.90000153,99.99200439,100.0,19.1,18.8,18.1,17.4,15.9
ISL,Iceland,352.0,82.03,82.5352,82.7703,82.4042,82.5755,13.32010517,13.4558567,13.59160824,13.72735977,13.76716995,100.1814,99.66061,104.3018,105.4117,112.6733,720.096713,166.838935,-457.432313,-766.352436,-534.914224,2.2,2.1,2.1,2.0,1.9,2.980000019,2.74000001,2.700000048,3.50999999,5.480000019,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
ISR,Israel,376.0,82.4854,82.7195,82.8232,82.8123,82.3598,13.05535211,13.15115217,13.24765522,13.3448664,13.3448664,97.89688,96.981,100.7463,100.848,101.0516,-2590.255,9268.49,15428.008,10449.438,18898.87,3.8,3.8,3.7,3.6,3.6,4.800000191,4.21999979,4.0,3.799999952,4.329999924,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
ITA,Italy,380.0,83.0492,82.7282,83.1847,83.552,82.3953,10.39278984,10.47961998,10.56645012,10.65328026,10.7401104,101.1,102.6,103.4,104.2,105.0,12287.78198,-483.819659,4864.361363,-1641.150104,-10745.78587,3.4,3.3,3.2,3.0,2.9,11.68999958,11.21000004,10.60999966,9.949999809,9.159999847,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
JAM,Jamaica,388.0,72.0198,71.9114,71.793,71.767,71.8686,8.879589332,8.970338495,9.062015112,9.154628661,9.154628661,105.703442,112.771563,115.318634,127.671928,139.341515,645.690903,841.24,762.029257,219.425,362.489066,15.1,14.6,14.2,13.7,13.3,13.18999958,11.63000011,9.100000381,7.690000057,9.479999542,96.7379837,97.60958099,98.48712158,99.36762238,100.0,9.3,9.0,8.1,7.5,6.9
JOR,Jordan,400.0,75.2153,75.5018,75.7743,76.044,75.1843,10.16455984,10.25772977,10.3508997,10.39878988,10.44668007,95.659311,96.055879,100.6889,100.780312,100.2586,1549.71831,2023.098592,962.535211,686.338028,699.577465,17.0,16.4,16.0,15.5,15.0,15.27999973,18.13999939,18.27000046,16.80999947,19.02599907,99.95882416,100.0,99.90000153,100.0,99.90000153,7.1,8.8,11.2,14.6,16.9
JPN,Japan,392.0,84.0664,84.1976,84.2971,84.4258,84.6879,13.30426394,13.33075812,13.34510708,13.36610034,13.36610034,103.1296,105.1515,103.5386,105.1098,104.3028,-136577.9116,-155232.2646,-133838.3347,-212095.5282,-105449.0835,2.7,2.6,2.6,2.5,2.5,3.099999905,2.799999952,2.400000095,2.400000095,2.799999952,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,2.8,3.2
KAZ,Kazakhstan,398.0,70.8984,71.3958,71.4717,71.5675,70.0304,11.9441363,12.07710298,12.21006966,12.34756189,12.34756189,117.883086,125.488061,131.625938,144.382136,160.572729,13746.38234,3756.1,4722.68655,5498.133124,5905.368704,11.0,10.5,10.3,10.1,10.0,4.960000038,4.900000095,4.849999905,4.800000191,4.889999866,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
KEN,Kenya,404.0,62.1632,62.4808,62.6765,62.9432,62.6755,6.388,6.476,6.564,6.652,6.652,116.160845,121.591737,124.678383,137.168267,148.979046,1127.3955,1389.994867,1128.18902,1087.606645,723.870362,47.2,45.9,44.3,43.0,41.9,2.75999999,3.513000011,4.249000072,5.010000229,5.729000092,53.09999847,55.97640991,61.2845726,69.69999695,71.4379425,23.3,25.1,24.7,25.6,26.9
KGZ,Kyrgyzstan,417.0,70.2761,70.5877,70.728,71.2301,69.6291,11.35618418,11.36215797,11.36813177,11.37410556,11.37410556,93.555445,96.093915,93.59001,98.966598,116.391498,615.9922,-78.0,139.0,399.0,-332.5,21.2,20.1,19.2,18.3,17.5,7.210000038,6.889999866,6.886000156,6.918000221,8.706000328,99.70999908,100.0,100.0,99.87423706,99.98104858,6.1,5.8,5.4,5.2,5.3
KHM,Cambodia,116.0,70.2244,70.5153,70.5609,70.6923,70.416,4.722,4.844,4.966,5.088,5.088,108.19555,110.232083,112.32988,116.106655,121.605188,2396.842,2670.873,3083.623,3560.089918,3497.84626,30.3,29.0,27.7,26.6,25.7,0.720000029,0.140000001,0.143000007,0.147,0.331,69.54431152,89.06999969,81.07565308,84.0,86.40000153,8.5,7.7,6.6,6.0,6.3
KIR,Kiribati,296.0,66.3316,66.5965,66.8545,67.1497,67.2659,7.865527643,7.865527643,7.865527643,7.984461822,7.984461822,100.342163,103.081506,103.09966,100.712548,102.750984,1.686,0.661,-1.265676,-0.680613,-0.42843,56.0,54.5,52.8,51.2,49.6,8.12160003062,7.805133339626667,7.512159997086666,7.326819989953333,8.594233343053332,92.79961395,86.17644501,88.10316467,90.03285217,91.96302795,3.3,3.4,3.9,4.0,4.2
KOR,Republic of Korea,410.0,82.9259,83.2855,83.3427,83.6557,83.6089,12.21428586,12.31303351,12.41257949,12.51293027,12.51293027,104.0209,104.4411,108.8606,109.0106,115.2986,-17785.2,-16156.5,-26037.8,-25604.7,-23256.1,3.4,3.3,3.2,3.1,3.0,3.650000095,3.650000095,3.819999933,3.75,3.930000067,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
KWT,Kuwait,414.0,79.7011,79.7806,79.7217,79.685,76.9198,7.132780075,7.192820072,7.216040134,7.328022618,7.328022618,102.904167,102.259774,102.165351,103.959382,114.157033,-4109.147713,-8665.324869,-3511.045943,2599.868473,-2746.108255,8.7,8.7,8.7,8.8,8.9,2.160000086,2.197000027,2.164999962,2.167000055,3.539000034,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,2.7
LAO,Lao People's Democratic Republic,418.0,67.1667,67.4344,67.6341,68.1382,68.4968,5.116,5.202,5.288,5.374,5.374,106.070173,103.834914,104.462433,115.198284,120.724951,920.111854,1676.574948,1319.609787,557.17653,1284.4077504545457,51.5,49.4,47.5,45.7,44.1,0.791999996,0.805000007,0.827000022,0.851999998,1.034000039,90.54953003,93.59999847,97.79715729,99.09208679,100.0,5.9,5.6,5.3,5.4,5.1
LBN,Lebanon,422.0,79.5054,79.6543,79.729,79.2359,77.8038,8.554324481,8.609094987,8.663865494,8.718636,8.718636,100.878405,104.59922,111.058604,121.908011,612.286589,1563.742344,1204.975686,2026.788724,1752.043454,3039.445796,8.0,7.7,7.4,7.2,7.0,9.782999992,10.27400017,10.79599953,11.35000038,13.29699993,99.72562408,99.87982941,99.69999695,99.97486877,100.0,6.2,6.8,7.1,9.0,10.9
LBR,Liberia,430.0,60.4162,60.5535,60.8532,61.1044,60.9476,4.668,4.806,4.944,5.082,5.082,114.655207,119.939983,156.491773,192.40867,222.693794,285.5167,193.66575,45.054252,-15.291099,6.886301,86.1,84.3,82.5,80.4,78.3,3.079999924,3.049000025,3.029999971,3.015000105,3.980000019,17.70000076,24.20000076,22.87913322,23.10000038,27.53470993,36.3,36.6,37.5,39.2,38.3
LKA,Sri Lanka,144.0,75.3314,75.4035,75.748,76.0084,76.3929,10.50934029,10.57874966,10.64155006,10.63134003,10.82730007,107.738321,121.476764,116.053694,126.086374,135.486361,660.241,1300.932,1546.187,680.824,419.326632,8.2,7.8,7.5,7.2,6.9,4.239999771,4.050000191,4.320000172,4.349999905,5.877999783,97.5,97.5,99.56487274,99.75856781,100.0,4.7,4.3,4.1,3.7,3.4
LSO,Lesotho,426.0,52.2641,53.0636,53.733,54.1726,54.6933,5.744151237,5.83282906,5.921506884,6.010184707,6.010184707,114.102507,120.306252,126.652872,136.021313,154.259877,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,91.5,91.0,90.6,90.9,89.5,23.47500038,23.20000076,22.81299973,22.44000053,24.56299973,35.07159042,33.70000076,47.0,44.50020981,47.35273743,32.0,29.5,28.7,31.2,34.7
LTU,Lithuania,440.0,74.8816,75.4399,75.6767,76.2119,75.0676,13.10509968,13.18838978,13.29162661,13.39486345,13.49810028,102.7698,106.6792,106.0702,109.8271,110.1011,259.447433,940.466104,272.410991,1026.077047,763.958213,4.8,4.4,4.0,3.6,3.3,7.860000134,7.070000172,6.150000095,6.260000229,8.489999771,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
LUX,Luxembourg,442.0,82.0535,81.734,81.8035,82.1434,81.4335,12.84430344,12.65323261,12.82510172,13.01519217,13.01519217,102.36,104.8,107.26,108.57,110.57,1728.985411,-41579.96408,-28379.54018,-19680.36755,-64941.87361,2.8,2.8,2.8,2.8,2.8,6.289999962,5.519999981,5.590000153,5.590000153,6.769999981,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
LVA,Latvia,428.0,74.7535,74.8054,75.0012,75.5337,75.4526,12.93480968,13.05903006,13.18325043,13.25271988,13.25271988,103.707,107.6008,108.2293,110.8273,112.0215,95.193819,575.004802,761.716259,979.540478,604.222016,4.7,4.4,4.2,4.1,4.0,9.640000343,8.720000267,7.409999847,6.309999943,8.100000381,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
MAR,Morocco,504.0,73.284,73.6603,73.9863,74.2705,73.9199,5.514,5.648,5.782,5.916,5.916,102.915825,105.673223,102.672525,103.321325,101.545796,1577.489834,1665.084606,2776.797014,826.966533,1271.369329,22.3,21.2,20.3,19.5,18.7,9.300000191,9.241999626,9.265000343,9.279999733,11.45400047,97.80000305,100.0,98.09999847,99.59999847,100.0,3.8,3.7,3.8,4.4,5.6
MDG,Madagascar,450.0,64.9969,65.0938,65.2697,65.8821,65.182,4.981364182,5.027301993,5.073239803,5.120468534,5.120468534,108.527849,124.350403,132.739542,136.881016,143.464897,360.926271,251.862206,234.655349,372.693195,257.371515,57.2,55.5,53.7,51.9,50.2,1.804999948,1.822999954,1.843000054,1.856999993,2.473999977,22.89999962,24.10000038,36.5,31.04000092,33.7350769,41.6,42.3,44.3,47.4,48.5
MEX,Mexico,484.0,74.4122,74.1378,74.0146,74.2021,70.1328,8.599900246,8.742489815,8.933190346,9.077120304,9.221050262,106.7546,115.6086,121.93,125.0005,132.2561,30875.28,30212.541,25365.0234,23111.5909,22551.308,15.7,15.2,14.6,14.1,13.7,3.859999895,3.420000076,3.279999971,3.480000019,4.449999809,99.5,100.0,99.5,99.59999847,99.40000153,5.8,6.1,6.0,6.0,6.1
MKD,North Macedonia,807.0,76.0296,76.4766,77.3142,77.2928,75.1677,9.538281441,9.710748672,9.883215904,10.05568314,10.22815037,97.43726,99.431827,100.03379,100.959197,104.130737,350.749375,203.281707,712.953931,406.681819,234.902963,10.9,9.6,8.1,6.8,5.9,23.71999931,22.37999916,20.73999977,17.26000023,17.20000076,100.0,100.0,99.80000305,100.0,100.0,3.0,2.8,2.5,3.1,3.3
MLI,Mali,466.0,58.7313,59.1322,59.3934,59.6637,58.6331,1.98,2.09,2.2,2.31,2.31,97.700714,100.691651,97.42881,94.593246,97.710424,259.460803,548.445015,467.005894,719.627077,282.366528,104.5,100.9,97.4,94.2,91.0,7.570000172,7.409999847,7.427999973,7.441999912,7.696000099,38.78982162,34.77999878,50.90000153,47.83627701,50.56141663,3.1,3.1,3.4,5.6,9.8
MLT,Malta,470.0,83.1107,83.5867,83.3448,83.2065,83.3545,11.28810978,11.56434488,11.84057999,12.02542019,12.21026039,105.871478,107.277313,111.978916,114.311594,115.39866,9546.364925,10644.36574,11465.91172,-3325.863807,-3370.425343,6.6,6.6,6.5,6.5,6.5,4.690000057,4.0,3.660000086,3.619999886,4.260000229,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
MMR,Myanmar,104.0,65.685,65.843,66.4646,66.6104,66.797,5.95272715,6.094084787,6.235442423,6.37680006,6.37680006,109.333835,113.696621,121.901377,131.434593,132.476227,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,50.3,48.5,46.8,45.2,43.7,1.177000046,1.559999943,0.870000005,0.5,1.057999969,55.59999847,69.81483459,66.22727966,68.35852814,70.39719391,3.5,3.0,2.6,1.5,3.1
MNE,Montenegro,499.0,76.7462,76.9388,77.1595,77.0396,76.2575,11.83377704,11.94692704,12.06115893,12.17648306,12.17648306,100.176025,100.118402,101.629954,104.888964,105.893417,411.289322,547.139097,380.84072,341.589923,534.032106,3.6,3.2,2.9,2.6,2.4,17.71999931,16.06999969,15.17000008,15.11999989,17.89999962,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
MNG,Mongolia,496.0,69.8647,70.2375,71.1992,71.8221,72.141,9.670928192,9.609121227,9.547314262,9.485507298,9.423700333,94.891692,101.814455,111.113693,120.358801,130.631118,-4170.877,1445.736,2136.695,2316.369,1693.148726,18.5,17.6,16.8,16.0,15.4,7.239999771,6.360000134,5.380000114,5.43900013,7.010000229,89.83840942,92.51256561,98.09999847,97.2299118,98.09999847,7.4,6.3,5.5,4.0,3.6
MOZ,Mozambique,508.0,59.038,59.7709,60.5261,61.1662,61.1722,3.126510024,3.064209938,3.130214992,3.197641838,3.197641838,145.898725,148.522253,148.776964,160.659254,173.56039,3058.7,2267.1,2728.336174,2242.540616,2183.916966,80.4,78.0,75.6,72.9,70.6,3.447000027,3.450999975,3.45600009,3.46600008,3.809999943,26.246521,24.29999924,31.10000038,29.67444992,30.60383224,31.5,31.4,31.0,31.8,32.7
MRT,Mauritania,478.0,64.7679,65.0827,65.31,65.6869,64.5321,4.577192976,4.691063614,4.804934252,4.918804891,4.918804891,104.729741,106.609795,111.83439,114.636994,117.657122,270.16284,577.579766,769.253477,882.137692,971.673931,80.1,77.7,75.5,73.0,70.7,10.26099968,10.34000015,10.38500023,10.39299965,11.27000046,41.32161713,42.90000153,44.3121376,45.83003235,47.34841919,8.5,8.5,8.6,9.2,10.1
MUS,Mauritius,480.0,75.0114,74.8812,74.9194,75.1179,74.3306,9.666950539,9.914224809,10.16782419,10.42791048,10.42791048,98.893953,104.273497,103.209065,106.459744,112.046849,350.470322,390.766853,362.098104,414.139934,219.870295,14.5,14.9,15.4,16.0,16.5,6.809999943,6.75,6.429999828,6.329999924,7.407000065,99.48001099,99.61000061,99.44884491,100.0,99.66165161,5.8,6.0,6.0,7.2,7.8
MWI,Malawi,454.0,62.2093,62.9769,63.2758,64.1188,63.7167,4.210832318,4.303786674,4.396741029,4.489695385,4.489695385,148.255421,154.654156,173.212655,206.617952,228.288427,73.899486,93.599679,958.876636,822.738227,91.006402,49.5,46.2,43.1,40.6,38.6,5.816999912,5.760000229,5.757999897,5.751999855,6.701000214,11.0,12.69999981,18.02000046,11.19999981,14.86676884,16.1,16.6,16.8,17.6,17.8
MYS,Malaysia,458.0,75.2888,75.4763,75.6444,75.7603,75.9378,10.36651039,10.45936012,10.55220985,10.64505959,10.64505959,105.656672,109.678496,110.3488,112.192136,113.784108,3324.755924,3760.333129,2503.873233,1582.275213,655.705506,8.1,8.3,8.4,8.6,8.6,3.440000057,3.410000086,3.299999952,3.25999999,4.504000187,99.90000153,99.95248413,99.99224091,100.0,100.0,3.5,3.2,2.7,2.6,1.5
NAM,Namibia,516.0,61.6825,62.2931,62.5859,63.075,62.829,7.037678228,7.089123245,7.140568261,7.192013277,7.192013277,114.988466,117.774322,123.856492,126.020767,135.637466,360.349206,345.584586,110.072432,-188.066954,-124.756084,46.3,44.9,43.9,41.9,40.2,23.35000038,21.63899994,19.87999916,19.98800087,21.44599915,49.70000076,52.5,54.00289536,55.17708969,56.2586937,20.2,19.9,20.0,18.9,18.0
NGA,Nigeria,566.0,52.0427,52.3052,52.5536,52.9104,52.887,6.436573823,6.697552363,6.958530903,7.181074153,7.181074153,122.586982,146.32575,166.099407,190.323452,227.344998,3117.793414,2102.144197,209.678288,2019.780966,2723.146964,124.7,122.5,119.9,116.9,113.8,7.059999943,8.390000343,8.456000328,8.529999733,9.713999748,59.29999924,54.40000153,56.5,55.40000153,55.40000153,9.4,10.0,10.4,12.0,12.7
NIC,Nicaragua,558.0,73.2562,73.5536,73.8497,74.0543,71.7954,6.796,6.912,7.028,7.144,7.144,100.484804,106.18326,108.715382,114.51457,119.270553,923.8,970.9,762.5,443.9,142.8,18.6,17.9,17.3,16.6,16.0,3.900000095,3.299999952,5.199999809,5.210999966,6.078000069,84.64011383,85.98983765,87.11667633,88.05832672,88.90737915,18.0,17.2,17.4,17.5,18.6
NLD,Netherlands,528.0,81.547,81.7291,81.7741,82.0455,81.6381,12.18412018,12.25356531,12.32301044,12.4523201,12.58162975,101.67,104.21,105.28,109.19,109.84,-125430.0325,-2533.862022,133049.9828,-35903.79681,45750.68589,4.0,4.0,4.1,4.1,4.2,6.010000229,4.840000153,3.829999924,3.380000114,3.819999933,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
NOR,Norway,578.0,82.4147,82.624,82.7605,82.9552,83.1951,12.81906033,12.94715977,12.97539473,13.00362968,13.00362968,100.3,100.9,104.3,103.9,106.8,-6991.785714,-3628.529668,-11182.41623,10727.04546,-1331.055893,2.6,2.5,2.4,2.3,2.2,4.679999828,4.159999847,3.799999952,3.690000057,4.420000076,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
NPL,Nepal,524.0,68.7758,68.9099,68.9786,69.5576,69.2456,4.652394104,4.808860316,4.965326529,5.121792742,5.121792742,109.808865,112.880441,113.360375,124.398854,130.925954,3457.305457080882,204.8675045481483,3746.7932979629636,1648.6662224962963,1284.4077504545457,33.7,32.1,30.6,29.3,28.2,2.868000031,3.318000078,3.193000078,3.096999884,4.723999977,90.69999695,87.89634705,93.91999817,89.90000153,89.90000153,4.5,4.2,4.3,4.8,5.5
NZL,New Zealand,554.0,82.07,82.2189,82.3803,82.5665,82.7419,13.33483982,13.2373023,13.13976479,13.04222727,12.94468975,97.491056,99.661719,99.944849,102.021134,104.569303,2648.743848,2201.206472,1971.274333,4450.300584,3336.45038,5.4,5.2,5.0,4.9,4.7,5.150000095,4.739999771,4.329999924,4.110000134,4.590000153,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
OMN,Oman,512.0,77.9158,77.9243,77.9659,78.0022,74.7571,9.968448448,10.38984642,10.81124439,11.23264236,11.65404034,98.182259,99.918291,99.43606,100.593415,100.496969,1908.972692,494.148245,5224.967491,2793.237972,2837.451236,11.2,11.2,11.1,11.1,11.0,3.269999981,2.565000057,1.799999952,1.84800005,2.940000057,100.0,100.0,100.0,100.0,100.0,8.4,8.4,7.9,8.8,9.8
PAK,Pakistan,586.0,65.8797,66.2972,66.482,66.7558,66.2695,5.162640095,5.115049839,4.825690031,4.536330223,4.536330223,102.867819,108.177304,108.227914,129.513161,146.738071,2524.0,2444.0,1758.0,2319.0,2071.0,73.8,71.6,69.5,67.3,65.2,3.779000044,3.915999889,4.079999924,3.542000055,4.302999973,71.5502243,70.79000092,72.78310394,74.12769318,75.37969208,12.4,12.1,12.3,14.1,16.9
PAN,Panama,591.0,77.6529,77.7954,77.8629,77.8103,76.657,10.11919022,10.25965691,10.4001236,10.54059029,10.54059029,101.534658,100.249409,100.986153,100.580114,100.804439,4933.595315,4038.804,5243.481978,4954.730423,550.044099,16.4,15.9,15.4,14.8,14.3,3.263000011,3.858999968,3.832999945,4.725999832,12.85400009,93.16477203,93.69999695,94.9285202,95.81632996,96.70463562,7.8,6.7,6.0,5.4,5.8
PER,Peru,604.0,75.789,75.879,76.0089,76.1559,73.6655,9.314760208,9.535280228,9.755800247,9.885518863,9.885518863,105.528925,103.763002,106.220434,106.490989,108.996572,5583.08986,6360.423388,6831.285592,7114.750971,478.272377,15.0,14.4,13.8,13.3,12.8,3.74000001,3.690000057,3.49000001,3.380000114,7.179999828,94.19999695,94.80000305,95.19999695,95.55136108,99.31181335,6.9,7.6,7.6,8.1,8.3
PHL,Philippines,608.0,71.3871,71.5156,71.689,71.8649,72.1191,8.621369839,8.446499825,8.707799911,8.969099998,8.969099998,103.251289,106.870966,114.019828,116.01065,121.530658,5882.815,6951.710899,5832.900584,5320.429169,3017.073229,29.1,28.5,27.9,27.1,26.4,2.700000048,2.549999952,2.339999914,2.24000001,2.519999981,92.06650543,93.0,94.44826508,95.64508057,96.84238434,8.8,7.5,6.2,5.5,5.2
PNG,Papua New Guinea,598.0,64.8399,65.1028,65.1822,65.4738,65.7868,4.62,4.66,4.7,4.74,4.74,106.739014,108.130052,111.078005,113.668646,115.495266,-39.733003,-180.14535,-646.863896,-1235.832336,-1049.651104,49.7,48.2,46.8,45.3,43.9,2.483999968,2.506999969,2.563999891,2.448999882,2.595000029,49.40000153,54.40000153,55.72738647,59.66297531,60.40000153,23.2,23.1,22.6,21.9,21.6
POL,Poland,616.0,77.8025,77.7205,77.6282,77.9272,76.9424,13.00481987,13.04480243,13.08478498,13.12476754,13.1647501,101.9992,107.4939,108.4999,115.8519,116.5484,4090.159735,7002.855004,15105.22558,9562.311574,8258.648906,4.7,4.6,4.5,4.4,4.4,6.159999847,4.889999866,3.849999905,3.279999971,3.160000086,100.0,100.0,100.0,100.0,100.0,1.5,1.5,1.5,1.5,1.5
