,ISO3_Code,Country_Name,M49_Code,Life_Expectancy_2016,Life_Expectancy_2017,Life_Expectancy_2018,Life_Expectancy_2019,Life_Expectancy_2020,Life_Expectancy_Avg,Mean_Years_Of_Schooling_2016,Mean_Years_Of_Schooling_2017,Mean_Years_Of_Schooling_2018,Mean_Years_Of_Schooling_2019,Mean_Years_Of_Schooling_2020,Mean_Years_of_Schooling_Avg,CPI_Food_2016,CPI_Food_2017,CPI_Food_2018,CPI_Food_2019,CPI_Food_2020,CPI_Food_Avg,Total_FDI_Inflows_2016,Total_FDI_Inflows_2017,Total_FDI_Inflows_2018,Total_FDI_Inflows_2019,Total_FDI_Inflows_2020,Total_FDI_Outflows_2016,Total_FDI_Outflows_2017,Total_FDI_Outflows_2018,Total_FDI_Outflows_2019,Total_FDI_Outflows_2020,Net_FDI_2016,Net_FDI_2017,Net_FDI_2018,Net_FDI_2019,Net_FDI_2020,Prevalence_of_undernourishment_2016,Prevalence_of_undernourishment_2017,Prevalence_of_undernourishment_2018,Prevalence_of_undernourishment_2019,Prevalence_of_undernourishment_2020
55,HND,Honduras,340,72.5878,72.6918,72.8141,72.8811,71.4619,72.48734,6.528709888,6.408294916,6.287879944,7.088479996,7.088479996,6.680368948,100.481722,105.602798,107.15464,110.37471,114.797458,107.682265599999,1139.4,1175.8,961.3,498.1,418.6,239.3,140.8,66.1,-1.4,46.7,900.1,1035.0,895.2,499.5,371.9,13.8,13.2,13.1,13.3,15.3
56,HRV,Croatia,191,78.2314,78.0832,78.337,78.7376,77.9845,78.27474,11.78733331,11.92040895,12.05498697,12.19108434,12.19108434,12.028979582,99.5,101.7,102.2,104.3,103.4,102.22,273.228399,539.709222,1171.461739,1335.84245,1304.029898,-1938.495938,-724.669852,200.875797,167.434253,235.46155,2211.724337,1264.379074,970.585942,1168.408197,1068.568348,1.5,1.5,1.5,1.5,1.5
57,HTI,Haiti,332,63.3922,63.8538,64.0188,64.2546,64.0518,63.91424,5.326,5.402,5.478,5.554,5.554,5.4628,118.301076,131.81249,155.233742,193.97349,238.895112,167.643182,104.9,374.86,105.0,75.0,30.0,,,,,,,,,,,43.2,44.6,45.4,46.4,47.2
58,HUN,Hungary,348,76.1552,76.0055,76.2039,76.4543,75.7297,76.10972,11.88941002,11.97945499,12.06949997,12.15954494,12.24958992,12.069499968,100.3883,103.8145,108.4742,114.6414,119.7122,109.40612,-5438.548392,3514.894612,6410.258176,3884.07177,4168.697792,-8272.106348,1219.996937,3022.32561,2848.237961,4282.130105,2833.557956,2294.897675,3387.932566,1035.833809,-113.432313,1.5,1.5,1.5,1.5,1.5
59,IDN,Indonesia,360,69.7976,69.9356,70.3375,70.5184,68.8077,69.87936,7.976150036,8.069094896,8.162039757,8.359274864,8.556509972,8.224613905,109.845498,111.228529,115.018191,117.127899,123.310831,115.3061896,3921.23,20579.23,20563.47,23883.25,18581.08,-12214.69,2077.19,8052.85,3352.18,4467.45,16135.92,18502.04,12510.62,20531.07,14113.63,6.6,5.9,5.9,6.2,6.5
60,IND,India,356,70.1167,70.4672,70.7095,70.9098,70.1499,70.47062,6.350639359,6.452129304,6.55361925,6.655109195,6.655109195,6.5333212606,105.017313,110.111437,108.308901,121.47525,126.177518,114.2180838,44480.57175,39903.8404,42156.19337,50558.331,64061.90773,5072.359559,11140.54816,11446.91762,13144.13521,11559.95594,39408.2122,28763.29224,30709.27574,37414.1958,52501.95178,13.9,13.2,13.3,14.6,16.3
61,IRL,Ireland,372,81.5498,81.9168,82.0863,82.2586,82.4699,82.05628,11.36181815,11.4341898,11.50796839,11.58222303,11.58222303,11.49368448,97.06382,95.60786,94.24897,93.3754,91.91943,94.443096,39413.5618,52834.92053,-16096.42265,81103.71263,33424.09989,30085.67444,-2048.10158,9620.063016,-16633.15705,-49474.24689,9327.887361,54883.02211,-25716.48567,97736.86968,82898.34679,1.5,1.5,1.5,1.5,1.5
62,IRN,Iran (Islamic Republic of),364,75.6,75.9712,76.195,76.1031,74.832,75.7402599999999,10.31394005,10.42034294,10.52784353,10.63645314,10.63645314,10.5070065599999,110.971952,125.558481,190.769168,245.587773,388.000265,212.1775278,3372.0,5019.0,2373.0,1508.0,1342.0,104.112333,75.748444,74.601111,84.82063,78.390062,3267.887667,4943.251556,2298.398889,1423.17937,1263.609938,4.9,5.2,5.2,4.9,4.1
63,IRQ,Iraq,368,68.9878,70.4126,71.5143,71.5764,69.1228,70.32278,7.837934567,7.860422708,7.88291085,7.905593489,7.905593489,7.8784910206,97.375511,97.776646,98.478632,97.174943,97.275227,97.6161918,-6255.9,-5032.4,-4885.1,-3075.6,-2895.5,304.3,77.8,188.4,194.2,148.5,-6560.2,-5110.2,-5073.5,-3269.8,-3044.0,19.1,18.8,18.1,17.4,15.9
64,ISL,Iceland,352,82.03,82.5352,82.7703,82.4042,82.5755,82.46304,13.32010517,13.4558567,13.59160824,13.72735977,13.76716995,13.572419966,100.1814,99.66061,104.3018,105.4117,112.6733,104.445762,-427.243918,-41.398519,-381.467524,-301.50047,-810.963016,-1147.340631,-208.237454,75.964789,464.851966,-276.048792,720.096713,166.838935,-457.432313,-766.352436,-534.914224,1.5,1.5,1.5,1.5,1.5
65,ISR,Israel,376,82.4854,82.7195,82.8232,82.8123,82.3598,82.64004,13.05535211,13.15115217,13.24765522,13.3448664,13.3448664,13.22877846,97.89688,96.981,100.7463,100.848,101.0516,99.504756,11988.255,16892.825,21514.605,19047.249,24758.4,14578.51,7624.335,6086.597,8597.811,5859.53,-2590.255,9268.49,15428.008,10449.438,18898.87,1.5,1.5,1.5,1.5,1.5
66,ITA,Italy,380,83.0492,82.7282,83.1847,83.552,82.3953,82.98188,10.39278984,10.47961998,10.56645012,10.65328026,10.7401104,10.56645012,101.1,102.6,103.4,104.2,105.0,103.259999999999,28468.51741,24047.08261,37682.19781,18145.56755,-388.346853,16180.73543,24530.90227,32817.83644,19786.71766,10357.43901,12287.78198,-483.819659,4864.361363,-1641.150104,-10745.78587,1.5,1.5,1.5,1.5,1.5
67,JAM,Jamaica,388,72.0198,71.9114,71.793,71.767,71.8686,71.87196,8.879589332,8.970338495,9.062015112,9.154628661,9.154628661,9.0442400522,105.703442,112.771563,115.318634,127.671928,139.341515,120.161416399999,915.776886,888.04,774.7,665.416,366.00921,270.085983,46.8,12.670743,445.991,3.520144,645.690903,841.24,762.029257,219.425,362.489066,9.3,9.0,8.1,7.5,6.9
68,JOR,Jordan,400,75.2153,75.5018,75.7743,76.044,75.1843,75.5439399999999,10.16455984,10.25772977,10.3508997,10.39878988,10.44668007,10.323731852,95.659311,96.055879,100.6889,100.780312,100.2586,98.6886004,1552.957746,2029.71831,954.929577,729.71831,726.056338,3.239436,6.619718,-7.605634,43.380282,26.478873,1549.71831,2023.098592,962.535211,686.338028,699.577465,7.1,8.8,11.2,14.6,16.9
69,JPN,Japan,392,84.0664,84.1976,84.2971,84.4258,84.6879,84.33496,13.30426394,13.33075812,13.34510708,13.36610034,13.36610034,13.342465964,103.1296,105.1515,103.5386,105.1098,104.3028,104.24646,19358.83601,9355.587239,9255.891229,14552.38385,10253.73585,155936.7476,164587.8519,143094.2259,226647.912,115702.8193,-136577.9116,-155232.2646,-133838.3347,-212095.5282,-105449.0835,1.5,1.5,1.5,2.8,3.2
70,KAZ,Kazakhstan,398,70.8984,71.3958,71.4717,71.5675,70.0304,71.0727599999999,11.9441363,12.07710298,12.21006966,12.34756189,12.34756189,12.185286544,117.883086,125.488061,131.625938,144.382136,160.572729,135.99039,8511.489337,4669.3,3627.876155,2873.724811,3877.36728,-5234.893,913.2,-1094.810395,-2624.408313,-2028.001424,13746.38234,3756.1,4722.68655,5498.133124,5905.368704,1.5,1.5,1.5,1.5,1.5
71,KEN,Kenya,404,62.1632,62.4808,62.6765,62.9432,62.6755,62.58784,6.388,6.476,6.564,6.652,6.652,6.5464,116.160845,121.591737,124.678383,137.168267,148.979046,129.7156556,1138.612882,1403.567589,1139.438224,1098.375947,716.756224,11.217382,13.572722,11.249204,10.769302,-7.114138,1127.3955,1389.994867,1128.18902,1087.606645,723.870362,23.3,25.1,24.7,25.6,26.9
72,KGZ,Kyrgyzstan,417,70.2761,70.5877,70.728,71.2301,69.6291,70.4901999999999,11.35618418,11.36215797,11.36813177,11.37410556,11.37410556,11.3669370079999,93.555445,96.093915,93.59001,98.966598,116.391498,99.7194932,616.0,-107.0,144.0,404.0,-330.5,0.0078,-29.0,5.0,5.0,2.0,615.9922,-78.0,139.0,399.0,-332.5,6.1,5.8,5.4,5.2,5.3
73,KHM,Cambodia,116,70.2244,70.5153,70.5609,70.6923,70.416,70.48178,4.722,4.844,4.966,5.088,5.088,4.9416,108.19555,110.232083,112.32988,116.106655,121.605188,113.6938712,2475.916,2785.731,3207.587,3661.927918,3624.64499,79.074,114.858,123.964,101.838,126.79873,2396.842,2670.873,3083.623,3560.089918,3497.84626,8.5,7.7,6.6,6.0,6.3
74,KIR,Kiribati,296,66.3316,66.5965,66.8545,67.1497,67.2659,66.83964,7.865527643,7.865527643,7.865527643,7.984461822,7.984461822,7.9131013146,100.342163,103.081506,103.09966,100.712548,102.750984,101.9973722,1.807,0.785,-1.144365,-0.55828,-0.305882,0.121,0.124,0.121311,0.122333,0.122548,1.686,0.661,-1.265676,-0.680613,-0.42843,3.3,3.4,3.9,4.0,4.2
75,KOR,Republic of Korea,410,82.9259,83.2855,83.3427,83.6557,83.6089,83.3637399999999,12.21428586,12.31303351,12.41257949,12.51293027,12.51293027,12.39315188,104.0209,104.4411,108.8606,109.0106,115.2986,108.32636,12104.3,17912.9,12182.6,9634.3,9223.6,29889.5,34069.4,38220.4,35239.0,32479.7,-17785.2,-16156.5,-26037.8,-25604.7,-23256.1,1.5,1.5,1.5,1.5,1.5
76,KWT,Kuwait,414,79.7011,79.7806,79.7217,79.685,76.9198,79.16164,7.132780075,7.192820072,7.216040134,7.328022618,7.328022618,7.23953710339999,102.904167,102.259774,102.165351,103.959382,114.157033,105.089141399999,418.746412,348.122169,204.016996,104.413282,-318.969904,4527.894125,9013.447038,3715.062939,-2495.455191,2427.138351,-4109.147713,-8665.324869,-3511.045943,2599.868473,-2746.108255,1.5,1.5,1.5,1.5,2.7
77,LAO,Lao People's Democratic Republic,418,67.1667,67.4344,67.6341,68.1382,68.4968,67.77404,5.116,5.202,5.288,5.374,5.374,5.27079999999999,106.070173,103.834914,104.462433,115.198284,120.724951,110.058151,935.296173,1686.275786,1319.609797,557.17654,967.706086,15.184319,9.700838,1e-05,1e-05,,920.111854,1676.574948,1319.609787,557.17653,,5.9,5.6,5.3,5.4,5.1
78,LBN,Lebanon,422,79.5054,79.6543,79.729,79.2359,77.8038,79.18568,8.554324481,8.609094987,8.663865494,8.718636,8.718636,8.6529113924,100.878405,104.59922,111.058604,121.908011,612.286589,210.1461658,2568.485071,2522.409653,2658.003845,2054.579557,3067.045569,1004.742727,1317.433967,631.215121,302.536103,27.599773,1563.742344,1204.975686,2026.788724,1752.043454,3039.445796,6.2,6.8,7.1,9.0,10.9
79,LBR,Liberia,430,60.4162,60.5535,60.8532,61.1044,60.9476,60.77498,4.668,4.806,4.944,5.082,5.082,4.9164,114.655207,119.939983,156.491773,192.40867,222.693794,161.2378854,453.18,247.84,129.13,86.68,86.96,167.6633,54.17425,84.075748,101.971099,80.073699,285.5167,193.66575,45.054252,-15.291099,6.886301,36.3,36.6,37.5,39.2,38.3
80,LKA,Sri Lanka,144,75.3314,75.4035,75.748,76.0084,76.3929,75.7768399999999,10.50934029,10.57874966,10.64155006,10.63134003,10.82730007,10.637656022,107.738321,121.476764,116.053694,126.086374,135.486361,121.3683028,897.049,1372.723,1614.044,758.187,433.869416,236.808,71.791,67.857,77.363,14.542784,660.241,1300.932,1546.187,680.824,419.326632,4.7,4.3,4.1,3.7,3.4
81,LSO,Lesotho,426,52.2641,53.0636,53.733,54.1726,54.6933,53.58532,5.744151237,5.83282906,5.921506884,6.010184707,6.010184707,5.903771319,114.102507,120.306252,126.652872,136.021313,154.259877,130.2685642,159.2,123.1,128.7,117.6,102.008164,,,,,,,,,,,32.0,29.5,28.7,31.2,34.7
82,LTU,Lithuania,440,74.8816,75.4399,75.6767,76.2119,75.0676,75.45554,13.10509968,13.18838978,13.29162661,13.39486345,13.49810028,13.29561596,102.7698,106.6792,106.0702,109.8271,110.1011,107.08948,302.605654,1020.786028,976.638339,1169.470578,478.648918,43.158221,80.319924,704.227348,143.393531,-285.309295,259.447433,940.466104,272.410991,1026.077047,763.958213,1.5,1.5,1.5,1.5,1.5
83,LUX,Luxembourg,442,82.0535,81.734,81.8035,82.1434,81.4335,81.83358,12.84430344,12.65323261,12.82510172,13.01519217,13.01519217,12.870604422,102.36,104.8,107.26,108.57,110.57,106.711999999999,31899.89152,-6815.331955,-16756.57674,14791.62096,62144.63407,30170.90611,34764.63212,11622.96344,34471.9885,127086.5077,1728.985411,-41579.96408,-28379.54018,-19680.36755,-64941.87361,1.5,1.5,1.5,1.5,1.5
84,LVA,Latvia,428,74.7535,74.8054,75.0012,75.5337,75.4526,75.10928,12.93480968,13.05903006,13.18325043,13.25271988,13.25271988,13.136505986,103.707,107.6008,108.2293,110.8273,112.0215,108.47718,254.588121,708.306504,967.202506,874.309844,872.638223,159.394302,133.301702,205.486247,-105.230634,268.416207,95.193819,575.004802,761.716259,979.540478,604.222016,1.5,1.5,1.5,1.5,1.5
85,MAR,Morocco,504,73.284,73.6603,73.9863,74.2705,73.9199,73.8241999999999,5.514,5.648,5.782,5.916,5.916,5.7552,102.915825,105.673223,102.672525,103.321325,101.545796,103.2257388,2157.149441,2686.029715,3558.878862,1719.961452,1763.111483,579.659607,1020.945109,782.081848,892.994919,491.742154,1577.489834,1665.084606,2776.797014,826.966533,1271.369329,3.8,3.7,3.8,4.4,5.6
86,MDG,Madagascar,450,64.9969,65.0938,65.2697,65.8821,65.182,65.2849,4.981364182,5.027301993,5.073239803,5.120468534,5.120468534,5.0645686092,108.527849,124.350403,132.739542,136.881016,143.464897,129.1927414,450.626271,357.862206,352.551623,474.311425,359.141033,89.7,106.0,117.896274,101.61823,101.769518,360.926271,251.862206,234.655349,372.693195,257.371515,41.6,42.3,44.3,47.4,48.5
87,MEX,Mexico,484,74.4122,74.1378,74.0146,74.2021,70.1328,73.3798999999999,8.599900246,8.742489815,8.933190346,9.077120304,9.221050262,8.9147501946,106.7546,115.6086,121.93,125.0005,132.2561,120.30996,31068.617,34200.409,33729.6144,34096.9279,29079.433,193.337,3987.868,8364.591,10985.337,6528.125,30875.28,30212.541,25365.0234,23111.5909,22551.308,5.8,6.1,6.0,6.0,6.1
88,MKD,North Macedonia,807,76.0296,76.4766,77.3142,77.2928,75.1677,76.4561799999999,9.538281441,9.710748672,9.883215904,10.05568314,10.22815037,9.8832159054,97.43726,99.431827,100.03379,100.959197,104.130737,100.3985622,374.604282,205.262028,725.20283,446.402152,273.927194,23.854907,1.980321,12.248899,39.720333,39.024231,350.749375,203.281707,712.953931,406.681819,234.902963,3.0,2.8,2.5,3.1,3.3
89,MLI,Mali,466,58.7313,59.1322,59.3934,59.6637,58.6331,59.11074,1.98,2.09,2.2,2.31,2.31,2.178,97.700714,100.691651,97.42881,94.593246,97.710424,97.624969,356.476589,563.20847,467.295391,720.638835,308.101915,97.015786,14.763455,0.289497,1.011758,25.735387,259.460803,548.445015,467.005894,719.627077,282.366528,3.1,3.1,3.4,5.6,9.8
90,MLT,Malta,470,83.1107,83.5867,83.3448,83.2065,83.3545,83.32064,11.28810978,11.56434488,11.84057999,12.02542019,12.21026039,11.785743046,105.871478,107.277313,111.978916,114.311594,115.39866,110.967592199999,4248.432623,3407.289796,4023.616747,3783.60091,3917.095266,-5297.932302,-7237.075948,-7442.294974,7109.464717,7287.520609,9546.364925,10644.36574,11465.91172,-3325.863807,-3370.425343,1.5,1.5,1.5,1.5,1.5
91,MMR,Myanmar,104,65.685,65.843,66.4646,66.6104,66.797,66.28,5.95272715,6.094084787,6.235442423,6.37680006,6.37680006,6.207170896,109.333835,113.696621,121.901377,131.434593,132.476227,121.768530599999,2989.0,4341.0,3554.048,2766.0,1834.212,,,,,,,,,,,3.5,3.0,2.6,1.5,3.1
92,MNE,Montenegro,499,76.7462,76.9388,77.1595,77.0396,76.2575,76.8283199999999,11.83377704,11.94692704,12.06115893,12.17648306,12.17648306,12.038965826,100.176025,100.118402,101.629954,104.888964,105.893417,102.5413524,226.409643,558.565764,489.814821,417.069688,528.873208,-184.879679,11.426667,108.974101,75.479765,-5.158898,411.289322,547.139097,380.84072,341.589923,534.032106,1.5,1.5,1.5,1.5,1.5
93,MNG,Mongolia,496,69.8647,70.2375,71.1992,71.8221,72.141,71.0529,9.670928192,9.609121227,9.547314262,9.485507298,9.423700333,9.5473142624,94.891692,101.814455,111.113693,120.358801,130.631118,111.761951799999,-4156.405,1494.35,2173.741,2443.343,1719.115941,14.472,48.614,37.046,126.974,25.967215,-4170.877,1445.736,2136.695,2316.369,1693.148726,7.4,6.3,5.5,4.0,3.6
94,MOZ,Mozambique,508,59.038,59.7709,60.5261,61.1662,61.1722,60.3346799999999,3.126510024,3.064209938,3.130214992,3.197641838,3.197641838,3.14324372599999,145.898725,148.522253,148.776964,160.659254,173.56039,155.4835172,3093.4,2293.1,2703.031294,2211.654426,2337.297117,34.7,26.0,-25.30488,-30.88619,153.380151,3058.7,2267.1,2728.336174,2242.540616,2183.916966,31.5,31.4,31.0,31.8,32.7
95,MRT,Mauritania,478,64.7679,65.0827,65.31,65.6869,64.5321,65.07592,4.577192976,4.691063614,4.804934252,4.918804891,4.918804891,4.7821601248,104.729741,106.609795,111.83439,114.636994,117.657122,111.0936084,271.19784,587.243766,772.890477,886.916359,977.700486,1.035,9.664,3.637,4.778667,6.026555,270.16284,577.579766,769.253477,882.137692,971.673931,8.5,8.5,8.6,9.2,10.1
96,MUS,Mauritius,480,75.0114,74.8812,74.9194,75.1179,74.3306,74.8521,9.666950539,9.914224809,10.16782419,10.42791048,10.42791048,10.1209640996,98.893953,104.273497,103.209065,106.459744,112.046849,104.9766216,378.764432,479.99589,460.511368,471.422103,245.941042,28.29411,89.229037,98.413264,57.282169,26.070747,350.470322,390.766853,362.098104,414.139934,219.870295,5.8,6.0,6.0,7.2,7.8
97,MWI,Malawi,454,62.2093,62.9769,63.2758,64.1188,63.7167,63.2595,4.210832318,4.303786674,4.396741029,4.489695385,4.489695385,4.3781501582,148.255421,154.654156,173.212655,206.617952,228.288427,182.2057222,116.099192,90.199691,959.395634,822.488231,98.018286,42.199706,-3.399988,0.518998,-0.249996,7.011884,73.899486,93.599679,958.876636,822.738227,91.006402,16.1,16.6,16.8,17.6,17.8
98,MYS,Malaysia,458,75.2888,75.4763,75.6444,75.7603,75.9378,75.62152,10.36651039,10.45936012,10.55220985,10.64505959,10.64505959,10.533639908,105.656672,109.678496,110.3488,112.192136,113.784108,110.3320424,11335.96895,9398.805704,7618.337947,7812.777164,3482.70222,8011.213027,5638.472575,5114.464714,6230.501951,2826.996714,3324.755924,3760.333129,2503.873233,1582.275213,655.705506,3.5,3.2,2.7,2.6,1.5
99,NAM,Namibia,516,61.6825,62.2931,62.5859,63.075,62.829,62.4931,7.037678228,7.089123245,7.140568261,7.192013277,7.192013277,7.1302792576,114.988466,117.774322,123.856492,126.020767,135.637466,123.6555026,355.590232,279.946036,208.556758,-178.925671,-74.6114,-4.758974,-65.63855,98.484326,9.141283,50.144684,360.349206,345.584586,110.072432,-188.066954,-124.756084,20.2,19.9,20.0,18.9,18.0
100,NGA,Nigeria,566,52.0427,52.3052,52.5536,52.9104,52.887,52.5397799999999,6.436573823,6.697552363,6.958530903,7.181074153,7.181074153,6.890961079,122.586982,146.32575,166.099407,190.323452,227.344998,170.5361178,3453.258408,2412.974916,775.2474,2305.099812,2385.277666,335.464994,310.830719,565.569112,285.318846,-337.869298,3117.793414,2102.144197,209.678288,2019.780966,2723.146964,9.4,10.0,10.4,12.0,12.7
101,NIC,Nicaragua,558,73.2562,73.5536,73.8497,74.0543,71.7954,73.30184,6.796,6.912,7.028,7.144,7.144,7.0048,100.484804,106.18326,108.715382,114.51457,119.270553,109.8337138,989.1,1035.4,837.6,503.0,182.3,65.3,64.5,75.1,59.1,39.5,923.8,970.9,762.5,443.9,142.8,18.0,17.2,17.4,17.5,18.6
102,NLD,Netherlands,528,81.547,81.7291,81.7741,82.0455,81.6381,81.74676,12.18412018,12.25356531,12.32301044,12.4523201,12.58162975,12.3589291559999,101.67,104.21,105.28,109.19,109.84,106.037999999999,59734.12145,16557.65299,87670.58901,48962.71075,-115300.2511,185164.154,19091.51501,-45379.39375,84866.50756,-161050.937,-125430.0325,-2533.862022,133049.9828,-35903.79681,45750.68589,1.5,1.5,1.5,1.5,1.5
103,NOR,Norway,578,82.4147,82.624,82.7605,82.9552,83.1951,82.7898999999999,12.81906033,12.94715977,12.97539473,13.00362968,13.00362968,12.949774838,100.3,100.9,104.3,103.9,106.8,103.239999999999,-3899.880952,-5849.000262,225.760836,16287.38636,-2394.371268,3091.904762,-2220.470594,11408.17707,5560.340909,-1063.315375,-6991.785714,-3628.529668,-11182.41623,10727.04546,-1331.055893,1.5,1.5,1.5,1.5,1.5
104,NPL,Nepal,524,68.7758,68.9099,68.9786,69.5576,69.2456,69.0934999999999,4.652394104,4.808860316,4.965326529,5.121792742,5.121792742,4.9340332866,109.808865,112.880441,113.360375,124.398854,130.925954,118.2748978,106.133571,197.775964,67.055675,184.995134,126.492576,,,,,,,,,,,4.5,4.2,4.3,4.8,5.5
105,NZL,New Zealand,554,82.07,82.2189,82.3803,82.5665,82.7419,82.39552,13.33483982,13.2373023,13.13976479,13.04222727,12.94468975,13.1397647859999,97.491056,99.661719,99.944849,102.021134,104.569303,100.7376122,2844.354103,2428.574474,2397.49581,4278.349666,4216.443221,195.610255,227.368002,426.221477,-171.950918,879.992841,2648.743848,2201.206472,1971.274333,4450.300584,3336.45038,1.5,1.5,1.5,1.5,1.5
106,OMN,Oman,512,77.9158,77.9243,77.9659,78.0022,74.7571,77.31306,9.968448448,10.38984642,10.81124439,11.23264236,11.65404034,10.8112443916,98.182259,99.918291,99.43606,100.593415,100.496969,99.7253988,2265.279584,2918.075423,5940.182055,3420.026008,4092.761162,356.306892,2423.927178,715.214564,626.788036,1255.309926,1908.972692,494.148245,5224.967491,2793.237972,2837.451236,8.4,8.4,7.9,8.8,9.8
107,PAK,Pakistan,586,65.8797,66.2972,66.482,66.7558,66.2695,66.33684,5.162640095,5.115049839,4.825690031,4.536330223,4.536330223,4.8352080822,102.867819,108.177304,108.227914,129.513161,146.738071,119.1048538,2576.0,2496.0,1737.0,2234.0,2105.0,52.0,52.0,-21.0,-85.0,34.0,2524.0,2444.0,1758.0,2319.0,2071.0,12.4,12.1,12.3,14.1,16.9
108,PAN,Panama,591,77.6529,77.7954,77.8629,77.8103,76.657,77.5557,10.11919022,10.25965691,10.4001236,10.54059029,10.54059029,10.372030262,101.534658,100.249409,100.986153,100.580114,100.804439,100.8309546,4745.4,4176.645,5080.392578,4320.375729,588.653819,-188.195315,137.841,-163.0894,-634.354694,38.60972,4933.595315,4038.804,5243.481978,4954.730423,550.044099,7.8,6.7,6.0,5.4,5.8
109,PER,Peru,604,75.789,75.879,76.0089,76.1559,73.6655,75.49966,9.314760208,9.535280228,9.755800247,9.885518863,9.885518863,9.6753756818,105.528925,103.763002,106.220434,106.490989,108.996572,106.199984399999,6739.051858,6860.492819,6967.475789,8055.416499,981.749851,1155.961998,500.069431,136.190197,940.665528,503.477474,5583.08986,6360.423388,6831.285592,7114.750971,478.272377,6.9,7.6,7.6,8.1,8.3
110,PHL,Philippines,608,71.3871,71.5156,71.689,71.8649,72.1191,71.7151399999999,8.621369839,8.446499825,8.707799911,8.969099998,8.969099998,8.7427739142,103.251289,106.870966,114.019828,116.01065,121.530658,112.3366782,6915.149,8703.550653,6602.459617,8671.365874,6542.261712,1032.334,1751.839754,769.559033,3350.936705,3525.188483,5882.815,6951.710899,5832.900584,5320.429169,3017.073229,8.8,7.5,6.2,5.5,5.2
111,PNG,Papua New Guinea,598,64.8399,65.1028,65.1822,65.4738,65.7868,65.2770999999999,4.62,4.66,4.7,4.74,4.74,4.692,106.739014,108.130052,111.078005,113.668646,115.495266,111.0221966,-39.764921,-180.17671,-341.200432,-900.655579,-935.493565,-0.031918,-0.03136,305.663464,335.176757,114.157539,-39.733003,-180.14535,-646.863896,-1235.832336,-1049.651104,23.2,23.1,22.6,21.9,21.6
112,POL,Poland,616,77.8025,77.7205,77.6282,77.9272,76.9424,77.60416,13.00481987,13.04480243,13.08478498,13.12476754,13.1647501,13.084784984,101.9992,107.4939,108.4999,115.8519,116.5484,110.078659999999,15690.14756,9172.340071,15996.26992,10852.52157,10079.56424,11599.98783,2169.485067,891.044343,1290.209995,1820.915332,4090.159735,7002.855004,15105.22558,9562.311574,8258.648906,1.5,1.5,1.5,1.5,1.5
113,PRT,Portugal,620,81.2324,81.498,81.3947,81.7007,81.0545,81.37606,9.112580299,9.218230247,9.144709587,9.327420235,9.575940132,9.27577609999999,100.2146,102.5012,102.8113,102.9757,104.5408,102.60872,5065.822944,7752.151776,7115.338198,12084.40169,6323.591369,871.920368,-749.410018,799.437364,3344.485178,2287.582393,4193.902576,8501.561794,6315.900834,8739.916513,4036.008976,1.5,1.5,1.5,1.5,1.5
114,PRY,Paraguay,600,73.5336,73.6436,73.5676,73.6207,73.1816,73.50942,8.351449966,8.468514919,8.585579872,8.810709953,8.861840248,8.6156189916,107.890026,116.93755,116.235925,120.445677,124.421554,117.1861464,425.334759,576.181374,457.636953,522.336212,568.333465,,,,,,,,,,,7.7,7.8,7.8,8.2,8.7
115,ROU,Romania,642,75.2458,75.9519,76.1546,76.5079,75.3456,75.84116,11.08049011,11.14865017,11.21188498,11.27511978,11.27511978,11.198252964,97.743456,101.721614,104.874985,110.202634,113.773199,105.6631776,5000.387417,5419.471086,6218.911348,5791.043306,2321.640286,4.615793,-96.598547,379.086696,362.709846,201.666236,4995.771624,5516.069633,5839.824652,5428.33346,2119.97405,1.5,1.5,1.5,1.5,1.5
116,RUS,Russian Federation,643,72.6609,73.3743,73.5306,73.9332,71.3423,72.96826,12.56402159,12.72337438,12.72389289,12.77428805,12.77428805,12.711972992,107.369,108.1254,113.8306,116.9295,125.9086,114.43262,37175.76691,25953.53583,13227.64206,32075.62193,9676.068797,26951.18716,34153.09611,35819.67131,22023.98224,6311.367903,10224.57976,-8199.560283,-22592.02925,10051.6397,3364.700894,1.5,1.5,1.5,1.5,1.5
117,RWA,Rwanda,646,65.7373,65.9409,66.2505,66.437,66.7741,66.22796,4.195574999,4.265272498,4.334969997,4.425292358,4.425292358,4.329280442,125.948148,118.192012,110.014264,136.213369,141.708021,126.4151628,342.3,356.436501,381.911599,353.844486,134.754943,47.756564,15.686571,17.964147,5.432309,,294.543436,340.74993,363.947452,348.412177,,34.9,34.7,34.7,35.2,35.8
118,SAU,Saudi Arabia,682,77.0643,77.1605,77.2115,77.3036,76.2392,76.99582,10.08080983,10.22029972,10.58370972,10.94711971,11.31052971,10.628493738,97.33588,97.83605,104.6926,107.777,121.5005,105.828406,7452.533333,1418.843614,4247.119093,4562.573671,5486.095693,8936.155333,7279.599195,19252.32847,13547.06558,4854.208727,-1483.622,-5860.755581,-15005.20938,-8984.491912,631.886966,3.7,3.7,3.8,3.9,3.7
119,SDN,Sudan,729,64.7801,65.4447,65.681,65.8755,65.6136,65.47898,3.67,3.72,3.77,3.82,3.82,3.76,131.420713,173.096308,324.047105,529.102963,1621.521215,555.8376608,1063.767535,1065.298481,1135.787164,825.354992,716.939711,,,,,,,,,,,11.8,11.8,11.8,11.7,12.8
