Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FDI","Foreign Direct Investment (FDI)","040","Austria","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","10894.372318","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","040","Austria","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","-3213.226951","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","2574","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","2564","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","1761","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","2431.7","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","031","Azerbaijan","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","825.3","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","044","Bahamas","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","358.587408","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","044","Bahamas","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","151.066","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","044","Bahamas","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","117.328","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","044","Bahamas","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","148.391","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","044","Bahamas","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","156.738049","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","-880.053191","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","228.989361","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","111.170213","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","-197.074468","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","048","Bahrain","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","-205.053191","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","050","Bangladesh","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","40.53","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","050","Bangladesh","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","141.96","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","050","Bangladesh","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","23.24","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","050","Bangladesh","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","27.58","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","050","Bangladesh","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","11.6","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","052","Barbados","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","-193.50206","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","052","Barbados","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","-27.652178","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","052","Barbados","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","9.2045","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","052","Barbados","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","27.828806","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","052","Barbados","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","7.5","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","112","Belarus","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","113.8","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","112","Belarus","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","70","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","112","Belarus","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","49.7","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","112","Belarus","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","16","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","112","Belarus","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","82.2","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","056","Belgium","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","36374.001018","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","056","Belgium","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","29698.037754","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","056","Belgium","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","39498.235653","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","056","Belgium","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","1580.698463","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","056","Belgium","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","10227.228597","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","084","Belize","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","1.719","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","084","Belize","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","0.3225","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","084","Belize","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","0.7185","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","084","Belize","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","2.1185","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","084","Belize","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","4.449388","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","204","Benin","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","17.381037","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","204","Benin","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","31.907388","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","204","Benin","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","9.770519","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","204","Benin","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","27.149514","X","Figure from international organizations","UNCTAD"
