Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Caribbean small states,CSS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.02764502591887,2.01075440613027,1.99513438593883,1.97990406454761,1.96481413970321
Central Europe and the Baltics,CEB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.52216388042765,1.56783031806108,1.57442274939992,1.57101667881684,1.51089254460643
Early-demographic dividend,EAR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.54152110952217,2.51291699062889,2.48773541757392,2.46295837514933,2.43855631258831
East Asia & Pacific,EAS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.82898818644903,1.8253222688511,1.82240499937524,1.81741829618457,1.81159532962129
East Asia & Pacific (excluding high income),EAP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.87542111913168,1.87562664086098,1.87567086919773,1.87534462284477,1.87393657563078
East Asia & Pacific (IDA & IBRD countries),TEA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.87489632361956,1.87517978097801,1.87531275614857,1.87508345364695,1.8737714203015
Euro area,EMU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.56899980286644,1.54357536369429,1.52383483653529,1.50483230127643,1.48528095275557
Europe & Central Asia,ECS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.77189340161556,1.72952948325482,1.71921941697785,1.70146934900929,1.68837650607317
Europe & Central Asia (excluding high income),ECA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.97840717766582,1.90447604731618,1.90459876538998,1.89055322117709,1.90144110378344
Europe & Central Asia (IDA & IBRD countries),TEC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.91509652708754,1.85899200418177,1.86029345331729,1.84717659254721,1.84593112653118
European Union,EUU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.56624109021675,1.55604874589954,1.54205939598711,1.5250782679961,1.49571662656601
Fragile and conflict affected situations,FCS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.47268912216497,4.41232303876749,4.353592025754,4.29521725440773,4.2403185771895
Heavily indebted poor countries (HIPC),HPC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.86233372945283,4.77958002483528,4.69865319338864,4.61982484559296,4.54348085069892
High income,HIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.66124955929856,1.62753341235797,1.60006689046042,1.57176289625795,1.524972908072
IBRD only,IBD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.08990918953752,2.07703781167504,2.06742420964631,2.05669667526049,2.04786996812737
IDA & IBRD total,IBT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.57119100140419,2.55571683434442,2.54469353641608,2.53267295851998,2.52156860853552
IDA blend,IDB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.23325026744309,4.17580910058006,4.1335481494101,4.09023648699508,4.04242859211934
IDA only,IDX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.02530378093595,3.96861812356812,3.91585153154177,3.86269257858324,3.80944844299262
IDA total,IDA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.09443904217805,4.03744117382793,3.98809930210354,3.9381438204766,3.88663919408969
Late-demographic dividend,LTE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.74600629639149,1.74116060808174,1.74229729465541,1.73933026630477,1.73635704170728
Latin America & Caribbean,LCN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.06541539576936,2.04601456195221,2.02739306284088,2.00882915473051,1.99043956107434
Latin America & Caribbean (excluding high income),LAC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.06631211322382,2.04830651639295,2.03033584451271,2.01228864879302,1.9942193359237
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.07667148958398,2.05745470703446,2.03849405008759,2.01971048329783,2.00124101104072
Least developed countries: UN classification,LDC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.11701104197201,4.05757262248118,4.00014577595758,3.9446977795569,3.89154947323566
Low & middle income,LMY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.58194201380324,2.56570813038466,2.55446904671467,2.54236157799932,2.53184356684931
Low income,LIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.81448012380754,4.73281325873811,4.65215388701448,4.57270699996686,4.49474929627769
Lower middle income,LMC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.75288929109514,2.72627176336932,2.70412626598602,2.68182655956095,2.66004442707221
Middle East & North Africa,MEA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.86692711279053,2.83922704390262,2.80892600122639,2.77609394347998,2.74207247582084
Middle East & North Africa (excluding high income),MNA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.94138078362759,2.91604776139943,2.8871307343527,2.85567133406502,2.82280981190731
Middle East & North Africa (IDA & IBRD countries),TMN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.93125667612697,2.90672271118739,2.87841414705087,2.84742247888507,2.81489276434177
Middle income,MIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.35654052141028,2.34162688071057,2.33208624387612,2.32148762574377,2.31256225876413
North America,NAC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.79724522776021,1.7426936540983,1.70616008218429,1.68183939699051,1.61319226967138
Not classified,INX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..
OECD members,OED,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.74206845209704,1.71201809027867,1.6866053130438,1.65976225212577,1.6209749653621
Other small states,OSS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.10629431213889,3.0785805529823,3.04997554952617,3.01711665817102,2.98323837415618
Pacific island small states,PSS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.55535139461746,3.53808547329618,3.51522427458484,3.48678356431745,3.45355559887329
Post-demographic dividend,PST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.62493289839127,1.58207879962643,1.55119260555537,1.51929434116842,1.4760997009832
Pre-demographic dividend,PRE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.10432210337395,5.02079680722642,4.93972798066623,4.86171987951796,4.78704024571869
Small states,SST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.92029093906757,2.89760161067937,2.87422486535531,2.84747953372662,2.81972057328152
South Asia,SAS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.4380609070019,2.4106166725789,2.38474821139472,2.35941271366008,2.33538640371221
South Asia (IDA & IBRD),TSA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.4380609070019,2.4106166725789,2.38474821139472,2.35941271366008,2.33538640371221
Sub-Saharan Africa,SSF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.83866120936539,4.76517690215079,4.69321312829709,4.62310524059586,4.55548205766024
Sub-Saharan Africa (excluding high income),SSA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.83889828173452,4.76539788407138,4.69342016968943,4.62330351877871,4.55567401247347
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.83866120936539,4.76517690215079,4.69321312829709,4.62310524059586,4.55548205766024
Upper middle income,UMC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.84640945854912,1.83738418960578,1.83479070813822,1.83004585945825,1.82876533489459
World,WLD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.44484850440094,2.42729476506769,2.41492177494957,2.40172011639036,2.38712292764477
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 09/16/2022,,,,,,,,
