Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","174","Comoros","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","105.22235","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","107.083346","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","103.862973","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","103.511665","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","101.142849","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","102.279388","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","100.978765","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","101.383263","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","101.182066","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","100.976441","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","101.645749","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","101.771925","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","105.137194","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","109.074932","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","108.597344","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","103.437296","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","102.953887","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","104.323054","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","107.495521","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","105.251307","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","100.929202","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","101.63462","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","104.68992","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","105.646047","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","110.695905","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","111.58802","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","107.263672","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","107.143474","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","104.846272","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","104.935094","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","105.880128","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","105.213759","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","103.918926","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","106.550932","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","108.562178","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","111.573265","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","114.459399","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","116.184555","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","116.645443","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","117.479098","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","113.521745","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","114.541568","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","115.895414","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","116.072718","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","116.888637","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","113.144879","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","114.085637","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","112.289856","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","110.784762","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","112.013937","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","108.099253","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","107.76615","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","105.301053","F","Forecast value","base year is 2015"
"CP","Consumer Price Indices","174","Comoros","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","107.004944","F","Forecast value","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","103.068448","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","103.660601","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","100.832705","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","102.212718","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","100.862869","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","99.374768","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","101.547848","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","101.516427","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","97.96459","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","98.601809","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","98.995201","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","97.303491","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","97.407918","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","97.311784","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","99.548212","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","98.116183","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","98.037487","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","99.55936","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","100.640408","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","101.42428","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","99.803351","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","99.901383","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","100.667638","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","98.72583","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","100.793676","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","99.05205","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","98.716882","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","99.133558","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","99.396571","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","98.539519","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","98.988209","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","100.821427","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","100.056757","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","99.292087","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","98.527418","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","97.762748","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","96.998078","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","97.777321","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","97.618959","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","98.816412","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","97.572995","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","98.388146","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","99.921494","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","99.79958","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","99.411216","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","100.503412","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","98.926075","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","102.808461","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","101.190661","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","101.276601","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","101.952686","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","107.564112","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","106.227379","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","101.3896","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","98.162763","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","98.024612","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","98.122175","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","98.973952","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","100.70875","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","178","Congo","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","101.593885","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","100.618934","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","100.649865","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","100.680796","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","100.80452","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","100.928245","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","101.051969","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","101.051969","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","101.051969","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","101.051969","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","101.113832","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","101.175694","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","101.237556","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","101.330349","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","101.423143","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","101.515936","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","101.485005","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","101.454074","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","101.423143","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","101.515936","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","101.60873","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","101.701523","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","101.794316","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","101.88711","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","101.979903","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","101.979903","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","101.979903","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","101.979903","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","102.010834","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","102.041765","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","102.072696","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","102.134559","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","102.196421","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","102.258283","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","102.412939","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","102.567594","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2018","2018","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","102.72225","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","102.876905","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","103.031561","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","103.186217","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","103.27901","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","103.371803","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","103.464597","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","103.402734","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","103.340872","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","103.27901","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","103.650183","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","104.021357","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2019","2019","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","","104.39253","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","","104.547186","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","","104.701842","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","","104.856497","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","","104.980222","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","","105.103946","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","","105.227671","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","","106.341191","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","","107.454711","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","","108.568232","X","Figure from international organizations","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","","108.073334","I","Imputed value","base year is 2015"
"CP","Consumer Price Indices","184","Cook Islands","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","","107.578436","I","Imputed value","base year is 2015"
